Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015277-PTO	S700015653-PTO	S700016162-PTO	S700016327-PTO	S700016368-PTO	S700016584-PTO	S700016640-PTO	S700016941-PTO	S700021868-PTO	S700021906-PTO	S700023005-PTO	S700023261-PTO	S700023315-PTO	S700023412-PTO	S700023469-PTO	S700023570-PTO	S700023684-PTO	S700023780-PTO	S700023837-PTO	S700023894-PTO	S700023960-PTO	S700024017-PTO	S700024058-PTO	S700024121-PTO	S700024179-PTO	S700024225-PTO	S700024284-PTO	S700024332-PTO	S700024371-PTO	S700024427-PTO	S700024484-PTO	S700024533-PTO	S700024580-PTO	S700024629-PTO	S700024665-PTO	S700024725-PTO	S700024782-PTO	S700024819-PTO	S700024896-PTO	S700024940-PTO	S700024990-PTO	S700033011-PTO	S700033173-PTO	S700033468-PTO	S700033769-PTO	S700037066-PTO	S700037214-PTO	S700037462-PTO	S700037574-PTO	S700037726-PTO	S700038045-PTO	S700038241-PTO	S700038378-PTO	S700038464-PTO	S700038512-PTO	S700038560-PTO	S700038608-PTO	S700038716-PTO	S700038992-PTO	S700095392-PTO	S700095449-PTO	S700096305-PTO	S700097273-PTO	S700097333-PTO	S700097670-PTO	S700098309-PTO	S700098401-PTO	S700098974-PTO	S700099041-PTO	S700099101-PTO	S700099629-PTO	S700099785-PTO	S700100269-PTO	S700101677-PTO	S700102281-PTO	S700102627-PTO	S700102944-PTO	S700103255-PTO	S700103319-PTO	S700103460-PTO	S700103529-PTO	S700103599-PTO	S700103635-PTO	S700103686-PTO	S700105025-PTO	S700105079-PTO	S700105138-PTO	S700105195-PTO	S700105252-PTO	S700105298-PTO	S700105386-PTO	S700105431-PTO	S700105506-PTO	S700105660-PTO	S700105699-PTO	S700105753-PTO	S700105820-PTO	S700105918-PTO	S700106032-PTO	S700106107-PTO	S700106374-PTO	S700106426-PTO	S700106534-PTO	S700106593-PTO	S700106629-PTO	S700106677-PTO	S700106737-PTO	S700106851-PTO	S700106890-PTO	S700106960-PTO	S700113001-PTO	S700113049-PTO	S700113085-PTO	S700113132-PTO	S700113517-PTO	S700113592-PTO	S700113630-PTO	S700113688-PTO	S700113832-PTO	S700113946-PTO	S700114031-PTO	S700114080-PTO	S700114139-PTO	S700114203-PTO	S700114260-PTO	S700114317-PTO	S700114365-PTO	S700114401-PTO	S700114531-PTO	S700114572-PTO	S700114629-PTO	S700114693-PTO	S700114741-PTO	S700114791-PTO	S700114848-PTO	S700114896-PTO	S700114953-PTO	S700116231-PTO	S700116318-PTO	S700116372-PTO	S700116582-PTO	S700116633-PTO	S700116792-PTO	S700116852-PTO	S700117014-PTO	S700117674-PTO	S700117731-PTO	S700117842-PTO	S700117968-PTO	S700118452-PTO
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;hwasookii	species	953	3093	Reads equidistant to HMT-202 and HMT-953 were assigned to each taxon in proportion to the abundance of HMT-202 and HMT-953 individually at this body site (PTO).	0.0	0.0	0.0	0.0	0.025	0.112	0.072	0.008	0.085	0.0	0.356	0.032	0.0	0.034	0.085	0.015	0.063	0.0	0.095	0.242	0.0	0.154	0.057	1.05	9.981	0.0	0.021	0.252	0.034	0.029	0.247	0.0	0.592	0.074	0.0	0.24	0.078	0.017	0.053	0.011	0.037	0.017	0.0	0.244	1.924	0.051	0.058	0.516	1.064	0.0	0.021	0.0	0.0	0.023	0.0	0.117	0.217	0.297	0.034	0.0	0.918	0.046	0.227	0.03	0.114	0.0	0.085	0.036	0.048	0.0	0.051	0.0	0.034	0.0	0.051	0.015	0.0	0.008	0.052	0.373	0.005	0.0	0.112	0.286	0.059	0.038	0.021	0.127	0.087	0.051	0.195	0.004	0.0	0.0	0.0	0.012	0.0	0.005	0.118	0.284	0.0	0.104	0.033	0.062	0.0	0.127	0.024	0.124	0.046	0.075	0.107	0.042	0.079	0.046	0.0	0.175	0.048	0.03	0.165	0.07	0.073	0.044	0.024	0.0	0.073	0.015	0.785	0.393	0.0	0.0	0.244	0.204	0.054	0.895	0.185	0.225	0.364	0.112	0.115	0.0	0.379	0.0	0.0	0.049	0.338	0.069	0.039	0.265	0.101	0.096
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	690	2879		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.014	5.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.249	0.0	0.763	4.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	1.827	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	3.321	0.0	0.0	0.0	0.0	0.0	1.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	1.261	0.0	0.096	0.021	0.0	0.0	0.0	0.049	0.0	0.0	4.917	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.054
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	420	2681		0.09	0.399	0.0	0.115	0.0	0.464	0.087	0.012	0.232	0.8	2.592	0.031	1.599	0.034	0.355	0.036	1.096	0.506	0.0	2.186	0.243	22.054	0.057	0.01	0.031	0.277	0.0	0.0	0.2	0.038	0.006	0.0	0.097	1.313	0.0	0.249	1.266	0.0	0.043	0.164	0.037	0.233	0.037	0.375	0.0	0.118	0.049	0.029	0.039	0.037	0.189	0.0	0.05	0.108	0.0	0.023	0.066	0.131	0.075	0.028	0.044	0.138	0.054	0.0	12.189	0.071	13.758	0.0	0.288	0.343	2.74	0.77	0.272	0.158	0.1	0.015	0.061	0.0	0.012	2.794	0.054	0.509	0.137	0.076	0.198	0.147	0.063	0.035	2.471	1.789	0.0	0.289	0.089	0.0	0.106	0.0	0.634	0.0	1.657	0.026	0.0	3.741	0.0	0.055	0.106	0.023	0.0	0.492	0.691	0.06	0.181	0.042	0.489	0.096	0.49	0.0	0.095	0.976	0.05	0.03	0.087	0.009	0.01	0.0	0.191	0.0	5.032	0.028	0.0	0.032	0.107	1.868	0.0	1.198	1.401	0.087	0.023	0.702	0.038	0.041	0.781	0.356	0.182	0.109	0.0	1.63	0.285	0.336	0.018	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;polymorphum	species	202	2485	Reads equidistant to HMT-202 and HMT-953 were assigned to each taxon in proportion to the abundance of HMT-202 and HMT-953 individually at this body site (PTO).	0.09	0.16	0.193	0.097	0.222	0.096	0.202	0.052	0.179	0.089	0.66	0.154	0.144	0.0	0.304	0.313	1.315	0.147	0.218	0.314	0.0	0.435	0.101	0.247	0.431	0.084	0.053	0.155	0.169	0.059	0.097	0.013	0.108	0.331	0.022	0.259	0.055	0.072	0.377	0.169	0.019	0.1	0.13	0.976	1.853	0.017	0.139	0.032	0.454	0.055	0.105	0.075	0.053	0.072	0.0	0.13	0.313	1.885	0.042	0.028	0.059	0.092	0.155	0.014	0.365	0.024	0.028	0.272	0.192	0.064	0.054	0.2	0.051	0.106	0.127	0.048	0.015	0.071	0.078	0.586	0.453	0.0	0.162	0.655	0.02	0.794	0.021	0.184	2.196	0.196	0.401	0.158	0.072	0.0	0.061	0.001	0.0	0.159	0.11	0.579	0.0	0.701	0.017	0.251	0.113	0.033	0.073	0.116	0.232	0.435	0.059	0.0	1.928	1.002	0.018	0.506	0.112	0.046	0.545	0.125	0.277	0.069	0.047	0.019	4.362	0.091	0.11	0.408	0.0	0.08	0.301	0.146	0.074	4.594	0.049	0.688	2.923	2.788	0.108	0.014	2.206	0.23	0.478	0.114	3.278	0.138	0.06	0.284	0.133	0.13
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;vincentii	species	200	2483		0.036	0.227	0.0	0.062	0.037	0.16	0.014	0.073	0.542	0.964	3.855	0.0	3.51	1.328	0.693	0.0	10.614	5.394	0.47	0.349	0.0	3.942	0.413	2.724	1.979	36.192	0.012	0.036	0.04	0.364	0.453	0.04	0.013	1.154	0.0	2.083	5.496	0.0	0.0	0.049	0.0	0.682	0.0	0.026	0.0	0.101	0.393	0.0	11.305	0.257	0.447	0.03	0.182	0.207	0.275	18.166	0.0	0.053	2.793	0.028	0.044	0.046	0.692	0.0	3.629	0.024	1.551	0.648	0.168	1.488	22.175	1.14	0.051	0.581	0.035	0.061	0.046	0.0	4.221	0.249	0.121	0.451	0.427	0.227	0.86	0.049	3.722	0.196	12.064	1.865	0.007	0.208	0.639	0.0	0.061	0.0	1.215	0.055	1.678	0.742	0.056	4.437	19.073	0.11	0.007	0.328	0.0	0.013	1.074	0.015	0.271	0.0	6.507	0.605	0.926	0.023	0.334	23.298	0.743	0.03	0.011	3.632	0.01	0.0	18.388	0.0	2.277	12.26	0.0	0.0	1.267	3.851	0.008	0.079	4.437	4.428	0.299	4.541	0.099	0.0	0.412	1.341	5.531	0.164	0.017	1.575	0.079	1.37	0.141	0.201
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	2484	Reads equidistant to HMT-201 and HMT-202 were assigned to each taxon in proportion to the abundance of HMT-201 and HMT-202 individually at this body site (PTO).	4.156	4.552	0.276	0.168	3.379	1.008	3.518	7.183	2.444	7.753	10.909	11.17	3.702	0.81	0.913	11.341	2.99	0.04	15.091	6.673	0.0	2.245	3.391	4.377	6.156	0.06	8.592	14.043	10.02	4.15	11.797	1.417	1.478	4.517	11.151	2.787	0.433	5.798	7.988	4.517	4.311	0.665	0.761	13.751	18.609	1.097	3.166	0.498	6.465	2.604	6.404	8.817	0.561	0.852	9.138	1.007	14.406	7.832	1.208	0.0	18.62	24.989	15.761	6.43	0.616	5.566	0.141	0.725	3.313	0.0	2.361	0.086	6.059	0.608	2.403	2.017	0.2	1.467	0.541	18.061	5.654	4.628	8.643	17.112	8.247	15.951	3.638	12.428	0.363	2.147	25.417	6.936	1.507	1.809	3.788	8.255	3.751	2.93	3.645	8.652	2.674	5.75	2.643	0.405	0.788	7.86	9.224	17.126	1.009	4.068	7.339	1.956	1.954	0.339	0.0	11.219	1.667	0.532	1.47	10.038	9.76	1.069	8.052	4.08	0.203	7.974	4.703	2.8	7.388	5.768	1.924	4.814	9.673	8.098	1.413	1.301	3.563	0.221	12.266	0.274	2.912	9.533	1.11	6.104	5.37	2.445	2.759	2.942	8.741	9.327
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-203	species	203	2486	Because HMT-698 is not present individually, all equidistant reads were assigned to HMT-203 at this body site (PTO).	0.161	0.0	0.166	0.0	0.012	0.0	0.014	0.0	0.041	0.0	0.203	0.0	0.0	0.224	0.068	0.0	0.157	0.0	0.031	0.161	0.029	0.042	0.0	1.892	0.499	0.012	0.0	0.0	0.08	0.0	0.084	0.0	2.607	1.577	0.0	0.161	0.833	0.0	0.116	0.033	0.037	0.083	0.0	0.021	0.01	0.034	0.025	20.374	4.798	0.0	0.006	0.09	0.017	0.009	0.0	0.105	0.0	0.007	0.0	0.0	0.067	0.092	0.109	0.0	0.091	0.0	0.282	0.0	0.048	0.0	0.019	0.0	0.034	0.026	0.022	0.0	0.031	0.0	0.0	0.15	0.027	0.0	0.051	0.089	0.04	0.049	0.021	0.012	0.0	0.869	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	1.38	0.056	0.077	0.017	0.0	0.014	0.038	0.0	0.053	0.84	0.075	0.016	0.07	0.084	0.014	0.091	0.023	0.0	0.013	0.0	0.0	0.011	0.017	0.0	0.0	0.014	0.0	0.289	0.196	0.0	0.0	0.086	0.114	0.0	1.34	0.037	1.585	0.046	0.457	0.031	0.014	0.128	0.0	0.0	0.055	0.0	0.0	0.01	0.08	0.018	0.039
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-248	species	248	2530		0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.015	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.016	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-370	species	370	2650		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.664	0.312	0.0	0.012	0.012	0.1	0.0	0.0	0.0	3.982	3.155	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.017	0.0	0.021	0.01	0.0	0.0	1.768	2.088	0.0	0.0	0.015	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.015	0.015	0.0	0.0	0.01	0.0	0.0	0.0	0.028	0.0	0.147	0.0	0.0	0.0	2.061	0.0	0.0	0.213	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.936	0.0	0.008	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.03	0.022	0.0	0.02	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.494	0.0	0.008	0.0	0.0	1.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hongkongensis	species	213	2496		0.0	0.006	0.0	0.326	0.037	0.016	0.087	0.024	0.0	0.0	0.023	0.0	0.0	0.034	0.017	0.0	0.11	0.0	0.063	0.027	0.0	0.0	0.029	0.0	0.0	0.012	0.0	0.0	0.02	0.0	0.0	0.026	0.0	0.0	0.021	0.0	0.067	0.0	0.0	0.049	0.019	0.0	0.074	0.021	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.086	0.034	0.0	0.032	0.0	0.0	0.008	0.0	0.0	0.013	0.058	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.015	0.012	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.1	0.276	0.049	0.0	0.024	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.022	0.0	0.0	0.019	0.041	0.021	0.0	0.0	0.0	0.016	0.021	0.016	0.0	0.0	0.147	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.014	0.0	0.018	0.035	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-212	species	212	2495		0.0	0.092	0.0	0.035	0.025	0.016	0.029	0.073	0.005	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.027	0.0	0.0	0.014	0.04	0.0	0.0	0.0	0.036	0.04	0.0	0.019	0.0	0.013	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.033	0.019	0.198	0.11	0.0	0.074	0.088	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.039	0.0	0.0	0.044	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.019	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.094	0.13	0.081	0.0	0.0	0.007	0.0	0.0	0.0	0.023	0.0	0.017	0.0	0.023	0.053	0.0	0.03	0.0	0.0	0.0	0.0	0.017	0.0	0.031	0.0	0.221	0.021	0.015	0.0	0.007	0.0	0.0	0.0	0.014	0.017	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.011	0.009	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.047	0.012	0.0	0.0	0.523	0.008	0.0	0.014	0.0	0.0	0.008	0.009	0.069	0.0	0.009	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-215	species	215	2498		0.233	0.326	0.0	0.0	0.407	0.16	0.115	0.907	0.778	0.385	0.564	0.326	0.168	0.793	0.0	1.193	1.174	0.027	3.068	2.159	0.0	0.758	0.584	0.168	0.39	0.0	0.945	1.244	0.22	0.301	0.796	0.106	0.379	0.085	0.859	0.909	0.0	1.408	1.938	1.56	1.443	0.017	0.093	0.598	6.393	0.49	0.859	0.088	0.087	1.485	0.333	3.09	0.348	0.293	1.321	0.187	0.992	5.059	0.075	0.0	7.856	2.889	2.374	0.529	0.0	0.547	0.141	0.17	0.72	0.0	2.067	0.0	0.749	0.026	0.03	0.031	0.184	0.0	0.082	5.788	2.625	0.611	0.513	1.087	1.918	0.847	0.378	0.704	0.116	0.153	4.509	4.859	1.615	0.331	4.683	3.743	1.673	0.3	0.58	1.372	0.401	2.968	0.234	0.018	0.007	1.038	1.159	2.752	0.181	0.03	0.904	0.563	1.298	0.096	0.0	0.311	0.318	0.038	0.017	5.806	5.503	0.13	1.641	0.097	0.082	1.262	1.384	0.0	0.228	2.571	0.687	0.383	2.636	2.538	0.246	0.152	0.345	0.123	4.278	0.0	1.349	1.76	0.067	2.035	6.339	0.166	0.422	0.468	2.88	0.496
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-218	species	218	2501		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.079	0.0	0.0	0.0	0.0	1.463	1.543	0.0	2.106	0.0	2.445	0.0	0.0	0.266	0.0	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	1.311	0.613	0.0	0.0	0.012	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.977	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.223	0.0	0.0	1.514	0.0	0.0	0.0	0.0	0.0	0.0	0.015	9.148	0.0	0.0	0.0	0.14	0.0	0.0	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.633	0.0	0.0	0.213	0.0	0.0	14.185	0.0	0.151	0.0	0.0	0.0	4.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.282	0.0	1.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.599	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-223	species	223	2506		0.018	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.016	0.013	0.0	0.201	0.0	0.028	0.0	0.0	0.031	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.114	0.0	0.0	0.0	0.015	0.01	0.0	0.019	0.0	0.0	0.004	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.011	0.009	0.0	0.0	0.027	0.0	0.101	0.014	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.028	0.0	0.0	0.0	0.015
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-392	species	392	2665		0.0	0.012	0.0	0.044	0.025	0.0	0.087	0.036	0.0	0.03	0.045	0.016	0.0	0.0	0.0	0.0	0.704	0.027	0.0	0.04	0.0	0.07	0.0	0.03	0.203	0.265	0.012	0.0	0.0	0.0	0.013	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.017	0.0	0.078	0.43	0.0	0.098	0.029	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.015	0.0	0.0	0.012	0.02	0.081	0.0	0.0	0.041	0.03	0.0	0.273	0.0	0.029	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.037	0.007	0.008	0.024	0.0	0.0	0.0	0.008	0.0	0.0	0.014	0.0	0.058	0.0	0.0	0.017	0.0	0.033	0.043	0.02	0.0	0.0	0.021	0.0	0.028	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.065	0.0	0.0	0.031	0.0	0.014	0.0	0.0	0.0	0.009	0.069	0.0	0.009	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-417	species	417	2678	Reads equidistant to HMT-222 and HMT-417 were assigned to each taxon in proportion to the abundance of HMT-222 and HMT-417 individually at this body site (PTO).	0.09	0.633	0.591	0.0	0.0	0.08	0.014	1.415	9.709	0.089	0.406	0.573	0.032	6.984	2.841	0.32	0.595	9.11	4.879	10.796	0.945	1.023	0.94	0.346	0.125	0.0	0.577	0.502	2.282	4.961	0.006	0.607	0.291	4.347	0.031	0.219	0.533	11.558	0.608	5.944	0.937	0.549	0.445	0.203	5.09	5.808	7.902	0.059	0.097	0.476	0.396	1.218	1.424	13.854	2.697	0.28	16.273	0.0	3.419	0.0	0.022	2.834	0.203	0.595	3.972	0.048	0.0	4.78	2.449	1.806	1.062	0.114	0.119	1.611	0.011	5.229	0.031	0.008	3.492	0.629	0.363	7.973	7.599	3.206	5.191	0.033	0.881	0.0	0.0	1.184	1.151	2.358	0.937	0.217	2.197	0.373	0.634	0.055	4.142	3.462	0.0	2.591	0.301	0.0	0.316	1.663	0.793	3.111	0.043	5.328	1.956	6.13	0.253	1.703	0.091	0.035	17.812	2.406	0.017	0.39	10.951	4.275	3.426	0.0	0.491	0.715	0.315	0.042	0.0	2.635	2.104	0.481	0.12	6.367	0.098	0.738	0.023	0.359	4.973	1.095	13.797	0.189	0.0	14.856	1.425	0.289	3.24	4.658	2.33	0.015
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;wadei	species	222	2505	Reads equidistant to HMT-222 and HMT-417 were assigned to each taxon in proportion to the abundance of HMT-222 and HMT-417 individually at this body site (PTO).	0.0	0.025	0.0	0.062	0.0	0.016	0.014	0.0	0.01	0.0	0.0	0.001	0.0	0.034	0.017	0.0	0.0	0.054	0.005	0.014	0.043	0.044	0.015	0.0	0.0	0.036	0.0	0.0	0.003	0.005	0.0	0.002	0.002	0.004	0.0	0.001	0.0	0.254	0.0	0.002	0.019	0.017	0.223	0.021	0.034	0.101	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.009	0.0	0.001	0.019	0.0	0.003	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.201	0.384	0.013	0.028	0.057	0.0	0.0	0.003	0.032	0.015	0.0	0.0	0.0	0.0	0.002	0.01	0.001	0.0	0.0	0.002	0.0	0.0	0.009	0.0	0.007	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.0	0.083	0.0	0.037	0.007	0.001	0.0	0.013	0.0	0.632	0.0	0.02	0.034	0.014	0.0	0.0	0.009	0.002	0.0	0.0	0.044	0.017	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.49	0.0	0.0	0.0	0.033	0.0	0.0	0.817	0.0	0.0	0.05	0.116	0.043	0.021	0.0	0.002	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-221	species	221	2504		0.036	0.0	0.0	0.132	0.0	0.016	0.029	1.185	5.635	0.726	0.924	0.574	0.136	3.501	0.118	1.011	0.971	0.972	2.066	0.0	1.217	0.14	0.0	0.069	0.234	0.0	0.0	0.215	1.904	0.828	0.0	2.212	0.0	0.085	0.0	0.0	0.133	4.199	0.752	6.636	0.037	0.0	0.0	0.073	0.0	0.0	0.074	0.0	0.01	0.953	0.164	0.965	0.381	1.434	0.0	0.234	0.0	0.0	0.327	0.0	0.0	0.0	0.529	4.272	2.168	0.167	1.1	0.262	1.801	0.013	6.693	0.029	1.515	0.0	0.013	1.774	0.046	0.0	0.0	2.664	0.013	3.406	0.009	0.303	0.0	0.603	0.021	0.0	0.0	0.52	0.096	0.0	0.0	0.318	1.379	0.0	0.968	0.109	0.642	0.44	0.089	3.324	0.0	0.037	0.19	0.908	0.464	0.0	0.0	0.63	0.041	3.279	0.051	0.522	0.0	0.138	0.222	0.811	0.0	0.585	0.0	2.668	1.55	0.0	0.0	0.084	0.453	0.0	0.0	0.032	0.064	0.041	0.032	0.0	0.479	0.065	0.0	0.384	2.49	0.219	0.0	0.461	0.0	0.0	1.054	0.483	0.687	1.122	0.0	0.062
