Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014973-TDO	S700015265-TDO	S700015641-TDO	S700015999-TDO	S700016063-TDO	S700016154-TDO	S700016319-TDO	S700016360-TDO	S700016576-TDO	S700016628-TDO	S700021687-TDO	S700021697-TDO	S700021860-TDO	S700023080-TDO	S700023214-TDO	S700023247-TDO	S700023305-TDO	S700023404-TDO	S700023461-TDO	S700023515-TDO	S700023562-TDO	S700023676-TDO	S700023772-TDO	S700023829-TDO	S700023886-TDO	S700023952-TDO	S700024009-TDO	S700024050-TDO	S700024169-TDO	S700024215-TDO	S700024276-TDO	S700024324-TDO	S700024363-TDO	S700024417-TDO	S700024476-TDO	S700024525-TDO	S700024572-TDO	S700024621-TDO	S700024657-TDO	S700024717-TDO	S700024774-TDO	S700024811-TDO	S700024888-TDO	S700024932-TDO	S700024982-TDO	S700033164-TDO	S700033455-TDO	S700033761-TDO	S700037058-TDO	S700037206-TDO	S700037454-TDO	S700037566-TDO	S700037582-TDO	S700037718-TDO	S700038037-TDO	S700038233-TDO	S700038370-TDO	S700038456-TDO	S700038504-TDO	S700038552-TDO	S700038600-TDO	S700038708-TDO	S700038767-TDO	S700038984-TDO	S700095384-TDO	S700095441-TDO	S700097265-TDO	S700097325-TDO	S700097662-TDO	S700098301-TDO	S700098393-TDO	S700099033-TDO	S700099093-TDO	S700099621-TDO	S700099777-TDO	S700100261-TDO	S700101669-TDO	S700102273-TDO	S700102619-TDO	S700102936-TDO	S700103247-TDO	S700103311-TDO	S700103452-TDO	S700103521-TDO	S700103627-TDO	S700103678-TDO	S700105017-TDO	S700105071-TDO	S700105130-TDO	S700105187-TDO	S700105244-TDO	S700105290-TDO	S700105340-TDO	S700105378-TDO	S700105423-TDO	S700105498-TDO	S700105596-TDO	S700105652-TDO	S700105691-TDO	S700105745-TDO	S700105812-TDO	S700105862-TDO	S700105910-TDO	S700105942-TDO	S700106024-TDO	S700106099-TDO	S700106366-TDO	S700106418-TDO	S700106526-TDO	S700106585-TDO	S700106621-TDO	S700106669-TDO	S700106843-TDO	S700106882-TDO	S700106952-TDO	S700108989-TDO	S700113041-TDO	S700113077-TDO	S700113124-TDO	S700113509-TDO	S700113584-TDO	S700113622-TDO	S700113680-TDO	S700113824-TDO	S700113938-TDO	S700114023-TDO	S700114072-TDO	S700114133-TDO	S700114195-TDO	S700114252-TDO	S700114309-TDO	S700114357-TDO	S700114523-TDO	S700114564-TDO	S700114621-TDO	S700114685-TDO	S700114733-TDO	S700114783-TDO	S700114840-TDO	S700114888-TDO	S700114945-TDO	S700114993-TDO	S700116223-TDO	S700116310-TDO	S700116364-TDO	S700116574-TDO	S700116625-TDO	S700116784-TDO	S700116844-TDO	S700117006-TDO	S700117666-TDO	S700117723-TDO	S700117834-TDO	S700117960-TDO	S700117998-TDO
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	2445		0.0	0.014	0.005	0.0	0.03	0.022	0.017	0.033	0.194	0.016	0.016	0.0	0.005	0.0	0.015	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.016	0.012	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.013	0.046	0.0	0.0	0.103	0.012	0.023	0.046	0.012	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.014	0.052	0.0	0.007	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.008	0.382	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.01	0.069	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	158	2443	Reads equidistant to HMT-158 and HMT-160 were assigned to each taxon in proportion to the abundance of HMT-158 and HMT-160 individually at this body site (TDO).	0.957	3.037	6.712	3.705	5.164	0.548	0.157	6.304	0.982	7.52	8.892	3.924	1.095	2.905	0.655	4.737	5.751	0.036	0.096	0.205	8.52	0.283	0.026	1.866	0.29	0.059	6.015	0.0	9.279	0.605	4.78	3.956	0.365	7.249	11.983	0.251	0.089	0.0	4.259	13.632	0.131	0.092	5.492	0.04	0.374	3.434	4.525	6.719	0.0	1.208	0.985	5.106	4.578	0.471	7.929	5.172	0.236	0.351	5.155	0.008	1.049	3.124	0.328	0.322	0.077	6.193	2.343	5.245	0.088	3.247	2.436	1.033	0.13	1.595	1.556	2.227	1.187	6.664	0.587	0.317	0.378	0.129	5.401	2.041	0.0	1.399	13.153	0.251	0.273	0.131	8.338	0.262	8.57	3.724	1.735	1.682	1.132	2.856	4.165	13.193	0.122	4.762	1.586	1.449	3.893	0.987	3.449	0.03	7.117	0.677	3.908	12.801	0.677	0.502	0.53	1.568	2.424	0.175	0.016	0.128	2.236	0.603	0.074	0.151	5.419	4.298	0.203	7.357	1.955	0.0	0.486	1.516	0.41	0.625	0.252	5.16	9.566	6.23	0.073	1.321	0.604	2.231	0.369	2.037	0.364	0.968	9.412	0.277	12.528	0.402	0.07	0.068	0.005	1.819	1.771
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-917	species	917	3063		0.0	0.0	0.0	0.0	0.03	0.0	0.876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.039	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.0	0.0	3.389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.276	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	420	2681		0.037	0.0	0.417	0.0	0.046	0.011	0.017	0.05	0.052	0.032	0.016	0.15	0.015	0.013	0.06	0.041	0.022	0.0	0.014	0.0	0.0	0.0	0.0	0.037	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.027	0.0	0.0	0.0	0.011	0.008	0.012	0.017	0.0	0.013	0.03	0.023	0.033	0.036	0.0	0.0	0.024	0.012	0.0	0.0	0.024	0.015	0.03	0.0	0.005	0.0	0.028	0.064	0.016	0.0	0.0	0.026	0.15	0.0	0.025	0.053	0.04	0.091	0.124	0.065	0.0	0.103	0.072	0.0	0.012	0.0	0.016	0.0	0.012	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.007	0.019	0.0	0.0	0.015	0.058	0.0	0.029	0.0	0.0	0.0	0.039	0.034	0.016	0.0	0.015	0.0	0.052	0.049	0.082	0.022	0.02	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.029	0.025	0.017	0.016	0.018	0.0	0.055	0.029	0.011	0.0	0.008	0.0	0.0	0.039	0.037	0.066	0.012	0.008	0.0	0.015	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.016	0.0	0.038	0.0	0.01
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;polymorphum	species	202	2485		0.915	0.103	0.123	0.0	0.107	0.045	0.135	0.24	0.194	0.284	0.016	0.045	0.03	22.987	0.164	0.069	0.022	0.016	0.014	0.012	0.226	0.023	0.0	0.037	0.126	0.0	0.028	0.044	0.012	0.066	0.013	0.0	0.341	0.027	0.042	0.005	0.093	0.0	0.04	0.049	0.0	0.0	0.0	0.04	0.0	0.066	0.089	0.061	0.0	0.098	0.012	0.08	0.077	0.024	0.057	0.122	0.018	0.033	0.0	0.0	0.254	0.944	0.029	0.013	0.0	0.107	0.114	0.0	0.027	0.04	0.039	0.015	0.043	0.05	0.216	0.072	0.0	0.046	0.035	0.032	0.028	0.025	0.376	0.146	0.045	0.119	0.033	0.251	0.016	0.094	0.029	0.0	0.023	0.042	0.134	0.019	0.0	0.193	0.058	0.029	0.029	0.03	0.014	0.015	0.026	0.309	0.04	0.0	0.045	0.0	0.0	0.041	0.171	0.088	0.031	0.0	0.022	0.0	0.013	0.0	0.055	0.0	0.042	0.143	0.075	0.295	0.054	0.09	0.037	0.082	0.076	0.032	0.015	0.025	0.0	0.127	0.078	0.786	0.057	0.035	0.367	0.06	0.007	0.067	0.014	0.055	0.017	0.097	0.043	0.05	0.065	0.096	0.223	0.116	0.01
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;vincentii	species	200	2483		0.044	0.0	0.265	0.0	0.076	0.0	0.076	0.165	0.375	0.016	0.0	0.067	0.03	0.0	0.446	0.0	0.006	0.016	0.0	0.0	0.0	0.011	0.013	0.025	0.014	0.0	0.0	0.0	0.036	0.033	0.0	0.015	0.073	0.014	0.0	0.0	0.008	0.0	0.016	0.0	0.0	0.0	0.0	0.01	0.0	0.016	0.006	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.015	0.018	0.014	0.0	0.014	0.0	0.0	0.0	0.027	0.0	0.043	0.0	0.025	0.053	0.298	0.013	0.108	0.043	0.0	0.33	0.012	0.0	0.0	0.024	0.016	0.0	0.0	0.0	0.0	0.007	0.014	0.0	0.0	0.064	0.016	0.0	0.015	0.0	0.021	0.038	0.058	0.0	0.0	0.023	0.0	0.029	0.0	0.014	0.0	0.0	0.0	0.016	0.0	0.03	0.0	0.0	0.0	0.014	0.007	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.038	0.0	0.008	0.0	0.0	0.0	0.004	0.0	0.0	0.017	0.0	0.0	0.026	0.0	0.057	0.347	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.016	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	2484		12.26	5.26	5.362	0.179	0.335	1.009	0.943	5.053	1.162	13.72	2.684	14.009	3.505	0.017	7.573	11.093	8.458	0.062	1.645	0.358	13.556	5.345	0.144	10.157	3.392	0.0	6.054	0.218	10.402	0.033	6.785	11.517	7.997	7.371	16.217	0.25	4.747	0.971	6.279	4.376	0.361	1.062	2.746	3.297	6.743	9.966	25.353	15.289	1.173	5.177	2.582	22.917	18.737	1.623	6.7	9.287	0.422	0.595	13.143	3.169	9.097	11.819	0.75	1.077	0.0	9.71	17.566	7.204	0.107	1.054	1.785	1.253	0.043	5.513	0.786	3.502	0.999	2.183	2.802	1.393	2.107	0.787	16.912	4.646	5.32	5.517	3.708	10.637	0.787	4.624	10.004	1.779	3.678	13.032	8.072	0.618	0.218	11.275	3.213	6.818	1.903	4.802	3.014	0.566	4.029	8.9	2.469	0.297	13.457	0.085	0.384	12.985	11.034	4.93	0.684	0.237	3.849	0.687	0.503	0.014	10.635	0.535	0.7	0.228	7.929	13.079	3.114	7.215	1.378	0.11	8.935	7.202	6.058	8.343	5.173	5.41	4.975	13.886	0.452	1.065	3.942	4.666	0.0	12.999	0.318	2.877	5.092	0.598	6.41	8.556	0.292	3.973	0.299	1.424	4.255
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-248	species	248	2530		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.658	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-212	species	212	2495		0.062	0.007	0.022	0.0	0.03	0.0	0.051	0.041	0.013	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.016	0.034	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.012	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.016	0.006	0.0	0.0	0.024	0.0	0.024	0.0	0.036	0.021	0.03	0.0	0.005	0.0	0.0	0.032	0.045	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.02	0.0	0.0	0.043	0.05	0.034	0.036	0.0	0.012	0.035	0.016	0.0	0.012	0.102	0.018	0.0	0.021	0.0	0.028	0.0	0.016	0.0	0.0	0.005	0.0	0.029	0.0	0.0	0.054	0.023	0.007	0.044	0.02	0.0	0.015	0.0	0.034	0.016	0.0	0.03	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.014	0.0	0.0	0.029	0.0	0.087	0.008	0.0	0.0	0.0	0.004	0.011	0.0	0.0	0.0	0.034	0.0	0.0	0.025	0.0	0.0	0.006	0.0	0.01	0.0	0.0	0.0	0.07	0.0	0.01	0.049	0.0	0.0	0.017	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-215	species	215	2498		4.033	0.096	0.241	0.015	0.03	0.011	0.135	0.331	0.039	0.284	0.0	0.703	0.795	10.512	1.547	0.358	0.324	0.047	0.0	0.012	1.096	0.191	0.131	2.029	0.447	0.0	4.754	0.044	0.083	0.0	0.971	0.278	0.049	0.891	1.076	0.027	1.723	0.124	0.33	0.27	0.0	0.172	0.192	1.608	0.94	2.2	0.866	1.184	0.587	0.684	0.857	0.536	0.851	0.17	0.521	3.136	0.33	0.13	3.396	0.611	0.732	4.853	0.0	0.013	0.0	1.74	0.559	0.294	0.027	0.139	0.957	0.263	0.0	3.352	0.023	0.3	0.116	0.046	0.13	1.361	0.014	0.2	5.62	1.605	0.704	1.792	1.069	0.14	0.032	0.266	0.407	0.328	1.13	1.03	2.993	0.232	0.0	2.394	2.586	0.474	0.044	1.251	0.185	0.0	1.976	0.124	0.178	0.059	0.677	0.057	0.044	1.683	1.12	0.933	0.0	0.026	0.708	0.016	0.365	0.0	0.164	0.14	0.042	0.014	4.499	1.891	0.194	1.306	0.05	0.0	2.184	0.719	0.031	5.283	1.417	0.617	0.901	1.36	0.066	0.046	0.559	1.025	0.0	3.221	0.0	1.372	0.335	0.028	1.942	2.199	0.016	0.318	0.038	0.017	0.048
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-218	species	218	2501		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.636	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.356	0.0	0.458	0.0	0.102	0.0	0.0	0.361	0.0	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.981	0.0	1.462	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.809	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.044	8.183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.744	0.0	0.041	0.0	0.292	0.0	0.0	8.108	0.0	0.0	0.0	0.0	0.0	9.707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.058	0.0	0.0	0.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-223	species	223	2506		0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.01	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.05	0.0	0.016	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-417	species	417	2678	Because HMT-222 is not present individually, all equidistant reads were assigned to HMT-417 at this body site (TDO).	2.539	0.062	0.145	0.03	0.091	0.146	0.152	0.0	0.349	0.0	0.0	0.748	3.445	0.017	2.172	1.142	0.028	1.543	8.798	3.566	0.032	0.113	7.034	1.5	5.96	6.343	2.209	0.015	0.095	0.055	0.227	0.029	0.414	2.493	0.0	1.902	6.343	0.869	0.081	0.0	1.101	7.073	0.064	5.461	1.491	4.006	0.7	2.929	3.666	3.834	0.023	0.288	0.928	4.083	2.426	1.157	0.55	21.355	1.381	0.981	21.135	0.0	0.0	0.202	0.026	0.301	0.025	0.123	0.267	0.02	0.0	1.253	0.087	4.892	3.247	0.0	3.462	0.0	0.071	0.475	0.021	1.7	0.068	0.645	0.607	0.497	0.284	0.279	0.112	0.016	0.019	1.575	0.07	0.12	2.104	0.27	0.058	3.043	9.313	0.474	0.0	0.94	0.014	0.0	3.435	3.345	0.0	0.0	0.511	8.643	1.24	0.122	2.125	0.226	0.102	0.053	2.057	0.047	0.314	0.043	0.014	17.505	6.668	0.029	1.91	4.666	4.023	0.603	0.0	2.003	3.218	0.301	0.015	4.708	1.318	0.127	0.026	2.283	0.189	0.081	0.023	3.159	0.558	2.16	1.302	1.76	0.0	0.0	0.475	4.358	1.949	0.916	0.054	0.017	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-221	species	221	2504		0.0	0.103	0.0	0.0	0.0	0.0	4.925	0.008	0.168	0.0	0.033	2.378	7.171	0.0	0.015	1.817	0.307	0.296	1.042	2.946	0.145	0.371	1.273	0.307	0.0	4.974	0.294	0.0	0.154	0.0	0.0	0.0	1.022	2.247	0.0	2.936	0.0	0.124	0.0	0.0	0.155	12.084	0.051	7.059	0.206	0.0	0.279	0.02	0.0	0.024	0.0	0.112	0.86	3.114	0.614	0.396	0.293	4.198	0.0	1.719	0.0	0.0	5.032	0.04	0.0	0.043	0.102	0.417	0.053	0.0	1.035	0.882	0.0	12.143	0.228	0.096	0.07	0.0	0.189	0.032	0.021	0.0	0.444	0.0	0.0	0.035	0.0	2.345	0.0	0.0	0.039	1.203	0.0	0.0	0.0	0.0	0.0	1.251	7.771	0.0	0.087	1.891	0.043	0.0	0.465	1.408	0.0	0.134	0.0	0.707	0.273	0.642	0.0	0.0	0.031	0.0	3.02	0.0	1.622	0.0	0.0	0.0	2.157	0.057	2.011	0.0	4.901	0.234	0.0	0.0	1.004	0.644	0.0	0.44	0.049	0.007	0.0	0.012	0.452	0.035	0.0	0.458	1.644	0.717	1.751	0.0	0.034	0.0	0.0	4.845	0.357	2.102	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	022	2313		0.0	0.007	0.308	0.0	0.0	0.0	0.008	0.025	0.065	0.095	0.0	0.0	0.005	0.022	0.015	0.11	0.117	0.031	0.0	0.0	0.081	0.011	0.013	0.0	0.07	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.008	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.115	0.012	0.0	0.018	0.0	0.282	0.008	0.0	0.0	0.041	0.0	0.0	0.014	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.038	0.049	0.0	0.139	0.0	0.015	0.022	0.0	0.0	0.384	0.023	0.012	0.071	0.095	0.0	0.025	0.051	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.039	0.0	0.008	0.0	0.0	0.0	0.04	0.0	0.179	0.0	0.0	0.024	0.045	0.0	0.0	0.0	0.008	0.02	0.007	0.02	0.0	0.0	0.0	0.0	0.014	0.027	0.0	0.042	0.014	0.0	0.0	0.008	0.018	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.078	0.0	0.0	0.093	0.0	0.0	0.0	0.01	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.046	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;sp. HMT-406	species	406	2671		0.0	0.014	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577	2792		0.006	0.0	0.002	0.0	0.015	0.0	0.0	0.017	0.026	0.0	0.0	0.0	0.0	0.186	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.288	0.538	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.031	0.0	0.0	0.012	0.376	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.116	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.015	0.571	0.0	0.0	0.049	0.0	0.007	0.01	0.026	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.009	0.0	0.0	0.084	0.0	0.0	0.034	0.0	0.141	0.052	0.05	0.0	0.0	0.237	0.012	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.0	0.0	0.056	0.0	0.0	0.011	0.025	0.058	0.026	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.032	0.0	0.0	0.016	0.0	0.01	0.0	0.016	0.006	0.0	0.0	0.073	0.012	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.027	0.099	0.0	0.0	0.022	0.0	0.08	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.084	0.0	0.016	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.007	0.0	0.0	0.0	0.014	0.0	0.0	0.007	0.0	0.0	0.026	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.008	0.0	0.007	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.092	0.017	0.0
