Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_479	species	479	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.064	0.001	0.0	0.005	0.005	14.286	0.002	0.0	0.002	0.01	10.39	0.005	0.0	0.005	0.031	14.286	0.005	0.0	0.014	0.012	25.974	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.155	0.158	61.039	0.038	0.0	0.066	0.1	45.455	0.027	0.0	0.038	0.105	40.26	0.0	0.0	0.0	0.001	3.896	0.008	0.0	0.006	0.05	11.688
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_481	species	481	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.064	0.001	0.0	0.005	0.005	14.286	0.002	0.0	0.002	0.01	10.39	0.005	0.0	0.005	0.031	14.286	0.005	0.0	0.014	0.012	25.974	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.155	0.158	61.039	0.038	0.0	0.066	0.1	45.455	0.027	0.0	0.038	0.105	40.26	0.0	0.0	0.0	0.001	3.896	0.008	0.0	0.006	0.05	11.688
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;saburreum	species	494	reads equally close to L. orale, L. saburreum, and L. umeanse were assigned one third to each taxon; 	0.164	0.022	0.0	0.067	0.037	48.052	0.027	0.0	0.084	0.056	45.455	0.012	0.0	0.008	0.063	12.987	0.062	0.0	0.153	0.103	63.636	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.411	0.2	44.156	0.115	0.0	0.354	0.278	51.948	0.029	0.0	0.086	0.046	48.052	0.074	0.0	0.203	0.159	66.234	0.164	0.0	0.447	0.394	63.636
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_498	species	498		0.613	0.01	0.0	0.0	0.043	7.792	0.064	0.0	0.141	0.224	19.481	0.002	0.0	0.0	0.008	5.195	0.408	0.0	0.635	1.836	23.377	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.021	5.195	0.002	0.0	0.0	0.014	2.597	0.081	0.0	0.008	0.345	10.39	0.198	0.0	0.265	0.927	19.481	0.613	0.0	1.493	2.321	23.377
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-5];bacterium_HMT_511	species	511		0.409	0.016	0.0	0.006	0.063	10.39	0.002	0.0	0.0	0.009	5.195	0.0	0.0	0.0	0.003	1.299	0.026	0.0	0.056	0.103	12.987	0.0	0.0	0.0	0.0	0.0	0.409	0.0	0.253	2.164	14.286	0.088	0.0	0.0	0.492	9.091	0.021	0.0	0.019	0.083	11.688	0.001	0.0	0.0	0.008	3.896	0.002	0.0	0.0	0.009	6.494
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;sp._HMT_521	species	521		0.211	0.003	0.0	0.0	0.018	5.195	0.005	0.0	0.0	0.024	3.896	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.022	1.087	12.987	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.334	1.299	0.001	0.0	0.0	0.006	1.299	0.011	0.0	0.0	0.049	9.091	0.017	0.0	0.0	0.105	6.494	0.177	0.0	0.0	1.118	9.091
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;atypica	species	524		3.194	0.276	0.0	0.783	0.518	74.026	1.094	0.023	3.069	1.221	90.909	0.089	0.0	0.223	0.193	46.753	2.504	0.091	6.604	3.016	94.805	0.005	0.0	0.014	0.016	14.286	0.016	0.0	0.046	0.058	19.481	0.006	0.0	0.019	0.016	15.584	3.194	0.048	7.351	3.157	90.909	1.761	0.013	4.275	2.035	89.61	3.181	0.064	6.81	3.039	93.506
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;acnes	species	530		0.203	0.03	0.0	0.058	0.122	35.065	0.038	0.0	0.121	0.06	42.857	0.01	0.0	0.032	0.03	23.377	0.022	0.0	0.042	0.075	25.974	0.002	0.0	0.0	0.012	5.195	0.015	0.0	0.048	0.035	28.571	0.008	0.0	0.012	0.036	12.987	0.203	0.0	0.314	0.809	46.753	0.007	0.0	0.018	0.024	12.987	0.041	0.0	0.141	0.092	35.065
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;adiacens	species	534		2.784	0.614	0.08	1.444	0.833	98.701	1.684	0.495	3.696	1.368	100.0	0.215	0.0	0.549	0.377	80.519	1.317	0.2	2.789	1.087	100.0	0.003	0.0	0.0	0.013	6.494	0.551	0.091	1.161	0.757	92.208	0.545	0.042	1.305	0.511	98.701	1.293	0.158	2.322	1.159	93.506	2.784	0.765	5.294	1.88	100.0	1.516	0.236	3.344	1.231	97.403
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-9];[Eubacterium]_brachy	species	557		0.125	0.012	0.0	0.026	0.043	22.078	0.006	0.0	0.022	0.016	19.481	0.005	0.0	0.0	0.036	3.896	0.125	0.0	0.291	0.509	35.065	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.427	0.188	49.351	0.02	0.0	0.056	0.044	31.169	0.004	0.0	0.017	0.014	11.688	0.0	0.0	0.0	0.003	2.597	0.058	0.0	0.051	0.366	23.377
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;buccalis	species	563	reads equally close to L. buccalis and L. sp. HMT 225 were assigned half to each taxon; 	0.639	0.038	0.0	0.095	0.102	49.351	0.015	0.0	0.047	0.038	28.571	0.026	0.0	0.023	0.153	24.675	0.017	0.0	0.049	0.036	42.857	0.0	0.0	0.0	0.0	0.0	0.34	0.0	1.132	0.61	59.74	0.639	0.0	2.236	1.052	61.039	0.027	0.0	0.071	0.063	31.169	0.005	0.0	0.017	0.009	25.974	0.023	0.0	0.036	0.091	37.662
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.722	0.112	0.0	0.239	0.367	55.844	0.353	0.0	0.792	0.908	77.922	0.014	0.0	0.015	0.057	23.377	0.63	0.0	1.782	1.097	85.714	0.0	0.0	0.0	0.001	2.597	0.045	0.0	0.223	0.098	37.662	0.054	0.0	0.125	0.151	28.571	0.536	0.0	1.529	1.076	75.325	0.594	0.0	2.104	1.127	72.727	0.722	0.0	1.736	1.273	81.818
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;concisus	species	575		6.292	0.414	0.0	1.222	0.548	85.714	0.963	0.177	2.031	0.902	98.701	1.194	0.0	2.652	3.664	66.234	2.996	0.419	6.616	3.135	100.0	0.001	0.0	0.0	0.006	3.896	0.386	0.0	1.076	0.495	84.416	0.531	0.0	1.448	1.082	81.818	6.292	0.98	12.76	5.233	97.403	2.938	0.356	6.294	2.737	98.701	3.296	0.327	7.97	3.172	98.701
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577		0.436	0.046	0.0	0.099	0.104	51.948	0.023	0.0	0.05	0.059	38.961	0.018	0.0	0.054	0.044	29.87	0.087	0.0	0.223	0.305	40.26	0.0	0.0	0.0	0.0	0.0	0.436	0.023	1.06	0.463	92.208	0.363	0.029	0.86	0.362	92.208	0.028	0.0	0.074	0.046	51.948	0.024	0.0	0.052	0.073	25.974	0.075	0.0	0.106	0.29	28.571
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade_578	species	578	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582		0.186	0.027	0.0	0.055	0.109	16.883	0.006	0.0	0.022	0.018	12.987	0.004	0.0	0.002	0.015	10.39	0.003	0.0	0.0	0.012	6.494	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.235	0.651	31.169	0.13	0.0	0.436	0.318	40.26	0.024	0.0	0.045	0.09	15.584	0.003	0.0	0.0	0.013	9.091	0.002	0.0	0.0	0.008	6.494
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;denticola	species	584		0.304	0.003	0.0	0.0	0.016	7.792	0.001	0.0	0.0	0.007	5.195	0.0	0.0	0.0	0.002	1.299	0.184	0.0	0.09	0.966	29.87	0.0	0.0	0.0	0.0	0.0	0.304	0.0	0.606	1.041	27.273	0.05	0.0	0.041	0.192	14.286	0.038	0.0	0.052	0.163	25.974	0.001	0.0	0.0	0.007	1.299	0.029	0.0	0.0	0.158	9.091
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;dentocariosa	species	587	reads equally close to R. aeria and R. dentocariosa were assigned half to each taxon; 	4.889	0.794	0.049	1.789	1.965	97.403	0.194	0.012	0.528	0.374	93.506	0.131	0.0	0.285	0.362	63.636	0.061	0.0	0.126	0.172	59.74	0.001	0.0	0.0	0.003	5.195	3.671	0.299	8.169	4.098	96.104	4.889	0.556	11.719	4.665	97.403	0.415	0.0	1.089	0.621	88.312	0.018	0.0	0.049	0.034	49.351	0.14	0.0	0.125	0.835	59.74
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;diversum	species	593	reads equally close to M. diversum, M. neglectum, and M. vescum were assigned one third to each taxon; 	0.092	0.011	0.0	0.036	0.018	48.052	0.068	0.0	0.168	0.091	84.416	0.002	0.0	0.002	0.006	10.39	0.082	0.0	0.203	0.117	81.818	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.036	0.035	32.468	0.004	0.0	0.01	0.012	19.481	0.059	0.0	0.185	0.079	74.026	0.091	0.0	0.257	0.103	84.416	0.092	0.0	0.196	0.097	84.416
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595		2.843	0.086	0.0	0.233	0.139	72.727	0.126	0.0	0.35	0.22	72.727	0.029	0.0	0.087	0.067	37.662	0.017	0.0	0.057	0.036	28.571	0.0	0.0	0.0	0.0	0.0	2.025	0.029	4.705	2.567	90.909	2.843	0.148	6.582	2.928	93.506	0.134	0.0	0.364	0.264	59.74	0.008	0.0	0.021	0.027	22.078	0.126	0.0	0.093	0.851	37.662
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596		3.156	1.104	0.0	3.566	1.782	76.623	1.005	0.0	3.974	1.657	72.727	3.156	0.0	9.281	4.167	77.922	0.261	0.0	0.403	0.797	53.247	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.218	0.341	41.558	0.079	0.0	0.162	0.294	37.662	0.246	0.0	0.846	0.409	54.545	0.024	0.0	0.059	0.066	31.169	0.256	0.0	0.714	0.691	45.455
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598		1.674	0.097	0.0	0.142	0.3	55.844	0.1	0.0	0.213	0.354	49.351	0.017	0.0	0.056	0.039	31.169	0.022	0.0	0.063	0.061	31.169	0.0	0.0	0.0	0.0	0.0	1.352	0.0	4.057	2.361	81.818	1.674	0.0	4.125	2.185	87.013	0.201	0.0	0.66	0.309	70.13	0.019	0.0	0.082	0.047	27.273	0.072	0.0	0.066	0.46	31.169
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flava	species	609	reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one fourth to each taxon; 	0.793	0.291	0.0	0.776	0.794	79.221	0.135	0.0	0.216	0.51	72.727	0.123	0.0	0.204	0.364	54.545	0.034	0.0	0.048	0.123	46.753	0.001	0.0	0.0	0.003	3.896	0.615	0.0	1.704	1.207	80.519	0.793	0.0	2.061	1.311	83.117	0.195	0.0	0.354	0.421	72.727	0.01	0.0	0.027	0.022	40.26	0.045	0.0	0.107	0.106	48.052
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	610		2.879	0.554	0.0	1.811	1.042	66.234	1.278	0.0	3.992	2.176	71.429	0.14	0.0	0.319	0.467	42.857	2.187	0.0	6.517	4.521	67.532	0.0	0.0	0.0	0.003	2.597	0.206	0.0	0.348	0.754	42.857	0.23	0.0	0.402	0.968	40.26	1.403	0.0	4.563	2.74	68.831	2.879	0.0	9.286	6.186	72.727	2.31	0.0	10.988	4.821	66.234
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	618		0.235	0.003	0.0	0.0	0.013	7.792	0.006	0.0	0.0	0.034	6.494	0.011	0.0	0.0	0.091	2.597	0.001	0.0	0.0	0.004	3.896	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.658	0.533	59.74	0.135	0.0	0.254	0.383	61.039	0.009	0.0	0.0	0.068	9.091	0.0	0.0	0.0	0.004	1.299	0.003	0.0	0.0	0.017	5.195
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	619		0.236	0.001	0.0	0.0	0.007	2.597	0.0	0.0	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.351	3.896	0.0	0.0	0.0	0.0	0.0	0.236	0.0	0.0	1.499	3.896	0.026	0.0	0.0	0.144	5.195	0.014	0.0	0.0	0.094	5.195	0.0	0.0	0.0	0.004	1.299	0.004	0.0	0.0	0.026	3.896
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	622		0.881	0.614	0.0	1.776	0.955	87.013	0.103	0.0	0.251	0.229	63.636	0.277	0.0	0.513	0.838	54.545	0.038	0.0	0.098	0.089	38.961	0.0	0.0	0.0	0.0	0.0	0.724	0.0	2.096	1.286	83.117	0.881	0.0	3.026	1.452	83.117	0.081	0.0	0.22	0.154	46.753	0.01	0.0	0.036	0.032	20.779	0.048	0.0	0.073	0.146	44.156
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	623		1.057	0.027	0.0	0.057	0.072	36.364	0.003	0.0	0.014	0.009	16.883	0.026	0.0	0.027	0.128	20.779	0.053	0.0	0.057	0.205	25.974	0.0	0.0	0.0	0.001	1.299	1.057	0.006	2.521	1.141	89.61	0.441	0.0	1.306	0.693	80.519	0.05	0.0	0.155	0.075	53.247	0.001	0.0	0.0	0.005	3.896	0.024	0.0	0.028	0.138	16.883
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;haemolysans	species	626		7.801	7.801	1.063	16.358	6.337	100.0	3.735	0.573	9.698	4.608	98.701	5.766	0.561	11.552	4.94	100.0	1.788	0.046	5.556	3.006	93.506	0.003	0.0	0.0	0.011	7.792	0.558	0.0	0.915	1.771	74.026	0.389	0.0	0.741	1.032	79.221	0.465	0.0	0.991	0.597	85.714	0.163	0.0	0.416	0.237	79.221	1.708	0.073	6.0	2.586	96.104
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	633		0.166	0.006	0.0	0.02	0.018	16.883	0.005	0.0	0.013	0.023	15.584	0.01	0.0	0.0	0.075	6.494	0.002	0.0	0.0	0.012	3.896	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.393	0.221	70.13	0.166	0.0	0.481	0.247	75.325	0.006	0.0	0.018	0.02	14.286	0.0	0.0	0.0	0.004	1.299	0.002	0.0	0.0	0.015	3.896
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_638	species	638	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	0.819	0.597	0.072	1.521	0.64	100.0	0.819	0.118	2.032	1.141	100.0	0.295	0.017	1.029	0.549	98.701	0.372	0.061	0.883	0.344	100.0	0.001	0.0	0.004	0.002	14.286	0.516	0.044	1.459	0.564	100.0	0.687	0.071	1.693	0.694	98.701	0.477	0.062	0.994	0.496	97.403	0.675	0.17	1.807	0.581	100.0	0.386	0.031	0.9	0.394	98.701
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639	reads equally close to S. infelix, S. sp. HMT 479, and S. sp. HMT 481 were assigned one third to each taxon; 	0.064	0.001	0.0	0.005	0.005	14.286	0.002	0.0	0.002	0.01	10.39	0.005	0.0	0.005	0.031	14.286	0.005	0.0	0.014	0.012	25.974	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.155	0.158	61.039	0.038	0.0	0.066	0.1	45.455	0.027	0.0	0.038	0.105	40.26	0.0	0.0	0.0	0.001	3.896	0.008	0.0	0.006	0.05	11.688
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	641		1.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.0	0.0	0.0	0.0	1.063	0.0	0.0	9.233	2.597
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;intermedia	species	643		0.203	0.008	0.0	0.0	0.048	6.494	0.001	0.0	0.0	0.005	2.597	0.002	0.0	0.0	0.016	2.597	0.203	0.0	0.053	0.786	14.286	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.047	0.97	11.688	0.01	0.0	0.0	0.059	5.195	0.021	0.0	0.036	0.078	14.286	0.0	0.0	0.0	0.002	2.597	0.037	0.0	0.006	0.253	10.39
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	644		0.405	0.022	0.0	0.052	0.049	44.156	0.011	0.0	0.048	0.024	23.377	0.057	0.0	0.025	0.317	15.584	0.051	0.0	0.04	0.29	23.377	0.0	0.0	0.0	0.002	1.299	0.405	0.0	1.306	0.511	83.117	0.099	0.0	0.252	0.16	61.039	0.033	0.0	0.079	0.072	40.26	0.004	0.0	0.015	0.011	14.286	0.119	0.0	0.053	0.565	25.974
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;kingae	species	646		0.195	0.001	0.0	0.0	0.005	1.299	0.0	0.0	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.0	1.704	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	1.299
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	653		0.09	0.003	0.0	0.0	0.013	7.792	0.0	0.0	0.0	0.004	1.299	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.004	0.108	10.39	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.124	0.376	23.377	0.016	0.0	0.028	0.062	12.987	0.016	0.0	0.031	0.06	16.883	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.012	5.195
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;maltophilum	species	664		0.119	0.002	0.0	0.0	0.01	7.792	0.001	0.0	0.0	0.008	2.597	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.078	0.091	19.481	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.221	0.37	35.065	0.041	0.0	0.09	0.154	18.182	0.003	0.0	0.0	0.013	9.091	0.0	0.0	0.0	0.003	2.597	0.006	0.0	0.0	0.022	9.091
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	666		5.686	0.158	0.0	0.418	0.364	55.844	0.037	0.0	0.118	0.069	45.455	0.286	0.0	0.068	2.01	23.377	0.015	0.0	0.036	0.036	27.273	0.002	0.0	0.0	0.01	3.896	4.042	0.0	9.427	5.271	85.714	5.686	0.0	14.135	6.061	85.714	0.043	0.0	0.152	0.085	40.26	0.009	0.0	0.037	0.024	19.481	0.065	0.0	0.07	0.321	27.273
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;medium	species	667	reads equally close to T. medium and T. vincentii were assigned half to each taxon; 	0.018	0.003	0.0	0.002	0.01	10.39	0.007	0.0	0.019	0.018	22.078	0.0	0.0	0.0	0.001	2.597	0.017	0.0	0.056	0.044	25.974	0.0	0.0	0.0	0.0	1.299	0.018	0.0	0.067	0.05	20.779	0.01	0.0	0.006	0.045	10.39	0.011	0.0	0.037	0.025	28.571	0.018	0.0	0.045	0.047	28.571	0.017	0.0	0.064	0.041	27.273
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;meningitidis	species	669	reads equally close to N. cinerea, N. meningitidis, and N. polysaccharea were assigned one third to each taxon; 	0.441	0.02	0.0	0.032	0.073	22.078	0.061	0.0	0.073	0.285	29.87	0.441	0.0	1.66	1.358	37.662	0.006	0.0	0.023	0.014	24.675	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.014	12.987	0.007	0.0	0.012	0.032	16.883	0.009	0.0	0.027	0.028	19.481	0.001	0.0	0.0	0.009	5.195	0.029	0.0	0.021	0.212	18.182
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;meyeri	species	671	reads equally close to S. meyeri, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri and S. sp. HMT 180 were assigned half to each taxon; 	0.191	0.02	0.0	0.031	0.071	36.364	0.08	0.0	0.219	0.225	35.065	0.006	0.0	0.01	0.032	15.584	0.117	0.0	0.316	0.316	42.857	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.204	0.193	49.351	0.014	0.0	0.041	0.039	33.766	0.046	0.0	0.145	0.114	31.169	0.151	0.0	0.428	0.411	49.351	0.191	0.0	0.527	0.561	41.558
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	677	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;moorei	species	678		0.36	0.025	0.0	0.069	0.056	45.455	0.204	0.0	0.426	0.407	80.519	0.003	0.0	0.0	0.013	7.792	0.357	0.0	0.986	0.447	85.714	0.017	0.0	0.0	0.144	2.597	0.033	0.0	0.12	0.065	33.766	0.013	0.0	0.043	0.029	24.675	0.271	0.0	0.732	0.396	76.623	0.29	0.0	0.796	0.349	88.312	0.36	0.01	0.721	0.508	89.61
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	681		4.895	2.264	0.065	5.951	3.34	94.805	3.623	0.694	6.905	3.469	98.701	0.466	0.0	1.453	1.085	64.935	1.799	0.132	4.319	2.323	97.403	0.002	0.0	0.0	0.008	3.896	0.051	0.0	0.113	0.125	50.649	0.073	0.0	0.132	0.208	48.052	1.499	0.068	3.764	2.698	94.805	4.895	0.685	12.785	5.062	100.0	2.389	0.138	6.539	2.52	94.805
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one fourth to each taxon; 	0.793	0.291	0.0	0.776	0.794	79.221	0.135	0.0	0.216	0.51	72.727	0.123	0.0	0.204	0.364	54.545	0.034	0.0	0.048	0.123	46.753	0.001	0.0	0.0	0.003	3.896	0.615	0.0	1.704	1.207	80.519	0.793	0.0	2.061	1.311	83.117	0.195	0.0	0.354	0.421	72.727	0.01	0.0	0.027	0.022	40.26	0.045	0.0	0.107	0.106	48.052
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	683		0.468	0.001	0.0	0.0	0.005	6.494	0.468	0.0	1.232	1.743	16.883	0.122	0.0	0.0	1.033	7.792	0.004	0.0	0.0	0.024	6.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.0	0.0	0.004	1.299	0.004	0.0	0.0	0.028	3.896	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.034	1.299
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multiformis	species	685	reads equally close to P. denticola and P. multiformis were assigned half to each taxon; 	0.121	0.008	0.0	0.029	0.022	24.675	0.009	0.0	0.011	0.054	16.883	0.0	0.0	0.0	0.001	2.597	0.121	0.0	0.054	0.542	28.571	0.0	0.0	0.0	0.001	1.299	0.099	0.0	0.222	0.318	42.857	0.028	0.0	0.068	0.095	14.286	0.019	0.0	0.069	0.041	27.273	0.002	0.0	0.0	0.01	6.494	0.034	0.0	0.013	0.253	18.182
