Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-3];bacterium_HMT_351	species	351		0.059	0.023	0.038	73.529	0.014	0.023	75	0.033	0.081	27.778	0.04	0.048	93.548	0.028	0.082	65.714	0.044	0.09	58.824	0.059	0.077	88.889	0.026	0.04	82.353	0.058	0.065	90.909	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_352	species	352		0.652	0.043	0.076	79.412	0.11	0.271	85.714	0.258	0.723	50	0.563	1.262	96.774	0.013	0.033	77.143	0.008	0.015	61.765	0.611	2.14	94.444	0.407	0.587	100	0.652	1.082	100	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Dermabacter;hominis	species	354		0.008	0	0	2.941	0	0	3.571	0	0	0	0	0	0	0	0.001	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.024	20
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-4];bacterium_HMT_355	species	355		0.055	0.001	0.005	11.765	0	0.002	7.143	0.001	0.007	16.667	0.055	0.227	9.677	0.009	0.033	31.429	0.006	0.017	32.353	0.001	0.002	8.333	0	0	0	0.007	0.038	6.061	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-2];Saccharibacteria_(TM7)_[G-5];bacterium_HMT_356	species	356		0.849	0.037	0.127	50	0.01	0.024	32.143	0.006	0.015	38.889	0.048	0.255	25.806	0.849	2.626	51.429	0.505	2.319	50	0.005	0.008	47.222	0.001	0.003	14.706	0.002	0.004	30.303	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;piscolens	species	357		0.004	0.001	0.004	14.706	0	0.002	3.571	0	0	0	0	0	3.226	0	0.001	5.714	0.004	0.022	2.941	0	0.001	8.333	0	0.001	2.941	0.001	0.003	6.061	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp._HMT_358	species	358		0.036	0.003	0.011	14.706	0.001	0.002	14.286	0	0.001	5.556	0	0.002	6.452	0.036	0.228	25.714	0.003	0.01	14.706	0.001	0.002	11.111	0	0	0	0	0.002	9.091	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp._HMT_359	species	359		0.053	0.014	0.045	26.471	0.003	0.008	14.286	0.001	0.004	5.556	0.053	0.226	19.355	0.049	0.151	34.286	0.001	0.003	14.706	0.003	0.007	27.778	0.001	0.002	8.824	0.004	0.011	24.242	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp._HMT_360	species	360		0.235	0.004	0.012	23.529	0.003	0.008	17.857	0.002	0.009	13.889	0.001	0.004	19.355	0.235	0.892	42.857	0.013	0.031	32.353	0.001	0.002	22.222	0	0	2.941	0.001	0.002	18.182	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp._HMT_361	species	361		0.001	0.001	0.008	2.941	0	0.001	3.571	0	0	2.778	0.001	0.006	3.226	0.001	0.006	17.143	0	0	0	0	0.001	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp._HMT_362	species	362		0.02	0.002	0.007	11.765	0	0.001	7.143	0	0.001	5.556	0.007	0.03	9.677	0.02	0.098	14.286	0	0.002	5.882	0	0	5.556	0	0.001	2.941	0	0.002	6.061	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;fastidiosum	species	363		0.05	0.007	0.016	23.529	0.002	0.005	17.857	0.001	0.003	13.889	0.007	0.018	35.484	0.05	0.146	45.714	0.002	0.005	35.294	0.001	0.002	19.444	0	0	2.941	0.002	0.01	15.152	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-3];bacterium_HMT_365	species	365		0.08	0.001	0.004	17.647	0	0.001	10.714	0	0.002	2.778	0.08	0.342	25.806	0.002	0.007	17.143	0.002	0.011	11.765	0.001	0.004	16.667	0	0.001	5.882	0.01	0.031	21.212	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-3];bacterium_HMT_366	species	366		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.003	3.03	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-4];bacterium_HMT_369	species	369		0.044	0.007	0.019	20.588	0.003	0.009	14.286	0.001	0.002	11.111	0.009	0.02	29.032	0.044	0.171	31.429	0.004	0.01	26.471	0.003	0.008	27.778	0	0.001	5.882	0.002	0.004	27.273	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_370	species	370		0.05	0.005	0.012	58.824	0.003	0.004	46.429	0.001	0.003	22.222	0.05	0.162	70.968	0.001	0.003	28.571	0.001	0.002	20.588	0.004	0.004	63.889	0.004	0.005	79.412	0.017	0.037	84.848	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp._HMT_373	species	373		0.002	0	0.002	5.882	0	0	0	0	0	0	0.002	0.008	9.677	0.001	0.011	8.571	0	0	2.941	0	0.002	2.778	0	0	0	0	0	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_376	species	376		0.005	0.005	0.019	14.706	0.001	0.003	10.714	0	0.001	8.333	0.005	0.014	16.129	0.002	0.009	17.143	0.001	0.002	5.882	0.001	0.004	8.333	0	0.001	2.941	0	0	3.03	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];[Eubacterium]_yurii subsps._yurii_&_margaretiae	species	377		0.128	0.006	0.014	35.294	0.003	0.008	21.429	0.011	0.035	27.778	0.002	0.011	9.677	0.128	0.3	62.857	0.081	0.189	55.882	0.002	0.005	33.333	0	0.001	8.824	0.002	0.005	27.273	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	378		0.049	0.002	0.006	23.529	0.003	0.01	14.286	0.001	0.005	13.889	0.01	0.042	19.355	0.049	0.301	34.286	0.036	0.083	35.294	0.001	0.003	19.444	0	0.001	2.941	0.002	0.007	18.182	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_380	species	380		0.169	0.002	0.006	32.353	0.043	0.222	17.857	0.015	0.09	25	0	0	3.226	0.112	0.277	85.714	0.169	0.283	91.176	0.001	0.003	16.667	0	0	0	0.009	0.05	15.152	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1];bacterium_HMT_383	species	383		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;sp._HMT_386	species	386		0	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_388	species	388		0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389		0.22	0.217	0.356	76.471	0.151	0.282	78.571	0.066	0.128	63.889	0.076	0.334	61.29	0.097	0.221	71.429	0.22	0.396	70.588	0.082	0.167	75	0.031	0.109	55.882	0.019	0.038	63.636	0.007	0.02	15
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_392	species	392		0.488	0.104	0.246	73.529	0.346	1.618	71.429	0.067	0.259	72.222	0.034	0.13	51.613	0.488	1.31	91.429	0.418	0.501	85.294	0.021	0.035	69.444	0.025	0.091	58.824	0.094	0.332	69.697	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;sp._HMT_393	species	393	Reads equally close to HMT 111 and 393 were assigned half to each taxon.; 	0.201	0.012	0.02	61.765	0.039	0.076	60.714	0.014	0.035	41.667	0.049	0.086	67.742	0.02	0.042	74.286	0.007	0.02	47.059	0.201	0.461	69.444	0.074	0.156	55.882	0.046	0.077	72.727	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_396	species	396		0.088	0.009	0.016	47.059	0.02	0.031	64.286	0.027	0.073	25	0.035	0.039	83.871	0.003	0.012	37.143	0.001	0.003	23.529	0.088	0.164	80.556	0.055	0.092	97.059	0.036	0.038	93.939	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_398	species	398	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	4.844	4.844	5.18	100	1.494	1.396	100	2.845	3.446	100	1.689	3.284	100	1.677	2.323	100	3.014	2.211	100	1.345	1.73	100	1.102	1.981	100	1.82	2.766	100	0.086	0.259	50
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;sp._HMT_406	species	406		0.118	0	0	2.941	0	0	0	0	0	0	0.118	0.654	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_411	species	411	Reads equally close to HMT 411 and 721 were assigned half to each taxon.; Reads equally close to HMT 057 and 411 were assigned half to each taxon.; Reads equally close to HMT 066 and 411 were assigned half to each taxon.; 	6.124	1.062	1.694	100	2.532	2.443	100	0.54	1.15	94.444	4.902	6.375	96.774	0.101	0.242	94.286	0.251	0.73	94.118	3.912	4.354	100	6.124	6.939	100	4.576	4.924	100	0.005	0.019	10
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_412	species	412		0.191	0.003	0.007	35.294	0.003	0.006	21.429	0.003	0.01	22.222	0	0	3.226	0.083	0.236	82.857	0.191	0.318	88.235	0.001	0.002	22.222	0	0	0	0	0.001	12.121	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_414	species	414		0.023	0	0.001	8.824	0	0	3.571	0	0.002	5.556	0	0	0	0.004	0.017	20	0.023	0.098	26.471	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_417	species	417	Reads equally close to HMT 222 and 417 were assigned half to each taxon.; 	2.894	0.218	0.449	91.176	0.299	0.366	89.286	0.781	2.039	72.222	2.135	2.795	96.774	0.66	3.666	85.714	0.229	0.631	82.353	0.645	1.633	91.667	2.894	5.696	97.059	2.25	2.774	93.939	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;longum	species	419		0.105	0.021	0.051	64.706	0.019	0.041	67.857	0.059	0.173	44.444	0.09	0.14	80.645	0.075	0.266	65.714	0.07	0.144	58.824	0.101	0.213	72.222	0.105	0.197	88.235	0.071	0.1	87.879	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._animalis	species	420	Reads equally close to HMT 200 and 420 were assigned half to each taxon.; 	4.551	0.221	0.421	94.118	0.114	0.278	85.714	0.134	0.544	83.333	0.158	0.374	87.097	4.551	7.041	97.143	1.034	1.758	97.059	0.045	0.045	80.556	0.009	0.013	76.471	0.059	0.097	93.939	0	0.001	5
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;normanense	species	422		0.001	0	0	2.941	0	0	7.143	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.002	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_423	species	423	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	5.951	5.438	3.723	100	1.929	1.646	100	5.951	5.956	100	1.655	2.465	100	2.101	2.517	100	2.939	2.765	100	1.882	3.135	100	2.524	5.151	100	1.644	2.024	100	0.026	0.067	45
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_431	species	431	Reads equally close to HMT 073 and 431 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	3.84	3.84	2.944	100	3.603	3.246	100	3.424	3.32	100	2.252	2.45	100	0.388	0.776	100	0.354	0.591	100	2.488	1.807	100	1.522	1.423	100	2.186	1.883	100	0.025	0.067	45
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-3];bacterium_HMT_436	species	436		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolineae_[G-1];bacterium_HMT_439	species	439		0.013	0.001	0.003	11.765	0	0.002	7.143	0	0.002	2.778	0	0.001	16.129	0.013	0.065	20	0.001	0.002	14.706	0	0.002	8.333	0	0.001	2.941	0	0.001	3.03	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_442	species	442		0.006	0.001	0.001	17.647	0	0.001	14.286	0.001	0.003	8.333	0.001	0.003	16.129	0.006	0.028	51.429	0.003	0.014	17.647	0	0.001	8.333	0	0.002	5.882	0	0.002	6.061	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_443	species	443		0.011	0.001	0.005	17.647	0.001	0.003	21.429	0	0.002	2.778	0.004	0.018	16.129	0.001	0.004	8.571	0	0	0	0	0.001	11.111	0.001	0.002	11.765	0.011	0.044	15.152	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_448	species	448		0.902	0.019	0.051	47.059	0.003	0.007	25	0.064	0.294	41.667	0	0.001	16.129	0.629	2.323	60	0.902	2.408	67.647	0.002	0.005	27.778	0	0	0	0.003	0.011	15.152	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella;sp._HMT_451	species	451		0.009	0.006	0.024	14.706	0.002	0.006	14.286	0.001	0.003	8.333	0.005	0.023	12.903	0.009	0.035	22.857	0	0.001	8.824	0	0.001	5.556	0	0	0	0.001	0.008	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;sp._HMT_455	species	455		0.034	0.002	0.004	26.471	0.006	0.013	46.429	0.001	0.005	19.444	0.032	0.048	67.742	0	0.001	2.857	0	0.001	5.882	0.009	0.02	50	0.013	0.03	52.941	0.034	0.037	78.788	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sinus	species	457	Reads equally close to HMT 108, 457, and 934 were assigned one third to each taxon.; Reads equally close to HMT 108 and 457 were assigned half to each taxon.; 	0.459	0.084	0.14	76.471	0.259	0.614	89.286	0.033	0.052	58.333	0.429	0.734	96.774	0.007	0.021	65.714	0.015	0.037	47.059	0.216	0.259	83.333	0.4	0.781	100	0.459	0.597	96.97	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp._HMT_458	species	458		0.59	0.214	0.384	85.294	0.438	1.479	89.286	0.086	0.206	75	0.035	0.086	54.839	0.475	1.272	82.857	0.59	1.33	76.471	0.077	0.131	77.778	0.006	0.011	47.059	0.101	0.492	63.636	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_459	species	459		0.282	0.001	0.003	20.588	0.282	1.403	42.857	0.002	0.006	25	0.001	0.003	9.677	0	0.001	5.714	0	0	2.941	0.001	0.003	13.889	0.004	0.018	14.706	0.001	0.003	12.121	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;ultunensis	species	461		0	0	0.002	2.941	0	0.001	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_463	species	463		0.036	0.003	0.011	5.882	0.009	0.046	3.571	0	0.001	2.778	0.001	0.005	12.903	0.036	0.218	11.429	0.013	0.049	11.765	0	0.001	11.111	0.001	0.003	8.824	0.001	0.003	9.091	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;zoogleoformans	species	465		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;tannerae	species	466		0.682	0.149	0.347	67.647	0.267	0.976	64.286	0.063	0.251	50	0.682	2.532	64.516	0.251	0.979	82.857	0.086	0.264	47.059	0.212	0.703	61.111	0.086	0.274	52.941	0.203	0.418	75.758	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1];[Eubacterium]_sulci	species	467		0.37	0.021	0.036	58.824	0.095	0.168	78.571	0.022	0.042	33.333	0.182	0.395	87.097	0.001	0.004	25.714	0.001	0.006	20.588	0.37	0.611	83.333	0.254	0.641	85.294	0.252	0.673	84.848	0.001	0.003	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	469		7.07	1.345	1.818	94.118	5.008	5.782	100	1.71	4.286	94.444	4.694	3.991	100	0.136	0.465	94.286	0.194	0.787	82.353	3.987	4.332	97.222	7.07	6.611	100	6.276	5.435	96.97	0.011	0.042	15
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_472	species	472		0.355	0.034	0.089	67.647	0.019	0.051	71.429	0.113	0.609	63.889	0.003	0.006	35.484	0.355	0.97	85.714	0.267	0.842	79.412	0.011	0.023	58.333	0.001	0.002	26.471	0.004	0.006	54.545	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_473	species	473		0.773	0.051	0.096	82.353	0.112	0.188	89.286	0.773	1.836	75	0.481	1.272	87.097	0.039	0.189	48.571	0.007	0.022	35.294	0.112	0.262	66.667	0.052	0.11	64.706	0.284	0.602	78.788	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_475	species	475		0.017	0.004	0.012	23.529	0.001	0.005	10.714	0.002	0.004	22.222	0.014	0.057	38.71	0.013	0.046	42.857	0.017	0.065	44.118	0.003	0.005	25	0.001	0.005	8.824	0.004	0.009	27.273	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	476	Reads equally close to HMT 101, 476, and 610 were assigned one third to each taxon.; 	0.555	0.555	1.696	85.294	0.173	0.237	85.714	0.082	0.201	72.222	0.068	0.124	87.097	0.164	0.51	77.143	0.189	0.699	76.471	0.245	0.528	88.889	0.094	0.218	91.176	0.065	0.105	90.909	0	0.001	5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;stutzeri	species	477		0	0	0	5.882	0	0.001	14.286	0	0	0	0	0	0	0	0.001	8.571	0	0	0	0	0.001	8.333	0	0	0	0	0	6.061	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_478	species	478		0.013	0.002	0.004	20.588	0.001	0.003	17.857	0.002	0.003	16.667	0.011	0.029	48.387	0.006	0.019	51.429	0.003	0.007	35.294	0.005	0.009	41.667	0.003	0.007	35.294	0.013	0.024	72.727	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_479	species	479		0.019	0.002	0.004	23.529	0	0.001	17.857	0.001	0.003	11.111	0.001	0.003	6.452	0.007	0.014	54.286	0.019	0.067	47.059	0	0.001	16.667	0	0	5.882	0.001	0.003	18.182	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_481	species	481		0.011	0.006	0.033	14.706	0.001	0.002	10.714	0.003	0.012	22.222	0.002	0.008	16.129	0.011	0.03	45.714	0.011	0.028	44.118	0	0.001	11.111	0	0.001	5.882	0.005	0.017	27.273	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_483	species	483		0.012	0	0	2.941	0	0	0	0	0	0	0	0.001	6.452	0.004	0.013	40	0.012	0.064	14.706	0	0.001	5.556	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;tumefaciens	species	485		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_488	species	488		0.041	0.004	0.016	20.588	0.003	0.009	21.429	0.003	0.013	22.222	0	0.001	9.677	0.039	0.102	74.286	0.041	0.096	61.765	0.001	0.003	30.556	0	0	5.882	0	0.001	12.121	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_490	species	490		0	0	0.001	2.941	0	0	0	0	0	0	0	0	3.226	0	0.002	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-5];bacterium_HMT_493	species	493		0.001	0	0	0	0	0.001	3.571	0	0	2.778	0	0.002	6.452	0	0	0	0	0.001	2.941	0	0.002	5.556	0	0	0	0.001	0.002	9.091	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;saburreum	species	494		0.079	0.038	0.068	76.471	0.02	0.024	71.429	0.014	0.036	55.556	0.038	0.064	83.871	0.043	0.092	82.857	0.079	0.161	94.118	0.019	0.031	69.444	0.025	0.047	82.353	0.035	0.057	93.939	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-3];bacterium_HMT_495	species	495		0.001	0	0.001	5.882	0	0	0	0	0.001	2.778	0	0.001	6.452	0.001	0.007	5.714	0	0	0	0	0.001	5.556	0	0	0	0	0	3.03	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;sp._HMT_496	species	496		0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0.002	2.857	0	0.002	2.941	0	0	5.556	0	0.001	2.941	0	0.001	9.091	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_498	species	498		0.22	0.013	0.032	29.412	0.003	0.008	21.429	0.004	0.017	13.889	0.027	0.125	29.032	0.032	0.152	37.143	0.22	0.81	32.353	0.003	0.007	25	0.016	0.082	20.588	0.009	0.024	24.242	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp._HMT_499	species	499		0.006	0	0.001	5.882	0.006	0.028	14.286	0	0	0	0	0	0	0.002	0.012	14.286	0.003	0.015	11.765	0	0.001	8.333	0	0	0	0.001	0.007	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-8];bacterium_HMT_500	species	500		0.029	0.016	0.066	20.588	0.003	0.009	25	0.002	0.008	8.333	0.005	0.016	19.355	0.029	0.088	40	0.002	0.012	14.706	0.004	0.008	22.222	0	0.001	5.882	0.006	0.016	30.303	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_501	species	501		0	0	0.001	2.941	0	0	0	0	0	0	0	0	0	0	0.002	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-3];bacterium_HMT_503	species	503		0.002	0.001	0.008	2.941	0	0	0	0	0.001	2.778	0.002	0.013	6.452	0	0.001	5.714	0	0	0	0	0.001	2.778	0	0	0	0	0.002	6.061	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes_[O-1];Mollicutes_[F-1];Mollicutes_[G-1];bacterium_HMT_504	species	504		0.002	0.002	0.01	2.941	0	0	0	0	0.002	2.778	0	0.003	3.226	0	0.001	2.857	0	0	0	0	0	2.778	0	0	0	0	0.002	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-5];bacterium_HMT_505	species	505		0.019	0.003	0.017	8.824	0	0.001	3.571	0	0.002	2.778	0.002	0.009	16.129	0.019	0.128	8.571	0.002	0.01	2.941	0	0.001	2.778	0	0	0	0	0.001	9.091	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-5];bacterium_HMT_507	species	507		0.005	0.001	0.002	5.882	0	0.001	3.571	0	0	0	0.005	0.026	3.226	0	0.002	2.857	0	0	0	0	0.001	2.778	0	0	2.941	0	0.003	3.03	0	0	0
