Assembly,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_001502595.1,,"Pope,W.H., Augustine,D.A., Carroll,D.C., Duncan,J.C., Harwi,K.M., Howry,R., Jagessar,B., Lum,B.A., Meinert,J.W., Migliozzi,J.S., Milliken,K.A., Mitchell,C.J., Nalatwad,A.S., Orlandini,K.C., Rhein,M.J., Saravanan,V., Seese,B.A., Schiebel,J.G., Thomas,K.B., Adkins,N.L., Cohen,K.L., Iyengar,V.B., Kim,H., Kramer,Z.J., Montgomery,M.T., Schafer,C.E., Wilkes,K.E., Grubb,S.R., Warner,M.H., Bowman,C.A., Russell,D.A., Hatfull,G.F., Bradley,K.W., Asai,D.J., Jacobs-Sera,D., Hendrix,R.W.",2016-01-07T01:46:38.560Z,Mycobacterium phage MOOREtheMARYer,,Siphoviridae,dsDNA,RefSeq,,1,"USA: Pittsburgh, PA",PA,Mycolicibacterium smegmatis MC2 155,,2014-10-01,,ViralProj307741
GCF_001502535.1,,"Richman,A.P., Katsanos,I.J., Rivera,S.N., DeCurzio,J.M., Murray,A.V., Krukonis,G.P., Delesalle,V.A., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:46:04.647Z,Mycobacterium phage Kimberlium,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Gettysburg, PA",PA,Mycolicibacterium smegmatis MC2 155,,2014-09-01,,ViralProj307729
GCF_001502575.1,,"Kang,I., Jang,H., Cho,J.C., Cho,J.-C.",2016-01-07T01:45:58.340Z,Polaribacter virus P12002S,Incheonvrus,Siphoviridae,dsDNA,RefSeq,,1,South Korea,,Polaribacter,,,,ViralProj307737
GCF_001502515.1,,"Alford,R.F., Ferguson,J.R., Griffin,W.B., Guertin,S.W., Mascioli,J.B., Mishra,N., Munoz,M.J., Parrella,L.E., Poss,L.M., Ranjan,D., Sack,Q.V., Sentis,A.J., Sopp,T.K., Thomas,A., Wienbar,S.R., Woolford,M., Forsyth,K.S., Chandra,V.M., Braun,M.A., Jarvik,J., Lopez,A.J., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:45:08.370Z,Mycobacterium phage UnionJack,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,,Mycobacterium,,2012-10-01,,ViralProj307725
GCF_001502495.1,,"Johnson,F., Tran,D., Clark,G.T., Lara,A., Mehany,M., Saenz,O., Layton,S.R., Bhuiyan,S., Donegan-Quick,R., Benjamin,R.C., Hughes,L.E., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:44:58.297Z,Streptomyces virus Lannister,Likavirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Fort Worth, TX",TX,Streptomyces venezuelae ATCC 10712,,2014-06-15,,ViralProj307721
GCF_001502475.1,,"Ali,D.J., Quadri,S.Y., Delwel,I.O., Rosado,J.E., Bhuiyan,S., Layton,S.R., Benjamin,R.C., Hughes,L.E., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:44:38.237Z,Streptomyces virus Caliburn,Likavirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Grapevine, TX",TX,Streptomyces griseus,,2014-10-01,,ViralProj307717
GCF_001502455.1,,"Shamloul,N., Bhatti,N., Chen,Y.T., Dzikowski,M., Egbo,O., Enriquez,S., Esguerra,J., Grant,D., Lord,S., Marin,D., O'Connor,S., Poveda,D., Seo,J., Tse,C.H., Williams,J., Yu,N., Golebiewska,U.P., Bradley,K.W., Barker,L.P., Asai,D.J., Garber,M.L., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:44:18.360Z,Mycobacterium phage Llama,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Mycobacterium,,2012-05-14,,ViralProj307713
GCF_001502375.1,,"Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.",2016-01-07T01:43:58.847Z,Pseudomonas phage DL64,Litunavirus,Podoviridae,dsDNA,RefSeq,,1,,,Pseudomonas aeruginosa PAO1,,,,ViralProj307820
GCF_001502435.1,,"Aiken,S.M., Follensbee,E.T., Fox,C.A., Gabbey,S.T., Horacek,C.B., Johnson,B.L., Kramer,J.E., Lowery,K.S., Morris,C.R., Probst,M.A., Reed,K.L., Slivicke,L.M., Space,H.E., Klyczek,K., Mogen,K.L., Serrano,M.G., Buck,G., Lee,V., Wang,Y., Carvalho,R., Voegtly,L., Shi,R., Duckworth,R., Johnson,A., Loviza,R., Walstead,R., Shah,Z., Kiflezghi,M., Wade,K., Anders,K.R., Braun,M.A., Delesalle,V.A., Hughes,L.E., Ware,V.C., Bradley,K.W., Barker,L.P., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:43:58.320Z,Mycobacterium phage Abrogate,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: River Falls, Wisconsin",WI,Mycolicibacterium smegmatis MC2 155,,2011-10-01,,ViralProj307709
GCF_001502415.1,,"Ahmed,S.Y., Anderson,S.M., Brusacoram,J., Crum,A.H., Gearhart,E.M., Kleinschmidt,S.L., Kroska,S.N., Rotering,K.H., Westholm,D.E., Anders,K.R., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:43:48.603Z,Mycobacterium virus Brusacoram,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Duluth, MN",MN,Mycolicibacterium smegmatis MC2 155,,2014-10-01,,ViralProj307687
GCF_001502395.1,,"Lima-Junior,J.D., Viana-Niero,C., Conde Oliveira,D.V., Machado,G.E., Rabello,M.C., Martins-Junior,J., Martins,L.F., Digiampietri,L.A., da Silva,A.M., Setubal,J.C., Russell,D.A., Jacobs-Sera,D., Pope,W.H., Hatfull,G.F., Leao,S.C., Lima,J.D. Jr., Martins,J. Jr., Silva,A.M., Russel,D.A.",2016-01-07T01:43:08.340Z,Mycobacterium phage Quico,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,1,Brazil,,Mycolicibacterium smegmatis,,2011-11-03,,ViralProj307201
GCF_001502355.1,,"Quaiser,A., Dufresne,A., Ballaud,F., Roux,S., Zivanovic,Y., Colombet,J., Sime-Ngando,T., Francez,A.J.",2016-01-07T01:42:38.407Z,Parabacteroides phage YZ-2015b,,Microviridae,ssDNA(+),RefSeq,,1,,,Parabacteroides merdae,,,,ViralProj307816
GCF_001502315.1,,"Lima-Junior,J.D., Viana-Niero,C., Conde Oliveira,D.V., Machado,G.E., Rabello,M.C., Martins-Junior,J., Martins,L.F., Digiampietri,L.A., da Silva,A.M., Setubal,J.C., Russell,D.A., Jacobs-Sera,D., Pope,W.H., Hatfull,G.F., Leao,S.C., Lima,J.D. Jr., Martins,J. Jr., Silva,A.M., Russel,D.A.",2016-01-07T01:42:18.277Z,Mycobacterium phage Nhonho,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,1,Brazil,,Mycolicibacterium smegmatis,,2011-11-03,,ViralProj307808
GCF_001502335.1,,"El Haddad,L., Roy,J.-P., Khalil,G.E., St-Gelais,D., Champagne,C.P., Labrie,S., Moineau,S.",2016-01-07T01:42:15.397Z,Staphylococcus phage vB_SauS_phi2,Triavirus,Siphoviridae,dsDNA,RefSeq,,,Canada,,Staphylococcus aureus,,2011-07,,ViralProj307812
GCF_001502295.1,,"Diemer,G.S.",2016-01-07T01:41:38.330Z,Gokushovirinae GNX3R,,Microviridae,ssDNA(+),RefSeq,,,"USA: Boiling Springs Lake, Lassen Volcanic National Park",CA,,,2009-09-25,,ViralProj307804
GCF_001502275.1,,"Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.",2016-01-07T01:41:28.310Z,Escherichia phage slur01,Seuratvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ViralProj307800
GCF_001502215.1,,"Tong,Y., Zhang,X., An,X., Mi,Z.",2016-01-07T01:40:18.270Z,Enterococcus virus IME196,Efquatrovirus,Siphoviridae,dsDNA,RefSeq,,,China,,Enterococcus faecalis,,,,ViralProj307788
GCF_001502115.1,,"Rousseau,G.M., Moineau,S.",2016-01-07T01:38:08.210Z,Lactococcus virus CB13,Skunavirus,Siphoviridae,dsDNA,RefSeq,,1,Canada,,Lactococcus lactis,,2003,,ViralProj307768
GCF_001502095.1,,"Monson,R., Foulds,I., Foweraker,J., Welch,M., Salmond,G.P., Monson,R.E., Salmond,G.",2016-01-07T01:37:48.447Z,Pseudomonas phage PhiPA3,Phikzvirus,Myoviridae,dsDNA,RefSeq,,1,,,Pseudomonas aeruginosa,,,,ViralProj307764
GCF_001502055.1,,"Wang,J., Niu,Y.D., Chen,J., McAllister,T.A., Stanford,K.",2016-01-07T01:37:34.780Z,Escherichia virus AYO145A,Felixounavirus,Myoviridae,dsDNA,RefSeq,,1,Canada,,Escherichia coli O145:NM,,2013,,ViralProj307756
GCF_001502075.1,,"Liu,M., Gill,J.J., Young,R., Summer,E.J.",2016-01-07T01:37:33.020Z,Gordonia phage Gmala1,Gordtnkvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Gordonia sp.,,,,ViralProj307760
GCF_001502035.1,,"Tsourkas,P.K., Yost,D.G., Krohn,A., LeBlanc,L., Zhang,A., Stamereilers,C., Amy,P.S., Krohn,A.L.",2016-01-07T01:36:48.610Z,Paenibacillus virus Vegas,Vegasvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Paenibacillus larvae,,,,ViralProj307752
GCF_001502015.1,,"Khalifa,L., Coppenhagen-Glazer,S., Shlezinger,M., Kott-Gutkowski,M., Adini,O., Beyth,N., Hazan,R.",2016-01-07T01:36:38.267Z,Enterococcus virus EFLK1,Kochikohdavirus,Herelleviridae,dsDNA,RefSeq,,1,Israel,,Enterococcus faecalis,,2014-12-12,,ViralProj307748
GCF_001501995.1,,"Pope,W.H., Augustine,D.A., Carroll,D.C., Duncan,J.C., Harwi,K.M., Howry,R., Jagessar,B., Lum,B.A., Meinert,J.W., Migliozzi,J.S., Milliken,K.A., Mitchell,C.J., Nalatwad,A.S., Orlandini,K.C., Rhein,M.J., Saravanan,V., Seese,B.A., Schiebel,J.G., Thomas,K.B., Adkins,N.L., Cohen,K.L., Iyengar,V.B., Kim,H., Kramer,Z.J., Montgomery,M.T., Schafer,C.E., Wilkes,K.E., Grubb,S.R., Warner,M.H., Bowman,C.A., Russell,D.A., Hatfull,G.F., Bradley,K.W., Asai,D.J., Jacobs-Sera,D., Hendrix,R.W.",2016-01-07T01:36:38.263Z,Mycobacterium phage FlagStaff,,Siphoviridae,dsDNA,RefSeq,,1,"USA: Pittsburgh, PA",PA,Mycolicibacterium smegmatis MC2 155,,2014-10-01,,ViralProj307744
GCF_001501975.1,,"Pope,W.H., Carter,J.T., Dasher,K.L., Haynberg,M.C., Reddi,A., Shedlock,K.A., Lapin,J.S., Prout,A.K., Grubb,S.R., Warner,M.H., Bowman,C.A., Russell,D.A., Hatfull,G.F., Dasher,K.J., Reddi,A.N., Bradley,K.W., Asai,D.J., Jacobs-Sera,D., Hendrix,R.W.",2016-01-07T01:35:53.533Z,Mycobacterium phage ShedlockHolmes,Timquatrovirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Pittsburgh, PA",PA,Mycolicibacterium smegmatis MC2 155,,2014-09-15,,ViralProj307740
GCF_001501955.1,,"Dalmasso,M., de Haas,E., Neve,H., Strain,R., Cousin,F.J., Stockdale,S.R., Ross,R.P., Hill,C.",2016-01-07T01:35:33.140Z,Streptococcus phage APCM01,,Siphoviridae,dsDNA,RefSeq,,1,,,Streptococcus mutans,,,,ViralProj307736
GCF_001501895.1,,"Layton,S.R., Hemenway,R.M., Munyoki,C.M., Barnes,E.B., Barnett,S.E., Bond,A.M., Narvaez,J.M., Sirisakd,C.D., Smith,B.R., Swain,J., Syed,O., Bowman,C.A., Russell,D.A., Bhuiyan,S., Donegan-Quick,R., Benjamin,R.C., Hughes,L.E., Hemenway,R., Bradley,K.W., Asai,D.J., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:34:43.160Z,Streptomyces virus Amela,Camvirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Frisco, TX",TX,Streptomyces venezuelae ATCC 10712,,2014-06-10,,ViralProj307724
GCF_001501915.1,,"Bollivar,D.W., Bernardoni,B., Bockman,M.R., Miller,B.M., Russell,D.A., Delesalle,V.A., Krukonis,G.P., Hatfull,G.F., Cross,M.R., Szewczyk,M.M., Eppurath,A.",2016-01-07T01:34:37.397Z,Rhodobacter virus RcCronus,Cronusvirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Bloomington, IL",IL,Rhodobacter capsulatus YW1,,2013-01-23,,ViralProj307728
GCF_001501875.1,,"Burgos,R.W., Mash,S.J., Cahill,J.L., Rasche,E.S., Kuty Everett,G.F., Everett,G.F.K.",2016-01-07T01:34:23.557Z,Bacillus phage Pavlov,Pagevirus,Podoviridae,dsDNA,RefSeq,,1,,,Bacillus megaterium,,,,ViralProj307720
GCF_001501855.1,,"Erill,I., Caruso,S.M., Acevedo,G., Angel,W., Baddela,A., Balanos,I., Balogun,A., Barrett,R., Benalla,O., Blake,A., Blankenship,W., Boateng,A., Borowski,A., Boualam,F., Bui,J., Bui,G., Chang,B., Chang,Y., Chang,Y.-C., Chin,D., Cho,Y., Choi,E.Y., Cioloca,P., Clearfield,L., Crone,K., Das,Y., Davey,P., Dong,J., Dougherty,C., Farshori,A., Filippi,G., Fowose,M., Gao,W., Gariwala,V., Girmay,B., Grillakis,A., Ha,Q.-N., Hamdani,M., Ho,T., Jackson,S., Joo,J., Kalansuriya,I., Kathrotiya,P., Keim,B., Kemper,M., Kim,E., Kim,H.S., Kim,J., Kostic,J., Kowalewski,C., Lanore,J., Last,N.F., Lewis,D., Li,Q., Lim,A., Masood,L., Mody,J., Moon,K., Mulhall,G., Nam,C., Nassehi,N., Nehisi,A., Ngo,K.M., Nguyen,T., Njoku,I., Ogunsanya,A., Ohiri,J., Oluseye,A., Patel,D., Patel,K., Pavlosky,S., Peak,S., Pham,K., Pierre-Louis,F.S., Pope,S., Qiu,J.Y., Quinn,C., Rao,V., Rhee,Y., Rybczynski,A., Sadaf,A., Sharma,K., Shin,H.-K., Simpkins,S., Sood,R., Spurrier,T., Thaker,P., Thomas,S., Tran,V., Tsang,J., Turner,K., Vasavada,R., Welsh,M., Williams,B., Wilson,J., Yarlagadda,K., Yates,S., Cao,L., Correa,M.A.R.G.A.R., Kilic,S., Nelson,C., Nunn,R., Cresawn,S.G., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F., Lewis,L., Johnson,A.",2016-01-07T01:33:53.260Z,Bacillus virus Megatron,Wphvirus,Herelleviridae,dsDNA,RefSeq,,1,"USA: Ellicott City, MD",MD,Bacillus thuringiensis serovar kurstaki,,2013-09-08,,ViralProj307716
GCF_001501815.1,,"Auces,A.M., Tachick,S.J., Stevens,M., Kolich,L.R., Dockstader,P.A., Hoang,H.L., Koga,A.P., Daniels,R.L., Serrano,M.G., Buck,G., Lee,V., Wang,Y., Carvalho,R., Voegtly,L., Shi,R., Duckworth,R., Johnson,A., Loviza,R., Walstead,R., Shah,Z., Kiflezghi,M., Wade,K., Anders,K.R., Braun,M.A., Delesalle,V.A., Hughes,L.E., Ware,V.C., Bradley,K.W., Barker,L.P., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:33:33.280Z,Mycobacterium phage Bipolar,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Caldwell, Idaho",ID,Mycolicibacterium smegmatis MC2 155,,2013-10-01,,ViralProj307708
GCF_001501775.1,,"Tsourkas,P.K., Yost,D.G., Krohn,A., LeBlanc,L., Zhang,A., Stamereilers,C., Amy,P.S., Krohn,A.L.",2016-01-07T01:32:13.173Z,Paenibacillus virus Harrison,Harrisonvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Paenibacillus larvae,,,,ViralProj307065
GCF_001501695.1,,"Hargreaves,K.R., Flores,C., Lawley,T.D., Clokie,M.R.J., Hargreaves,K.",2016-01-07T01:30:43.677Z,Clostridium phage phiCDHM19,Lubbockvirus,Myoviridae,dsDNA,RefSeq,,,United Kingdom,,Clostridium,,,,ViralProj307843
GCF_001501675.1,,"Gutierrez,D., Vandenheuvel,D., Martinez,B., Rodriguez,A., Lavigne,R., Garcia,P.",2016-01-07T01:30:39.653Z,Staphylococcus virus IPLAC1C,Sepunavirus,Herelleviridae,dsDNA,RefSeq,,1,,,Staphylococcus sp.,,,,ViralProj307835
GCF_001501655.1,,"Carstens,A.B., Kot,W., Hansen,L.H.",2016-01-07T01:30:03.403Z,Escherichia virus Cajan,Seuratvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Escherichia coli K-12,feces,,,ViralProj307831
GCF_001501635.1,,"Lal,T.M., Sano,M., Hatai,K., Ransangan,J.",2016-01-07T01:29:43.137Z,Vibrio virus ValKK3,Schizotequatrovirus,Myoviridae,dsDNA,RefSeq,,1,Malaysia,,Vibrio alginolyticus NBRC 15630 = ATCC 17749,,2013-07-23,,ViralProj307827
GCF_001501555.1,,"Leon-Velarde,C.G., Kropinski,A.M., Chen,S.",2016-01-07T01:29:43.090Z,Yersinia virus ISAO8,Aghbyvirus,Autographiviridae,dsDNA,RefSeq,,,Canada,,Yersinia enterocolitica,feces,2014-06-01,,ViralProj307811
GCF_001501595.1,,"Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.",2016-01-07T01:29:13.130Z,Pseudomonas virus DL68,Pbunavirus,Myoviridae,dsDNA,RefSeq,,1,,,Pseudomonas aeruginosa PAO1,,,,ViralProj307819
GCF_001501615.1,,"Klumpp,J., Almeida,A.",2016-01-07T01:28:53.157Z,Enterobacter virus E3,Teetrevirus,Autographiviridae,dsDNA,RefSeq,,,Portugal,,Enterobacter cloacae,,2014,,ViralProj307823
GCF_001501575.1,,"Peters,D.L., Lynch,K.H., Stothard,P., Dennis,J.J.",2016-01-07T01:28:13.387Z,Stenotrophomonas phage vB_SmaS-DLP_2,Septimatrevirus,Siphoviridae,dsDNA,RefSeq,,1,Canada: Edmonton,,Stenotrophomonas maltophilia,,2014-06-01,SAMN03451614,ViralProj307815
GCF_001501535.1,,"Shigehisa,R., Uchiyama,J., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Sakaguchi,Y., Okamoto,N., Shimakura,H., Daibata,M., Sakaguchi,M., Matsuzaki,S.",2016-01-07T01:28:03.157Z,Pseudomonas virus KPP21,Luzseptimavirus,Podoviridae,dsDNA,RefSeq,,,,,Pseudomonas aeruginosa,,,,ViralProj307807
GCF_001501495.1,,"Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.",2016-01-07T01:27:03.120Z,Escherichia phage slur02,Tequatrovirus,Myoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ViralProj307799
GCF_001501355.1,,"Bae,T., Baba,T., Hiramatsu,K., Schneewind,O.",2016-01-07T01:24:29.153Z,Staphylococcus virus phiNM2,Phietavirus,Siphoviridae,dsDNA,RefSeq,,1,,,,,,,ViralProj307771
GCF_001501375.1,,"Rousseau,G.M., Moineau,S., Tremblay,D.M., Tegoni,M., Spinelli,S., Campanacci,V., Blangy,S., Huyghe,C., Desmyter,A., Labrie,S., Cambillau,C., Drolet,G., Ledeboer,A.M., de Haard,H.J.W.",2016-01-07T01:24:23.047Z,Lactococcus virus Sl4,Skunavirus,Siphoviridae,dsDNA,RefSeq,,2,Canada,,Lactococcus lactis,,1996,,ViralProj307775
GCF_001501335.1,,"Rousseau,G.M., Moineau,S.",2016-01-07T01:24:13.090Z,Lactococcus virus CB14,Skunavirus,Siphoviridae,dsDNA,RefSeq,,1,Canada,,Lactococcus lactis,,2003,,ViralProj307767
GCF_001501295.1,,"Jeon,J., Yong,D., Lee,K.",2016-01-07T01:23:53.023Z,Acinetobacter phage YMC11/12/R2315,Obolenskvirus,Myoviridae,dsDNA,RefSeq,,,South Korea,,Acinetobacter sp.,,,,ViralProj307759
GCF_001501315.1,,"Eriksson,H., Maciejewska,B., Latka,A., Majkowska-Skrobek,G., Hellstrand,M., Melefors,O., Wang,J.-T., Kropinski,A.M., Drulis-Kawa,Z., Nilsson,A.S.",2016-01-07T01:23:43.083Z,Klebsiella virus SU503,Drulisvirus,Autographiviridae,dsDNA,RefSeq,,,Sweden,,Klebsiella pneumoniae,,2010-02,,ViralProj307763
GCF_001501275.1,,"Melo,L.D.R., Veiga,P., Cerca,N., Kropinski,A.M., Azeredo,J., Almeida,C., Sillankorva,S.",2016-01-07T01:23:33.037Z,Proteus virus Pm5460,Acadevirus,Autographiviridae,dsDNA,RefSeq,,,,,Proteus mirabilis,,2011-09-05,,ViralProj307755
GCF_001501255.1,,"Tsourkas,P.K., Yost,D.G., Krohn,A., LeBlanc,L., Zhang,A., Stamereilers,C., Amy,P.S., Krohn,A.L.",2016-01-07T01:23:03.073Z,Paenibacillus phage Xenia,Sitaravirus,Siphoviridae,dsDNA,RefSeq,,1,,,Paenibacillus larvae,,,,ViralProj307751
GCF_001501215.1,,"Pope,W.H., Augustine,D.A., Carroll,D.C., Duncan,J.C., Harwi,K.M., Howry,R., Jagessar,B., Lum,B.A., Meinert,J.W., Migliozzi,J.S., Milliken,K.A., Mitchell,C.J., Nalatwad,A.S., Orlandini,K.C., Rhein,M.J., Saravanan,V., Seese,B.A., Schiebel,J.G., Thomas,K.B., Adkins,N.L., Cohen,K.L., Iyengar,V.B., Kim,H., Kramer,Z.J., Montgomery,M.T., Schafer,C.E., Wilkes,K.E., Grubb,S.R., Warner,M.H., Bowman,C.A., Russell,D.A., Hatfull,G.F., Bradley,K.W., Asai,D.J., Jacobs-Sera,D., Hendrix,R.W.",2016-01-07T01:22:53.053Z,Mycobacterium phage Cambiare,,Siphoviridae,dsDNA,RefSeq,,1,"USA: Pittsburgh, PA",PA,Mycolicibacterium smegmatis MC2 155,,2014-10-01,,ViralProj307743
GCF_001501235.1,,"Pope,W.H., Ahmed,T., Drobitch,M.K., Early,D.R., Eljamri,S., Kasturiarachi,N.S., Klonicki,E.F., Manjooran,D.T., Ni Chochlain,A.N., Puglionesi,A.O., Rajakumar,V., Shindle,K.A., Tran,M.T., Brown,B.R., Churilla,B.M., Cohen,K.L., Wilkes,K.E., Grubb,S.R., Warner,M.H., Bowman,C.A., Russell,D.A., Hatfull,G.F., Rajakuma,V., Bradley,K.W., Asai,D.J., Jacobs-Sera,D., Hendrix,R.W.",2016-01-07T01:22:46.523Z,Mycobacterium phage Luchador,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Pittsburgh, PA",PA,Mycolicibacterium smegmatis MC2 155,,2014-10-01,,ViralProj307747
GCF_001501175.1,,"Hodson,T.S., Hyde,J.R., Schouten,J.T., Crockett,J.T., Smith,T.A., Merrill,B.D., Crook,M.B., Griffitts,J.S., Burnett,S.H., Grose,J.H., Breakwell,D.P.",2016-01-07T01:22:13.107Z,Sinorhizobium virus N3,Emdodecavirus,Myoviridae,dsDNA,RefSeq,,,,,Sinorhizobium meliloti,,,,ViralProj307735
GCF_001501195.1,,"Shneider,M.M., Klumpp,J., Miroshnikov,K.A., Leiman,P.G.",2016-01-07T01:21:53.013Z,Acinetobacter virus Fri1,Friunavirus,Autographiviridae,dsDNA,RefSeq,,,Switzerland,,Acinetobacter baumannii,,2012-07-10,,ViralProj307739
GCF_001501135.1,,"Xu,J., Chen,M., Zhang,W.",2016-01-07T01:21:49.207Z,Escherichia virus QL01,Dhakavirus,Myoviridae,dsDNA,RefSeq,,,,,Escherichia,feces,,,ViralProj307727
GCF_001501155.1,,"Chen,M., Zhang,W.",2016-01-07T01:21:13.040Z,Escherichia virus pro147,Peduovirus,Myoviridae,dsDNA,RefSeq,,,,,Escherichia coli,,,,ViralProj307731
GCF_001501115.1,,"Brusko,S., Campbell,R.A., Rubia,G.C., Walstead,R.N., Shah,Z.V., Tahir,R., Serrano,M.G., Buck,G., Lee,V., Wang,Y., Carvalho,R., Voegtly,L., Shi,R., Duckworth,R., Johnson,A., Loviza,R., Walstead,R., Shah,Z., Kiflezghi,M., Wade,K., Delesalle,V.A., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:20:43.513Z,Mycobacterium phage Ovechkin,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Richmond, VA",VA,Mycolicibacterium smegmatis MC2 155,,2010-09-01,,ViralProj307723
GCF_001501095.1,,"Nguyen,D.T., Lessor,L.E., Cahill,J.L., Rasche,E.S., Kuty Everett,G.F., Everett,G.F.K.",2016-01-07T01:20:30.300Z,Klebsiella virus Sushi,Webervirus,Drexlerviridae,dsDNA,RefSeq,,1,,,Klebsiella pneumoniae,,,,ViralProj307719
GCF_001500995.1,,"Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.",2016-01-07T01:19:54.173Z,Pseudomonas virus DL60,Pbunavirus,Myoviridae,dsDNA,RefSeq,,1,,,Pseudomonas aeruginosa PAO1,,,,ViralProj307055
GCF_001501075.1,,"Ravelomanantsoa,T.A., Brumbaugh,L.E., Cole,A.P., Delenko,A.P., Francisco,S.G., Harris,C.M., Kiehl,J.B., Leonard,J.F., Menna,T.N., Miller,S.G., Randell,T.L., Siomko,S.A., Tanke,N.T., Ueckermann,W.D., Vill,A.C., Krukonis,G.P., Delesalle,V.A., Anders,K.R., Braun,M.A., Hughes,L.E., Ware,V.C., Bradley,K.W., Barker,L.P., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2016-01-07T01:19:52.490Z,Mycobacterium phage Tiffany,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Gettysburg, PA",PA,Mycobacterium,,2013-10-01,,ViralProj307715
GCF_001501055.1,,"Woznica,W., Dabrowski,K., Glowacka,A., Izak,D., Hejnowicz,M., Gawor,J., Gromadka,R., Weber-Dabrowska,B., Lobocka,M.B., Lobocka,M.",2016-01-07T01:18:43.270Z,Pseudomonas virus PS44,Pbunavirus,Myoviridae,dsDNA,RefSeq,,,,,Pseudomonas aeruginosa,,,,ViralProj307711
