phage_id	Assembly.NCBI	SRA_Accession.NCBI	Submitters.NCBI	Release_Date.NCBI	Species.NCBI	Genus.NCBI	Family.NCBI	Molecule_type.NCBI	Sequence_Type.NCBI	Geo_Location.NCBI	USA.NCBI	Host.NCBI	Isolation_Source.NCBI	Collection_Date.NCBI	BioSample.NCBI	GenBank_Title.NCBI
PHAGE-0622	GCF_001502695.1		Tong,Y., Kang,H., Xu,X., Zhang,Y., Wang,W., An,X., Zhang,Z., Mi,Z.	2016-01-07T01:47:56.123Z	Staphylococcus phage IME-SA4		Siphoviridae	dsDNA	RefSeq	China		Staphylococcus haemolyticus		41920		ViralProj307761
PHAGE-0623	GCF_001502835.1		Tong,Y., Zhang,X., An,X., Mi,Z.	2016-01-07T01:49:38.357Z	Enterococcus phage vB_EfaS_IME198	Saphexavirus	Siphoviridae	dsDNA	RefSeq	China		Enterococcus faecalis				ViralProj307789
PHAGE-0624	GCF_001502895.2		Keen,E.C., Bliskovsky,V.V., Malagon,F., Baker,J.D., Prince,J.S., Klaus,J.S., Adhya,S.L.	2019-03-06T18:15:02.443Z	Escherichia virus SUSP2	Suspvirus	Myoviridae	dsDNA	RefSeq	USA		Escherichia coli str. K-12 substr. MG1655		41898		ViralProj307801
PHAGE-0625	GCF_001502995.1		Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.	2016-01-07T01:52:37.780Z	Pseudomonas virus DL62	Phikmvvirus	Autographiviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PAO1				ViralProj307821
PHAGE-0626	GCF_001503015.1		Botka,T., Ruzickova,V., Konecna,H., Pantucek,R., Rychlik,I., Zdrahal,Z., Petras,P., Doskar,J.	2016-01-07T01:52:58.327Z	Staphylococcus phage B166	Phietavirus	Siphoviridae	dsDNA	RefSeq	Czech Republic		Staphylococcus aureus		41030		ViralProj307825
PHAGE-0627	GCF_001503035.1		Carstens,A.B., Kot,W., Hansen,L.H.	2016-01-07T01:53:48.313Z	Escherichia virus JenP1	Nonagvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli	feces			ViralProj307829
PHAGE-0628	GCF_001503095.1		Santiago-Rodriguez,T.M., Naidu,M., Jones,M.B., Ly,M., Pride,D.T.	2016-01-07T01:53:48.293Z	Staphylococcus phage 3MRA	Phietavirus	Siphoviridae	dsDNA	RefSeq	USA		Staphylococcus aureus	blood			ViralProj307845
PHAGE-0629	GCF_001503215.1		Fan,H., Huang,Y., Mi,Z., Yin,X., Wang,L., Zhang,Z., An,X., Chen,J., Tong,Y.	2016-01-07T01:55:38.570Z	Stenotrophomonas virus IME13	Tulanevirus	Myoviridae	dsDNA	RefSeq	China		Stenotrophomonas maltophilia		2011-05		ViralProj307871
PHAGE-0630	GCF_001503255.1		Mercanti,D.J., Rousseau,G.M., Capra,M.L., Quiberoni,A., Tremblay,D.M., Labrie,S.J., Moineau,S.	2016-01-07T01:56:43.633Z	Lactobacillus phage CL2		Siphoviridae	dsDNA	RefSeq			Lactobacillus paracasei				ViralProj307879
PHAGE-0631	GCF_001503435.1		Cao,F., Wang,X., Li,Z., Wang,L., Xu,Y.	2016-01-07T01:59:48.313Z	Klebsiella virus 1513	Webervirus	Drexlerviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae		41282		ViralProj307915
PHAGE-0632	GCF_001503495.1		Dreiseikelmann,B., Bunk,B., Rohde,M., Wittmann,J.	2016-01-07T02:00:48.380Z	Achromobacter virus JWX	Steinhofvirus	Siphoviridae	dsDNA	RefSeq	Germany		Achromobacter xylosoxidans		2012		ViralProj307927
PHAGE-0633	GCF_001503515.1		Magill,D.J., Shaburova,O.V., Chesnokova,E.N., Pleteneva,E.A., Krylov,V.N., Kulakov,L.A.	2016-01-07T02:01:43.417Z	Pseudomonas virus CHU	Bruynoghevirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj307931
PHAGE-0634	GCF_001503575.1		Kim,Y., Shin,H., Ryu,S.	2016-01-07T02:02:40.470Z	Cronobacter phage S13		Myoviridae	dsDNA	RefSeq			Cronobacter sakazakii				ViralProj307943
PHAGE-0635	GCF_001503615.1		Sepulveda-Robles,O., Kameyama,L., Guarneros,G.	2016-01-07T02:02:53.473Z	Pseudomonas virus PaMx11	Abidjanvirus	Siphoviridae	dsDNA	RefSeq	Mexico: Queretaro		Pseudomonas aeruginosa		2006		ViralProj307951
PHAGE-0636	GCF_001503655.1		Chen,M., Xu,J., Yao,H., Lu,C., Zhang,W.	2016-01-07T02:04:23.670Z	Escherichia virus P483	Berlinvirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli	feces			ViralProj307959
PHAGE-0637	GCF_001503695.1		Kaliniene,L., Meskys,R., Simoliunas,E., Zajanckauskaite,A., Truncaite,L.	2016-01-07T02:05:09.580Z	Escherichia virus VR20	Gaprivervirus	Myoviridae	dsDNA	RefSeq	Lithuania		Escherichia coli				ViralProj307967
PHAGE-0638	GCF_001503795.1		Zhao,X.	2016-01-07T02:07:00.587Z	Enterobacter virus Eap1	Eapunavirus	Autographiviridae	dsDNA	RefSeq			Klebsiella aerogenes				ViralProj308017
PHAGE-0639	GCF_001503835.1		Carstens,A.B., Kot,W., Hansen,L.H.	2016-01-07T02:07:53.823Z	Escherichia virus JenK1	Nonagvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli	feces			ViralProj307830
PHAGE-0640	GCF_001504035.1		Esposito,D., Schmidt,B.J., Bloom,F.R., Christie,G.E.	2016-01-07T02:10:46.203Z	Escherichia virus Wphi	Peduovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli W				ViralProj307874
PHAGE-0641	GCF_001504055.1		Mercanti,D.J., Rousseau,G.M., Capra,M.L., Quiberoni,A., Tremblay,D.M., Labrie,S.J., Moineau,S.	2016-01-07T02:12:13.847Z	Lactobacillus phage iA2		Siphoviridae	dsDNA	RefSeq			Lactobacillus paracasei				ViralProj307878
PHAGE-0642	GCF_001504075.1		Kornyenko,M.A., Ilyina,E.N.	2016-01-07T02:11:43.763Z	Staphylococcus phage StB20-like		Siphoviridae	dsDNA	RefSeq			Staphylococcus epidermidis 36-1				ViralProj307882
PHAGE-0643	GCF_001504115.1		Pan,X., Cui,X., Zhang,F., He,Y., Li,L., Yang,H.	2016-01-07T02:12:44.100Z	Pseudomonas phage K8	Pakpunavirus	Myoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa PAK				ViralProj307890
PHAGE-0644	GCF_001504255.1		Khalifa,L., Brosh,Y., Gelman,D., Coppenhagen-Glazer,S., Beyth,S., Poradosu-Cohen,R., Que,Y.A., Beyth,N., Hazan,R.	2016-01-07T02:15:38.827Z	Enterococcus virus EFDG1	Schiekvirus	Herelleviridae	dsDNA	RefSeq	Israel		Enterococcus faecalis		41914		ViralProj307918
PHAGE-0645	GCF_001504295.1		Dreiseikelmann,B., Bunk,B., Rohde,M., Wittmann,J.	2016-01-07T02:15:48.770Z	Achromobacter virus 83-24	Steinhofvirus	Siphoviridae	dsDNA	RefSeq	France		Achromobacter xylosoxidans		1983		ViralProj307926
PHAGE-0646	GCF_001504335.1		Chang,Y., Shin,H., Lee,J.H., Park,C.J., Paik,S.Y., Ryu,S.	2016-01-07T02:17:08.950Z	Staphylococcus phage SA97	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus subsp. aureus RN4220				ViralProj307934
PHAGE-0647	GCF_001504355.1		Lee,J.-H., Lee,D.H., Lee,H., Park,E.A., Ryu,S.	2016-01-07T02:18:24.297Z	Escherichia virus HY02	Felixounavirus	Myoviridae	dsDNA	RefSeq			Escherichia coli O157:H7	feces			ViralProj307938
PHAGE-0648	GCF_001504415.1		Sepulveda-Robles,O., Kameyama,L., Guarneros,G.	2016-01-07T02:18:33.850Z	Pseudomonas virus PaMx28	Pamexvirus	Siphoviridae	dsDNA	RefSeq	Mexico: Queretaro		Pseudomonas aeruginosa		2006		ViralProj307950
PHAGE-0649	GCF_001504455.1		Chen,M., Xu,J., Yao,H., Lu,C., Zhang,W.	2016-01-07T02:19:23.980Z	Escherichia virus P694	Berlinvirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli	feces			ViralProj307958
PHAGE-0650	GCF_001504495.1		Kaliniene,L., Meskys,R., Simoliunas,E., Zajanckauskaite,A., Truncaite,L.	2016-01-07T02:20:00.693Z	Escherichia virus VR25	Gaprivervirus	Myoviridae	dsDNA	RefSeq	Lithuania		Escherichia coli		2007		ViralProj307966
PHAGE-0651	GCF_001504575.1		Li,E., Zhao,J., Ma,Y., Wei,X., Li,H., Lin,W., Wang,X., Li,C., Shen,Z., Zhao,R., Jiang,A., Yang,H., Yuan,J., Zhao,X.	2016-01-07T02:22:13.923Z	Achromobacter phage phiAxp-1		Siphoviridae	dsDNA	RefSeq	China		Achromobacter xylosoxidans		41760	SAMN03268407	ViralProj308016
PHAGE-0652	GCF_001504615.1		Botka,T., Ruzickova,V., Konecna,H., Pantucek,R., Rychlik,I., Zdrahal,Z., Petras,P., Doskar,J.	2016-01-07T02:23:08.720Z	Staphylococcus phage B236	Phietavirus	Siphoviridae	dsDNA	RefSeq	Czech Republic		Staphylococcus aureus		41275		ViralProj307824
PHAGE-0653	GCF_001504635.1		Carstens,A.B., Kot,W., Hansen,L.H.	2016-01-07T02:23:24.160Z	Escherichia virus JenP2	Nonagvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli	feces			ViralProj307828
PHAGE-0654	GCF_001504655.1		Delisle,A.L., Guo,M., Chalmers,N.I., Barcak,G.J., Rousseau,G.M., Moineau,S., Chalmers,N., Barcak,G.	2016-01-07T02:23:59.500Z	Streptococcus phage M102AD		Siphoviridae	dsDNA	RefSeq			Streptococcus mutans				ViralProj307832
PHAGE-0655	GCF_001504695.1		Santiago-Rodriguez,T.M., Naidu,M., Jones,M.B., Ly,M., Pride,D.T.	2016-01-07T02:24:53.970Z	Staphylococcus phage 23MRA	Biseptimavirus	Siphoviridae	dsDNA	RefSeq	USA		Staphylococcus aureus	blood			ViralProj307844
PHAGE-0656	GCF_001504855.1		Mercanti,D.J., Rousseau,G.M., Capra,M.L., Quiberoni,A., Tremblay,D.M., Labrie,S.J., Moineau,S.	2016-01-07T02:26:43.977Z	Lactobacillus phage iLp1308		Siphoviridae	dsDNA	RefSeq			Lactobacillus paracasei				ViralProj307876
PHAGE-0657	GCF_001504875.1		Mercanti,D.J., Rousseau,G.M., Capra,M.L., Quiberoni,A., Tremblay,D.M., Labrie,S.J., Moineau,S.	2016-01-07T02:27:34.283Z	Lactobacillus phage CL1		Siphoviridae	dsDNA	RefSeq			Lactobacillus paracasei				ViralProj307880
PHAGE-0658	GCF_001505075.1		Casey,A., Jordan,K., Coffey,A., McAuliffe,O.	2016-01-07T02:31:19.060Z	Listeria phage vB_LmoS_293		Siphoviridae	dsDNA	RefSeq			Listeria monocytogenes				ViralProj307920
PHAGE-0659	GCF_001505215.1		Sepulveda-Robles,O., Kameyama,L., Guarneros,G.	2016-01-07T02:33:54.110Z	Pseudomonas virus PaMx74	Pamexvirus	Siphoviridae	dsDNA	RefSeq	Mexico: Distrito Federal		Pseudomonas aeruginosa		2006		ViralProj307948
PHAGE-0660	GCF_001505235.1		Castro-Nallar,E., Chen,H., Gladman,S., Moore,S.C., Seemann,T., Powell,I.B., Hillier,A., Crandall,K.A., Chandry,P.S.	2016-01-07T02:34:42.377Z	Lactococcus virus ASCC191	Skunavirus	Siphoviridae	dsDNA	RefSeq	Australia		Lactococcus lactis		1993		ViralProj307952
PHAGE-0661	GCF_001505295.1		Wirjon,I.A., Mat Arip,Y.	2016-01-07T02:34:44.270Z	Proteus phage pPM_01		Siphoviridae	dsDNA	RefSeq			Proteus mirabilis				ViralProj307964
PHAGE-0662	GCF_001505315.1		Kaliniene,L., Meskys,R., Simoliunas,E., Zajanckauskaite,A., Truncaite,L.	2016-01-07T02:35:43.763Z	Escherichia virus VR5	Dhakavirus	Myoviridae	dsDNA	RefSeq	Lithuania		Escherichia coli		2007		ViralProj307968
PHAGE-0663	GCF_001505515.1		Mercanti,D.J., Rousseau,G.M., Capra,M.L., Quiberoni,A., Tremblay,D.M., Labrie,S.J., Moineau,S.	2016-01-07T02:39:24.187Z	Lactobacillus phage iLp84		Siphoviridae	dsDNA	RefSeq			Lactobacillus paracasei				ViralProj307877
PHAGE-0664	GCF_001505555.1		Dyson,Z.A., Seviour,R.J., Tucci,J., Petrovski,S.	2016-01-07T02:40:30.257Z	Pseudomonas virus PAE1	Yuavirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj307885
PHAGE-0665	GCF_001505695.1		Brown,T.L., Petrovski,S., Dyson,Z.A., Seviour,R., Tucci,J., Seviour,R.J.	2016-01-07T02:41:59.257Z	Propionibacterium phage PAC1	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes	skin			ViralProj307913
PHAGE-0666	GCF_001505715.1		Xu,J., Chen,M., Zhang,W.	2016-01-07T02:42:39.310Z	Escherichia virus 172-1	Kuravirus	Podoviridae	dsDNA	RefSeq			Escherichia coli	feces			ViralProj307917
PHAGE-0667	GCF_001505735.1		Casey,A., Jordan,K., Coffey,A., McAuliffe,O.	2016-01-07T02:42:29.283Z	Listeria phage vB_LmoS_188		Siphoviridae	dsDNA	RefSeq			Listeria monocytogenes				ViralProj307921
PHAGE-0668	GCF_001505875.1		Sepulveda-Robles,O., Kameyama,L., Guarneros,G.	2016-01-07T02:45:24.277Z	Pseudomonas phage PaMx42	Septimatrevirus	Siphoviridae	dsDNA	RefSeq	Mexico: Distrito Federal		Pseudomonas aeruginosa		2006		ViralProj307949
PHAGE-0669	GCF_001505955.1		Kaliniene,L., Meskys,R., Simoliunas,E., Zajanckauskaite,A., Truncaite,L.	2016-01-07T02:47:19.320Z	Escherichia virus VR26	Gaprivervirus	Myoviridae	dsDNA	RefSeq	Lithuania		Escherichia coli				ViralProj307965
PHAGE-0670	GCF_001507495.1		Baugher,J.L., Durmaz,E., Klaenhammer,T.R.	2016-01-08T01:03:56.873Z	Lactobacillus phage phi jlb1		Myoviridae	dsDNA	RefSeq			Lactobacillus gasseri ADH				ViralProj249087
PHAGE-0671	GCF_001550825.1		Drulis-Kawa,Z., Kesik-Szeloch,A., Maciaszczyk-Dziubinska,E., Kropinski,A.M.	2016-02-07T01:01:57.927Z	Klebsiella virus KP36	Webervirus	Drexlerviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ViralProj310887
PHAGE-0672	GCF_001551025.1		Bollivar,D.W., Bernardoni,B., Bockman,M.R., Miller,B.M., Russell,D.A., Delesalle,V.A., Krukonis,G.P., Hatfull,G.F., Cross,M.R., Szewczyk,M.M., Eppurath,A.	2016-02-07T01:02:25.167Z	Rhodobacter virus RcTitan	Titanvirus	Siphoviridae	dsDNA	RefSeq	USA: Bloomington, IL	IL	Rhodobacter capsulatus YW1		41297		ViralProj310927
PHAGE-0673	GCF_001551085.1		Liu,M., Bischoff,K.M., Gill,J.J., Mire-Criscione,M.D., Berry,J.D., Young,R., Summer,E.J., Berry,J., Young,R. III	2016-02-07T01:02:32.073Z	Lactobacillus phage LfeInf		Herelleviridae	dsDNA	RefSeq			Lactobacillus fermentum				ViralProj310939
PHAGE-0674	GCF_001551125.1		Zhao,X.	2016-02-07T01:02:37.713Z	Achromobacter phage phiAxp-2		Siphoviridae	dsDNA	RefSeq			Achromobacter xylosoxidans				ViralProj310951
PHAGE-0675	GCF_001551345.1		Kornyenko,M.A., Ilyina,E.N., Manolov,A.I., Kanygina,A.V.	2016-02-07T01:03:04.050Z	Staphylococcus phage SPbeta-like		Siphoviridae	dsDNA	RefSeq			Staphylococcus epidermidis 36-1				ViralProj310925
PHAGE-0676	GCF_001551385.1		Gu,J., Li,X., Yang,M., Du,C., Cui,Z., Gong,P., Xia,F., Song,J., Zhang,L., Li,J., Yu,C., Sun,C., Feng,X., Lei,L., Han,W.	2016-02-07T01:03:08.967Z	Pseudomonas phage YH30	Litunavirus	Podoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa		41283		ViralProj310933
PHAGE-0677	GCF_001551405.1		Dreiseikelmann,B., Bunk,B., Rohde,M., Wittmann,J.	2016-02-07T01:03:10.600Z	Achromobacter phage JWF		Siphoviridae	dsDNA	RefSeq	Germany		Achromobacter xylosoxidans		2012		ViralProj310937
PHAGE-0678	GCF_001551425.1		Liu,M., Bischoff,K.M., Gill,J.J., Mire-Criscione,M.D., Berry,J.D., Young,R., Summer,E.J., Berry,J., Young,R. III	2016-02-07T01:03:14.910Z	Lactobacillus phage LfeSau		Siphoviridae	dsDNA	RefSeq			Lactobacillus fermentum				ViralProj310941
PHAGE-0679	GCF_001551685.1		Dalmasso,M., Strain,R., Neve,H., Franz,C.M., Cousin,F.J., Ross,R.P., Hill,C.	2016-02-07T01:03:38.520Z	Escherichia virus APCEc01	Mosigvirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj310928
PHAGE-0680	GCF_001551785.1		Lu,S., Shen,M., Le,S., Li,G., Tan,Y., Zhao,X., Wang,J., Shen,W., Guo,K., Yang,Y., Zhu,H., Li,S., Li,M., Zhu,J., Rao,X., Hu,F.	2016-02-07T01:03:49.223Z	Pseudomonas phage PaoP5	Pakpunavirus	Myoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa PAO1		41927	SAMN04088574	ViralProj310952
PHAGE-0681	GCF_001736375.1		Bondy-Denomy,J., Maughan,H., Gong,Y., Guttman,D.S., Davidson,A.R., Maxwell,K.L.	2016-09-21T01:02:12.847Z	Pseudomonas phage JBD69	Casadabanvirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PA14				ViralProj343522
PHAGE-0682	GCF_001736395.1		Croucher,N.J., Mostowy,R., Wymant,C., Turner,P., Bentley,S.D., Fraser,C.	2016-09-21T01:02:15.907Z	Streptococcus phage phiARI0923		Siphoviridae	dsDNA	RefSeq			Streptococcus pneumoniae				ViralProj343526
PHAGE-0683	GCF_001736495.1		van Belkum,A., Soriaga,L.B., LaFave,M.C., Akella,S., Veyrieras,J.B., Barbu,E.M., Shortridge,D., Blanc,B., Hannum,G., Zambardi,G., Miller,K., Enright,M.C., Mugnier,N., Brami,D., Schicklin,S., Felderman,M., Schwartz,A.S., Richardson,T.H., Peterson,T.C., Hubby,B., Cady,K.C., Soriaga,L., Veyrieras,J.-B., Schwartz,A.	2016-09-21T01:02:25.867Z	Pseudomonas virus phi3	Phitrevirus	Myoviridae	dsDNA	RefSeq	France		Pseudomonas aeruginosa		1992		ViralProj343490
PHAGE-0684	GCF_001736575.1		Li,L., Pan,X., Yang,H.	2016-09-21T01:02:34.090Z	Pseudomonas phage K5	Pakpunavirus	Myoviridae	dsDNA	RefSeq	China: Tianjin		Pseudomonas aeruginosa PAK				ViralProj343517
PHAGE-0685	GCF_001736595.1		Bondy-Denomy,J., Maughan,H., Gong,Y., Guttman,D.S., Davidson,A.R., Maxwell,K.L.	2016-09-21T01:02:37.267Z	Pseudomonas phage JBD93	Casadabanvirus	Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PA14				ViralProj343521
PHAGE-0686	GCF_001736915.1		van Belkum,A., Soriaga,L.B., LaFave,M.C., Akella,S., Veyrieras,J.B., Barbu,E.M., Shortridge,D., Blanc,B., Hannum,G., Zambardi,G., Miller,K., Enright,M.C., Mugnier,N., Brami,D., Schicklin,S., Felderman,M., Schwartz,A.S., Richardson,T.H., Peterson,T.C., Hubby,B., Cady,K.C., Soriaga,L., Veyrieras,J.-B., Schwartz,A.	2016-09-21T01:03:07.570Z	Pseudomonas phage phi2		Siphoviridae	dsDNA	RefSeq	France		Pseudomonas aeruginosa		1992		ViralProj343483
PHAGE-0687	GCF_001736955.1		Lee,O.H., Kim,D.W.	2016-09-21T01:03:10.617Z	Bacillus virus SPG24	Nitunavirus	Herelleviridae	dsDNA	RefSeq	South Korea:Jeonnam, Muan		Bacillus subtilis				ViralProj343492
PHAGE-0688	GCF_001736955.2		Lee,O.H., Kim,D.W.	2021-03-08T13:50:39.343Z	Bacillus virus SPG24	Nitunavirus	Herelleviridae	dsDNA	RefSeq	South Korea:Jeonnam, Muan		Bacillus subtilis				ASM173695v2
PHAGE-0689	GCF_001737055.1		Bondy-Denomy,J., Maughan,H., Gong,Y., Guttman,D.S., Davidson,A.R., Maxwell,K.L.	2016-09-21T01:03:20.680Z	Pseudomonas phage JBD44		Siphoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PA14				ViralProj343523
PHAGE-0690	GCF_001737115.1		Hsieh,S.E., Tseng,Y.H., Lo,H.H., Chen,S.T., Wu,C.N., Hsieh,S.-E., Wu,C.-N., Lo,H.-H., Chen,S.-T., Tseng,Y.-H.	2016-09-21T01:03:24.187Z	Staphylococcus virus Stau2	Silviavirus	Herelleviridae	dsDNA	RefSeq	Taiwan: Taichung		Staphylococcus aureus				ViralProj343535
PHAGE-0691	GCF_001743535.1		Chen,C., Kittichotirat,W., Si,Y., Bumgarner,R.	2016-09-25T01:02:13.183Z	Aggregatibacter phage S1249		Myoviridae	dsDNA	RefSeq			Aggregatibacter actinomycetemcomitans D11S-1			SAMN02604243	ViralProj41333
PHAGE-0692	GCF_001743695.1		Kwiatek,M., Parasion,S., Miziak,L., Gryko,R., Lobocka,M.B., Mizak,L., Grykp,R.	2016-09-25T01:02:43.903Z	Pseudomonas virus MAG1	Pakpunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj344113
PHAGE-0693	GCF_001743715.1		McDonnell,B., Mahony,J., Neve,H., Hanemaaijer,L., Noben,J.P., Kouwen,T., van Sinderen,D., Noben,J.-P.	2016-09-25T01:02:36.980Z	Streptococcus virus 9874		Siphoviridae	dsDNA	RefSeq	Netherlands		Streptococcus thermophilus		39569		ViralProj344117
PHAGE-0694	GCF_001743815.1		Silva,E., Huang,K., Khatt,A., Kompella,H., Trans,E., Capati,S., Reddi,K., Bowman,C., Mould,D., Hatfull,G.F., Moberg-Parker,J.	2016-09-25T01:02:57.373Z	Propionibacterium phage Moyashi	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41743		ViralProj344142
PHAGE-0695	GCF_001743835.1		Lavysh,D., Sokolova,M., Minakhin,L., Yakunina,M., Artamonova,T., Kozyavkin,S., Makarova,K.S., Koonin,E.V., Severinov,K.	2016-09-25T01:02:55.907Z	Bacillus phage AR9		Myoviridae	dsDNA	RefSeq			Bacillus subtilis subsp. subtilis str. 168				ViralProj344146
PHAGE-0696	GCF_001743875.1		Oliveira,J., van Sinderen,D.	2016-09-25T01:03:02.443Z	Lactococcus phage 28201		Siphoviridae	dsDNA	RefSeq			Lactococcus lactis				ViralProj344156
PHAGE-0697	GCF_001743895.1		Turner,D., Wand,M.E., Sutton,J.M., Centron,D., Kropinski,A.M., Reynolds,D.M.	2016-09-25T01:03:11.167Z	Acinetobacter phage vB_AbaS_TRS1	Vieuvirus	Siphoviridae	dsDNA	RefSeq			Acinetobacter baumannii A118				ViralProj344160
PHAGE-0698	GCF_001743935.1		Lopez,M.E.S., Batalha,L.S., Vidigal,P.M.P., Albino,L.A.A., Boggione,D.G., Gontijo,M.T.P., Bazolli,D.M.S., Mendonca,R.C.S.	2016-09-25T01:03:03.997Z	Escherichia phage UFV-AREG1	Tequatrovirus	Myoviridae	dsDNA	RefSeq	Brazil		Escherichia coli O157		2010		ViralProj344169
PHAGE-0699	GCF_001743955.1		Magill,D.J., Krylov,V.N., Shaburova,O.V., Pleteneva,E.A., McGrath,J.W., Quinn,J.P., Kulakov,L.A.	2016-09-25T01:03:11.813Z	Pseudomonas virus phiMK	Pakpunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj344174
PHAGE-0700	GCF_001744015.1		Millen,A.M., Romero,D.A., Tremblay,D., Labrie,S., Fengler,K.A., Roos,P.	2016-09-25T01:03:14.960Z	Lactococcus phage M6165	Ceduovirus	Siphoviridae	dsDNA	RefSeq	USA		Lactococcus lactis		2012		ViralProj344186
PHAGE-0701	GCF_001744035.1		Millen,A.M., Romero,D.A., Tremblay,D., Labrie,S., Fengler,K.A., Roos,P.	2016-09-25T01:03:19.370Z	Lactococcus phage D4410	Ceduovirus	Siphoviridae	dsDNA	RefSeq	France		Lactococcus lactis		2003		ViralProj344190
PHAGE-0702	GCF_001744055.1		Paradiso,R., Orsini,M., Borriello,G., Galiero,G.	2016-09-25T01:03:18.440Z	Escherichia virus 64795ec1	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	Italy		Escherichia coli		41897		ViralProj344194
PHAGE-0703	GCF_001744175.1		Santiago-Rodriguez,T.M., Ly,M., Pride,D.T., Toranzos,G.A.	2016-09-25T01:03:27.577Z	Enterococcus virus SANTOR1	Efquatrovirus	Siphoviridae	dsDNA	RefSeq			Enterococcus faecalis ATCC 19433				ViralProj344220
PHAGE-0704	GCF_001744235.1		Duarte,V.S., Dias,R.S., Kropinski,A.M., Vidigal,P.M.P., Silva,C.C., Souza,F.O., Xavier,A.S., Teixeira,J.S., de Paula,S.O.	2016-09-25T01:03:32.403Z	Escherichia phage vB_EcoM-UFV13	Tequatrovirus	Myoviridae	dsDNA	RefSeq	Brazil		Escherichia coli		2012		ViralProj344086
PHAGE-0705	GCF_001744375.1		Kwiatek,M., Parasion,S., Miziak,L., Gryko,R., Lobocka,M.B.	2016-09-25T01:03:45.980Z	Pseudomonas phage vB_PaeP_MAG4	Litunavirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj344114
PHAGE-0706	GCF_001744395.1		McDonnell,B., Mahony,J., Neve,H., Hanemaaijer,L., Noben,J.P., Kouwen,T., van Sinderen,D., Noben,J.-P.	2016-09-25T01:03:59.360Z	Streptococcus virus 9872		Siphoviridae	dsDNA	RefSeq	Netherlands		Streptococcus thermophilus		39569		ViralProj344118
PHAGE-0707	GCF_001744475.1		Lee,J.-H., Park,E.-A., Lee,D.-H.	2016-09-25T01:03:55.570Z	Klebsiella virus PKP126	Webervirus	Drexlerviridae	dsDNA	RefSeq			Klebsiella pneumoniae KCTC 2242				ViralProj344136
PHAGE-0708	GCF_001744495.1		Mould,D., Bucko,H., Mayorga,A., Phan,B., Capati,S., Reddi,K., Bowman,C., Hatfull,G.F., Moberg-Parker,J.	2016-09-25T01:03:57.580Z	Propionibacterium phage Enoki	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41733		ViralProj344143
PHAGE-0709	GCF_001744535.1		Oliveira,J., van Sinderen,D.	2016-09-25T01:04:01.947Z	Lactococcus phage 98201		Siphoviridae	dsDNA	RefSeq			Lactococcus lactis				ViralProj344152
PHAGE-0710	GCF_001744595.1		Truncaite,L., Kaliniene,L., Zajanckauskaite,A., Meskys,R.	2016-09-25T01:04:05.510Z	Escherichia virus NBD2	Vilniusvirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli				ViralProj344166
PHAGE-0711	GCF_001744695.1		Millen,A.M., Romero,D.A., Tremblay,D., Labrie,S., Fengler,K.A., Roos,P.	2016-09-25T01:04:12.983Z	Lactococcus phage M6162	Ceduovirus	Siphoviridae	dsDNA	RefSeq	USA		Lactococcus lactis		2012		ViralProj344187
PHAGE-0712	GCF_001744895.1		Dieterle,M.E., Bowman,C., Russell,D., Hatfull,G.F., Piuri,M.	2016-09-25T01:04:25.797Z	Lactobacillus phage PLE3		Siphoviridae	dsDNA	RefSeq	Argentina		Lactobacillus casei BL23				ViralProj344088
