Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014982-AKE	S700016069-AKE	S700016160-AKE	S700016325-AKE	S700016366-AKE	S700016582-AKE	S700016637-AKE	S700016939-AKE	S700021866-AKE	S700021904-AKE	S700023003-AKE	S700023086-AKE	S700023220-AKE	S700023253-AKE	S700023410-AKE	S700023467-AKE	S700023521-AKE	S700023568-AKE	S700023778-AKE	S700023835-AKE	S700023892-AKE	S700023958-AKE	S700024015-AKE	S700024056-AKE	S700024119-AKE	S700024177-AKE	S700024223-AKE	S700024282-AKE	S700024330-AKE	S700024369-AKE	S700024423-AKE	S700024482-AKE	S700024531-AKE	S700024578-AKE	S700024627-AKE	S700024663-AKE	S700024723-AKE	S700024780-AKE	S700024817-AKE	S700024894-AKE	S700024938-AKE	S700024988-AKE	S700033008-AKE	S700033171-AKE	S700033465-AKE	S700033767-AKE	S700037064-AKE	S700037212-AKE	S700037460-AKE	S700037572-AKE	S700037724-AKE	S700038043-AKE	S700038239-AKE	S700038376-AKE	S700038462-AKE	S700038510-AKE	S700038558-AKE	S700038606-AKE	S700038714-AKE	S700038773-AKE	S700038990-AKE	S700095390-AKE	S700095447-AKE	S700097271-AKE	S700097331-AKE	S700097668-AKE	S700098307-AKE	S700098399-AKE	S700098972-AKE	S700099039-AKE	S700099099-AKE	S700099627-AKE	S700099783-AKE	S700100267-AKE	S700101675-AKE	S700102279-AKE	S700102625-AKE	S700102942-AKE	S700103317-AKE	S700103458-AKE	S700103597-AKE	S700103633-AKE	S700103684-AKE	S700105077-AKE	S700105136-AKE	S700105193-AKE	S700105250-AKE	S700105384-AKE	S700105429-AKE	S700105504-AKE	S700105602-AKE	S700105658-AKE	S700105697-AKE	S700105818-AKE	S700105868-AKE	S700105916-AKE	S700105948-AKE	S700106372-AKE	S700106424-AKE	S700106532-AKE	S700106591-AKE	S700106627-AKE	S700106675-AKE	S700106849-AKE	S700106888-AKE	S700106958-AKE	S700113083-AKE	S700113130-AKE	S700113515-AKE	S700113590-AKE	S700113628-AKE	S700113686-AKE	S700113830-AKE	S700113944-AKE	S700114029-AKE	S700114137-AKE	S700114201-AKE	S700114258-AKE	S700114399-AKE	S700114470-AKE	S700114529-AKE	S700114570-AKE	S700114627-AKE	S700114691-AKE	S700114739-AKE	S700114789-AKE	S700114846-AKE	S700114894-AKE	S700114951-AKE	S700114999-AKE	S700116229-AKE	S700116316-AKE	S700116370-AKE	S700116580-AKE	S700116631-AKE	S700116790-AKE	S700116850-AKE	S700117012-AKE	S700117672-AKE	S700117729-AKE	S700117840-AKE	S700117966-AKE	S700118450-AKE
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-219	species	219	2502		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.049	0.0	0.0	0.024	0.0	0.0	0.026	0.0	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	2.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.019	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-221	species	221	2504		0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.026	0.088	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.006	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.438	0.0	0.103	0.038	0.144	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.027	0.03	0.496	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.783	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.062	0.091	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.01	0.0	0.054	0.021	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Novosphingobium;humi	species	006	2297		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.533
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Novosphingobium;panipatense	species	342	2622		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.013	0.0	0.0	0.0	0.0	0.069	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	022	2313		0.01	0.0	0.0	0.0	0.008	0.0	0.0	0.091	0.048	0.012	0.13	0.057	0.0	0.062	0.018	0.079	0.039	0.073	0.0	0.096	0.026	0.0	0.123	0.0	0.219	0.132	0.036	0.483	0.178	0.133	0.011	0.007	0.036	0.324	0.0	0.0	0.0	0.0	0.015	0.0	0.012	0.146	0.0	0.0	0.013	0.148	1.223	0.0	0.359	0.033	0.204	12.134	0.271	0.152	12.434	0.0	0.0	0.0	0.284	0.0	0.0	0.0	0.0	0.349	0.0	0.009	0.068	0.0	0.0	0.02	0.0	0.192	0.0	0.296	0.046	0.066	0.0	0.0	0.604	0.218	0.0	1.818	0.0	0.033	0.028	0.035	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.195	0.021	1.374	0.482	0.144	0.038	0.0	0.311	0.062	0.245	0.012	0.18	0.0	0.026	0.11	0.095	0.0	0.131	0.221	0.0	3.273	0.0	0.0	0.135	0.077	0.0	0.059	0.61	0.0	0.07	0.065	0.0	0.205	0.0	0.008	0.01	0.102	0.009	0.207	0.0	0.0	0.109	0.201	0.021	0.032	0.009	0.037	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;sp. HMT-406	species	406	2671		0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.044	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.014	0.012	0.0	0.04	0.012	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.026	0.0	0.007	0.077	0.01	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.022	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;ebreus	species	209	2492		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.019	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.0	0.036	0.0	0.0	0.071	0.022	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.015	0.014	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.065	0.016	0.0	0.0	0.026	0.276	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.017	0.158	0.0	0.049	1.982	0.016	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.044	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;testosteroni	species	858	3006		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.558	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	023	2314		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.462	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577	2792		0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.101	0.0	0.249	0.0	0.013	0.116	0.0	0.0	0.048	0.0	0.0	0.041	0.0	0.121	0.0	0.024	0.022	0.0	0.088	0.011	0.013	0.096	0.003	0.0	0.0	0.03	0.0	0.0	0.0	0.012	0.049	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.187	0.0	0.099	0.013	0.076	0.048	0.0	0.0	0.166	0.489	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.02	0.0	0.0	0.011	0.0	0.014	0.034	0.034	0.026	0.016	0.04	0.0	0.046	0.0	0.0	0.0	0.0	0.032	0.0	0.226	0.0	0.0	0.021	0.041	0.016	0.026	0.038	0.0	0.0	0.031	0.016	0.0	0.012	0.0	0.039	0.016	0.016	0.0	0.044	0.028	0.62	0.034	0.815	0.0	0.022	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.009	0.0	0.016	0.0	0.0	0.549	0.01	0.0	0.028	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582	2796		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.014	0.073	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.008	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.893	0.005	0.013	0.0	0.0	0.0	0.031	0.0	0.004	0.024	0.0	0.117	0.0	0.0	0.0	0.026	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.188	0.007	0.02	0.007	0.0	0.0	0.0	0.013	0.048	0.012	0.0	0.0	0.0	0.436	0.0	0.0	0.0	0.015	0.0	0.048	0.064	0.054	0.027	0.0	0.023	0.0	0.059	0.056	0.0	0.295	0.0	0.007	0.0	0.413	0.0	0.175	0.06	0.271	0.0	0.0	0.0	0.324	0.05	0.0	0.013	0.0	1.614	0.016	0.026	0.0	0.188	1.576	0.052	1.886	0.007	0.058	0.01	0.071	1.05	0.0	0.0	0.028	0.072	0.012	0.0	0.009	0.023	0.0	0.0	0.0	0.015	0.021	0.0	0.039	0.0	0.493	0.044	0.0	0.069	0.0	0.972	0.974	0.033	0.06	0.014	0.012	0.012	0.0	0.403	0.062	0.303	0.0	2.931	0.0	0.0	0.052	3.626	0.032	0.013	0.038	0.093	0.055	0.008	0.098	0.0	0.036	0.0	1.776	0.0	0.0	0.0	0.123	0.11	0.28	0.011	0.027	0.049	0.55	0.0	0.0	0.073	3.339	0.0	0.078	0.026	0.0	0.0	0.0	0.008	0.01	0.024	0.018	0.104	0.0	0.0	0.664	2.573	0.147	0.127	0.433	0.118	0.019	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-459	species	459	2701		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	4.211	0.027	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	1.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.657	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.468	0.0	0.0	0.0	0.0	0.0	1.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.749	0.0	0.0	0.0	0.0	0.0	0.0	0.313	0.118	0.0	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.663	0.0	0.0	0.0	0.0	0.585	0.0	0.026	0.0	0.0	0.0	0.654	5.397	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	5.652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-932	species	932	3075		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	3.567	0.0	0.012	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	013	2304		0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.008	0.016	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.013	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;cinerea	species	956	3096	Some of the reads equidistant from these taxa (669-737-956) are included in HMT-956 because they are too close to differentiate at this site (AKE).	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.594	0.494	0.0	0.0	5.69	0.0	0.0	0.0	0.0	11.492	0.0	5.038	0.0	0.0	0.0	0.066	0.0	6.644	0.027	0.0	0.0	0.0	0.0	3.155	0.323	1.854	0.0	0.0	0.0	0.0	4.45	0.0	0.036	0.0	2.562	0.0	0.0	0.0	0.008	0.0	0.0	0.819	13.562	0.0	0.0	0.0	0.031	0.0	4.471	0.0	0.038	0.931	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.024	0.0	0.0	0.0	0.0	0.039	0.0	0.0	9.585	0.0	7.49	0.035	0.0	0.043	0.0	2.343	0.0	0.011	0.229	0.0	0.0	0.0	0.0	0.0	3.229	0.0	0.0	0.0	0.0	0.296	0.0	8.923	15.761	0.0	0.0	0.0	2.284	0.0	0.045	0.0	0.0	0.0	0.0	0.0	1.827	2.062	0.0	0.011	0.042	0.0	2.753	4.164	0.0	0.0	0.0	0.0	3.761	0.005	0.341	0.0	0.0	7.614	0.0	7.525	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	2.503	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598	2809		0.0	0.0	0.007	0.0	0.0	0.0	0.03	0.0	0.016	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.027	0.0	0.045	0.0	0.024	0.303	0.0	0.029	0.0	0.132	0.012	0.092	0.0	0.044	0.015	0.0	0.0	0.0	0.023	0.356	0.028	0.0	0.0	0.008	0.073	0.0	0.179	0.008	0.0	0.65	0.013	0.076	0.014	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.162	0.072	0.0	0.0	0.045	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.022	0.137	0.057	0.026	0.172	0.18	0.481	0.028	0.0	0.025	0.0	0.0	0.0	0.319	0.0	0.048	0.0	0.726	0.021	2.253	0.016	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.012	0.0	0.181	0.031	0.333	0.0	0.307	0.028	2.28	0.09	0.054	0.037	0.0	0.013	0.017	0.0	0.389	0.0	0.201	0.052	0.0	0.11	0.0	0.0	0.07	0.0	0.009	0.228	0.0	0.0	0.045	1.483	0.0	0.0	0.157	0.044	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	610	2820	Reads equidistant to HMT-476 and HMT-610 were assigned to each taxon in proportion to the abundance of HMT-476 and HMT-610 individually at this body site (AKE).	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.026	0.0	0.0	0.002	0.0	0.001	0.024	0.0	0.0	0.0	0.0	0.357	0.0	0.0	0.0	0.0	0.0	0.006	0.079	0.055	0.0	0.0	0.0	0.0	0.018	0.0	0.15	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.463	0.0	0.033	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.036	0.0	0.004	0.003	0.005	0.046	0.0	0.001	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.013	0.0	0.0	0.0	0.012	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007	0.001	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.002	0.0	0.0	0.0	0.034
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;lactamica	species	649	2849		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.152	0.036	0.0	0.0	0.0	0.0	0.257	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.023	0.0	0.011	0.011	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.082	1.165	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.012	1.101	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0
