Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015295-LAF	S700015908-LAF	S700016092-LAF	S700016174-LAF	S700016339-LAF	S700016658-LAF	S700016758-LAF	S700023273-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023794-LAF	S700023851-LAF	S700024260-LAF	S700024312-LAF	S700024515-LAF	S700024609-LAF	S700024705-LAF	S700024758-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032276-LAF	S700032370-LAF	S700032462-LAF	S700032976-LAF	S700033185-LAF	S700033250-LAF	S700033609-LAF	S700033781-LAF	S700034075-LAF	S700034132-LAF	S700034220-LAF	S700035208-LAF	S700035629-LAF	S700037022-LAF	S700037048-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037840-LAF	S700037922-LAF	S700038027-LAF	S700038098-LAF	S700038152-LAF	S700038360-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038972-LAF	S700095404-LAF	S700095461-LAF	S700095518-LAF	S700095575-LAF	S700095701-LAF	S700095768-LAF	S700095882-LAF	S700097228-LAF	S700097742-LAF	S700099053-LAF	S700099339-LAF	S700099940-LAF	S700100591-LAF	S700100651-LAF	S700101127-LAF	S700101185-LAF	S700101566-LAF	S700101948-LAF	S700102293-LAF	S700102464-LAF	S700102639-LAF	S700102899-LAF	S700103581-LAF	S700103647-LAF	S700105802-LAF	S700105898-LAF	S700106689-LAF	S700106924-LAF	S700107429-LAF	S700107540-LAF	S700107597-LAF	S700107810-LAF	S700108149-LAF	S700108272-LAF	S700108947-LAF	S700109224-LAF	S700109557-LAF	S700109675-LAF	S700109975-LAF	S700110800-LAF	S700111210-LAF	S700111799-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113795-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114413-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116384-LAF	S700116953-LAF	S700117631-LAF	S700117854-LAF	S700118464-LAF	S700119216-LAF	S700119616-LAF	S700119790-LAF	S700120091-LAF	S700122398-LAF	S700163705-LAF	S700163760-LAF	S700163914-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164761-LAF	S700164818-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165402-LAF	S700171060-LAF	S700171519-LAF	S700171567-LAF	S700171828-LAF	S700172056-LAF	S700173066-LAF	S700173476-LAF
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	023	2314		0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	1.316	0.737	0.736	0.312	1.165	1.2	0.0	0.067	0.0	0.621	1.007	0.284	0.071	0.0	0.315	0.75	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	1.515	0.0	2.434	0.0	0.0	0.0	0.0	0.088	0.0	1.201	0.0	0.0	0.146	0.346	0.0	0.116	0.063	0.0	0.035	0.073	0.0	1.082	1.1	0.3	0.03	0.015	0.0	0.166	0.527	0.0	0.0	0.262	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.229	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.088	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.074	1.862	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.0	0.0	0.0	0.0	0.664	0.0	0.0	0.077	0.0	0.0	0.246	0.845	0.035	0.11	0.0	0.216	0.045	0.0	0.0	0.05	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577	2792		0.0	0.0	0.0	0.0	3.354	0.0	0.0	0.0	0.0	0.757	0.351	0.0	0.342	1.165	0.0	0.0	0.0	0.196	1.967	0.306	0.355	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485	0.0	0.014	0.0	0.0	0.0	0.745	0.053	1.316	0.0	0.0	0.189	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.189	0.078	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.049	0.146	0.0	1.753	1.053	0.0	0.112	0.0	0.068	0.0	0.496	0.192	0.029	0.0	0.0	0.0	0.144	0.039	0.0	0.027	0.0	0.293	0.408	0.39	0.0	0.0	0.0	0.0	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.038	0.0	0.013	0.123	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.707	2.189	0.0	0.386	1.191	0.0	3.948	0.0	0.0	0.269	0.0	1.139	0.482	0.0	0.177	0.0	0.0	0.0	0.0	0.519	0.306	0.0	0.0	0.0	0.0	0.089	0.0	0.0	1.093	0.0	2.467	0.187	0.0	0.0	0.236	0.0	0.23	0.789	0.951	0.0	0.033	0.0	0.415	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.338	0.0	0.931	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.0	0.024	0.731	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.103	0.075	0.052	0.099	0.073	0.037	0.122	0.022	0.145	0.169	0.053	0.375	0.212	0.248	0.0	0.0	0.168	1.584	0.0	4.554	0.0	0.0	0.0	0.0	1.263	2.533	0.39	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.038	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.31
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	014	2305		0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.051	0.0	0.0	0.049	0.0	0.11	8.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G1];bacterium HMT-174	species	174	2457		0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.681	0.643	0.0	0.0	0.0	0.0	0.394	1.281	0.0	0.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892	0.0	0.0	0.626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.688	0.0	0.099	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.364	2.601	0.0	0.022	0.0	0.0	1.721	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.529	0.0	0.027	0.0	53.635	0.0	0.0	0.0	0.272	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.11	0.039	0.0	0.0	0.491	1.935	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.0	0.844	3.37	0.0	0.253	0.0	0.0	0.015	0.048	0.272	0.0	0.499	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G1];bacterium HMT-327	species	327	2607		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	10.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.118	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	3.941	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;pylori	species	812	3128		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	11.773	6.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;sakazakii	species	753	2924		0.0	0.0	0.0	1.762	14.311	0.006	0.019	2.149	0.0	0.0	0.0	1.786	0.773	3.172	0.259	0.0	0.0	0.441	1.242	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.521	0.0	0.855	0.468	0.104	0.528	0.0	0.0	0.355	0.389	1.386	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.572	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.247	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.245	0.111	0.0	0.0	0.039	0.029	0.0	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.024	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;hormaechei	species	634	2837	Because HMT-565 is not present individually, all equidistant reads were assigned to HMT-634 at this body site (LAF).	0.0	0.0	4.348	0.0	0.0	0.018	2.558	0.0	0.0	0.829	0.298	0.0	0.178	0.971	0.389	0.974	0.404	0.0	0.414	0.0	0.319	0.018	0.0	0.0	0.0	0.214	0.371	0.0	0.694	0.0	0.0	0.0	0.357	0.0	0.0	0.844	0.0	3.059	0.468	0.312	0.453	0.142	0.0	0.397	0.611	0.612	0.0	0.033	0.0	0.566	0.0	0.0	0.065	0.209	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.249	0.0	0.0	0.057	0.065	0.0	0.0	0.033	0.0	0.0	0.0	0.043	0.0	1.708	0.0	1.773	0.0	0.151	0.184	0.0	0.091	0.0	0.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.073	0.0	0.0	0.0	0.0	0.373	0.011	0.159	0.496	0.082	0.029	0.0	0.264	0.0	0.0	0.039	0.0	0.0	0.0	0.013	1.471	0.056	0.0	0.11	0.0	0.044	2.072	0.0	0.0	1.652	0.0	0.0	0.0	0.273	0.0	0.0	0.061	0.182	0.923	0.352	34.139	3.015	0.338	0.177	0.11	0.0	0.264	0.023	0.0	0.0	0.3	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;aerogenes	species	153	2440		0.0	0.0	0.0	0.0	0.0	0.687	8.925	0.0	0.0	0.324	0.0	0.0	0.0	0.0	0.0	0.0	0.651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.867	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308	0.0	0.0	0.11	0.0	0.024	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae	species	731	2907		0.0	0.0	0.0	0.0	0.134	0.545	12.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.719	0.549	0.0	0.014	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.111	0.016	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.046	0.121	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.22	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.024	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;pestis	species	827	2976		0.0	0.0	0.351	0.0	0.0	0.024	0.616	0.0	0.0	0.775	0.0	0.0	0.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.656	1.831	0.0	0.0	0.0	0.0	2.538	0.0	0.0	0.0	0.0	0.312	0.0	0.0	0.0	0.021	1.1	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.0	0.0	0.036	0.0	0.0	0.0	0.582	0.496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.223	0.0	3.067	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.273	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.233	0.35	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718	2898		0.59	1.054	0.0	0.0	0.045	0.077	1.173	0.0	0.058	0.018	0.0	0.0	0.238	2.395	0.0	0.0	0.0	0.073	0.0	2.846	0.851	0.035	0.876	0.0	1.501	1.71	0.0	0.306	0.039	0.0	0.0	1.291	0.298	0.081	0.521	0.223	0.035	1.316	2.903	0.208	1.471	0.283	0.022	0.585	0.389	1.112	0.588	0.829	0.049	0.0	0.0	0.358	0.0	0.487	1.676	1.678	0.0	0.761	2.232	2.674	0.646	7.978	2.988	3.763	2.913	0.0	2.42	0.136	0.419	0.05	1.351	0.373	22.71	4.0	0.07	1.793	3.711	0.4	0.576	0.504	0.276	0.0	0.273	0.265	1.86	2.09	0.907	0.308	1.002	0.249	0.0	0.493	1.385	2.56	0.591	4.413	81.479	10.506	4.533	44.805	6.589	0.248	0.275	16.015	0.336	2.948	0.0	17.981	8.953	21.868	3.659	12.407	8.882	0.49	0.223	0.0	1.095	0.0	0.087	0.888	0.0	0.0	1.597	0.633	0.0	0.312	1.296	0.332	0.369	0.0	0.036	1.038	1.196	0.219	0.246	0.169	0.248	1.207	0.008	0.288	0.023	1.653	0.0	1.199	0.155
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii	species	297	2577	Because HMT-824 is not present individually, all equidistant reads were assigned to HMT-297 at this body site (LAF).	0.0	1.054	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0	0.21	0.0	1.353	0.0	0.032	0.0	0.0	0.0	0.0	0.482	0.887	0.018	0.0	0.175	1.393	0.534	0.0	0.0	0.0	0.595	0.057	0.0	0.0	0.0	0.0	0.422	0.0	0.0	0.0	3.646	0.151	0.0	0.0	0.0	0.589	0.0	1.124	0.0	0.0	0.0	0.194	0.232	0.775	0.0	0.437	0.06	0.0	0.254	0.0	0.03	0.25	0.0	0.249	0.853	0.144	0.185	0.131	0.111	0.0	0.0	0.463	0.603	0.0	1.849	0.0	0.0	0.0	0.0	0.0	0.05	0.092	0.0	0.0	0.441	0.744	0.679	0.423	0.026	0.925	0.224	0.831	0.025	0.219	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	3.877	0.0	0.0	1.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.572	0.502	0.371	12.486	0.0	0.029	0.444	0.0	0.0	0.441	0.0	0.0	0.0	0.614	0.0	0.221	0.449	0.764	0.961	0.0	1.647	2.031	0.0	0.177	0.549	0.008	0.505	0.181	0.0	0.0	0.25	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii	species	282	2563		0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.0	0.0	1.359	0.0	0.0	0.0	0.122	0.518	0.394	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.329	0.27	0.0	0.0	0.082	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.833	0.0	0.0	0.0	0.0	0.289	0.0	0.102	0.041	0.049	0.0	0.582	0.105	0.388	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.353	0.35	0.0	0.0	0.0	0.0	0.458	0.012	0.0	0.0	0.0	0.0	0.0	0.516	0.0	0.0	0.095	0.0	0.0	0.05	0.046	0.607	0.818	4.101	0.233	0.722	0.0	0.0	1.927	0.0	1.143	0.025	0.182	0.11	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	2.227	0.057	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.245	0.0	0.074	0.438	0.0	0.0	0.0	0.0	0.0	1.267	0.176	0.0	0.312	0.205	0.0	1.032	0.245	0.4	0.0	0.0	0.129	0.246	0.591	0.0	0.055	0.0	0.913	0.0	0.0	0.0	0.0	0.619
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;lwoffii	species	005	2296		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	1.086	0.0	0.0	0.0	0.0	0.0	0.245	0.0	0.044	0.142	0.0	0.0	0.0	1.501	0.0	0.0	0.847	0.0	0.0	0.0	0.0	0.387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.011	0.0	0.026	0.0	0.0	0.0	1.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.03	0.029	0.0	14.44	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.233	0.0	0.0	0.0	0.36	0.05	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.219	0.039	0.0	0.0	0.0	0.0	0.881	0.0	0.0	0.0	0.546	0.0	0.0	0.0	0.0	0.0	0.0	0.334	9.415	0.338	0.071	0.878	0.0	0.889	0.0	0.0	0.0	0.05	0.155
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;radioresistens	species	010	2301		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.394	0.745	0.0	0.0	0.0	1.072	0.0	0.0	0.353	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.167	0.0	0.051	0.024	0.0	0.0	1.047	0.0	0.0	0.0	0.0	0.599	0.0	0.0	0.0	0.0	0.0	0.28	12.365	0.0	0.0	0.0	0.196	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.176	0.372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.534	0.123	0.0	0.035	0.0	0.015	0.288	0.0	0.0	0.0	1.049	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;luteola	species	344	2624		0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	4.692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	1.011	0.243	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193	4.738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.046	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;stutzeri	species	477	2715		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.35	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.094	0.0	0.0	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.093	0.022	0.0	0.0	0.026	0.025	0.0	0.0	0.109	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.0	0.055	0.0	0.385	0.0	0.0	0.0	0.0	0.0
