Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014994-SUBP	S700015286-SUBP	S700015662-SUBP	S700016077-SUBP	S700016168-SUBP	S700016333-SUBP	S700016374-SUBP	S700016590-SUBP	S700016948-SUBP	S700021912-SUBP	S700023021-SUBP	S700023078-SUBP	S700023208-SUBP	S700023259-SUBP	S700023331-SUBP	S700023418-SUBP	S700023475-SUBP	S700023529-SUBP	S700023576-SUBP	S700023690-SUBP	S700023786-SUBP	S700023843-SUBP	S700023900-SUBP	S700023966-SUBP	S700024023-SUBP	S700024064-SUBP	S700024127-SUBP	S700024185-SUBP	S700024231-SUBP	S700024290-SUBP	S700024338-SUBP	S700024377-SUBP	S700024443-SUBP	S700024490-SUBP	S700024539-SUBP	S700024586-SUBP	S700024635-SUBP	S700024671-SUBP	S700024731-SUBP	S700024788-SUBP	S700024825-SUBP	S700024902-SUBP	S700024946-SUBP	S700024996-SUBP	S700033020-SUBP	S700033179-SUBP	S700033477-SUBP	S700033775-SUBP	S700037220-SUBP	S700037468-SUBP	S700037580-SUBP	S700037732-SUBP	S700038051-SUBP	S700038247-SUBP	S700038384-SUBP	S700038470-SUBP	S700038518-SUBP	S700038566-SUBP	S700038614-SUBP	S700038722-SUBP	S700038781-SUBP	S700038938-SUBP	S700038998-SUBP	S700095398-SUBP	S700095455-SUBP	S700097279-SUBP	S700097339-SUBP	S700097676-SUBP	S700098315-SUBP	S700098407-SUBP	S700099047-SUBP	S700099107-SUBP	S700099635-SUBP	S700099791-SUBP	S700100275-SUBP	S700101683-SUBP	S700102287-SUBP	S700102633-SUBP	S700102950-SUBP	S700103261-SUBP	S700103325-SUBP	S700103466-SUBP	S700103535-SUBP	S700103605-SUBP	S700103692-SUBP	S700105085-SUBP	S700105201-SUBP	S700105304-SUBP	S700105354-SUBP	S700105392-SUBP	S700105437-SUBP	S700105512-SUBP	S700105610-SUBP	S700105666-SUBP	S700105705-SUBP	S700105759-SUBP	S700105828-SUBP	S700105876-SUBP	S700105924-SUBP	S700106038-SUBP	S700106113-SUBP	S700106380-SUBP	S700106540-SUBP	S700106599-SUBP	S700106635-SUBP	S700106683-SUBP	S700106743-SUBP	S700106857-SUBP	S700106896-SUBP	S700106916-SUBP	S700106966-SUBP	S700107234-SUBP	S700113007-SUBP	S700113055-SUBP	S700113091-SUBP	S700113138-SUBP	S700113523-SUBP	S700113598-SUBP	S700113636-SUBP	S700113694-SUBP	S700113838-SUBP	S700113952-SUBP	S700114037-SUBP	S700114088-SUBP	S700114145-SUBP	S700114209-SUBP	S700114266-SUBP	S700114323-SUBP	S700114407-SUBP	S700114478-SUBP	S700114537-SUBP	S700114578-SUBP	S700114635-SUBP	S700114699-SUBP	S700114747-SUBP	S700114797-SUBP	S700114854-SUBP	S700114902-SUBP	S700114959-SUBP	S700116237-SUBP	S700116324-SUBP	S700116378-SUBP	S700116588-SUBP	S700116639-SUBP	S700116798-SUBP	S700116858-SUBP	S700117020-SUBP	S700117680-SUBP	S700117737-SUBP	S700117848-SUBP	S700117974-SUBP
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	633	2836		0.02	0.263	0.081	0.0	0.034	0.021	0.118	0.077	0.0	0.0	0.0	0.0	0.388	0.279	0.04	0.039	0.073	0.086	0.153	0.013	0.044	0.344	0.075	0.03	0.259	0.025	0.0	0.0	0.04	0.551	0.049	0.078	0.371	0.221	0.298	1.139	0.057	0.072	0.027	0.066	0.192	0.0	0.35	0.046	0.022	0.23	0.132	0.076	0.0	0.214	0.113	0.024	0.186	0.126	0.143	0.065	0.1	0.101	0.369	0.027	0.0	0.145	0.0	0.268	0.74	0.049	0.0	0.645	0.447	0.0	0.569	0.0	0.398	0.126	0.84	0.013	0.59	0.051	0.088	0.0	0.097	0.019	0.465	0.008	0.015	0.097	0.028	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.127	0.043	0.017	0.0	0.005	0.244	0.0	0.0	0.0	0.038	0.045	0.066	0.026	0.046	0.0	0.033	0.154	0.609	0.0	2.212	0.699	0.031	0.245	1.183	0.03	0.033	0.0	0.0	0.183	0.0	0.025	0.267	0.108	0.0	0.51	0.048	0.107	0.158	0.07	0.117	0.083	0.0	0.121	0.366	0.255	0.517	0.0	0.089	0.462	0.612	0.195	0.152	0.277	0.283
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;valvarum	species	540	2762		0.04	0.011	0.01	0.0	0.0	0.032	0.02	0.0	0.026	0.0	0.0	0.394	0.0	0.153	0.01	0.0	0.009	0.0	0.017	0.0	0.0	0.215	0.0	0.0	0.027	0.0	0.006	0.0	0.067	0.0	0.135	0.078	0.132	0.041	0.0	0.07	0.0	0.0	0.027	0.04	0.0	0.0	0.0	0.299	0.044	0.015	0.017	0.011	0.178	0.012	0.009	0.0	0.128	0.069	0.02	0.0	0.0	0.0	0.037	0.031	0.0	0.0	0.0	0.0	0.025	0.135	0.253	0.0	0.0	0.0	0.742	0.0	0.0	0.0	0.0	0.039	0.0	0.025	0.0	0.0	0.0	0.0	0.011	0.0	0.015	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.051	0.0	0.068	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.038	0.0	0.0	0.051	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.061	0.0	0.0	0.039	0.496	0.011	0.0	0.0	0.0	0.0	0.0	0.208	0.036	0.0	0.0	0.032	0.0	0.115	0.0	0.029	0.0	0.0	0.056	0.008	0.073	0.0	0.019	0.02	0.022	0.0	0.078	0.028	0.066	0.067
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;aphrophilus	species	545	2767		0.0	0.491	0.01	0.0	0.0	0.0	0.0	0.441	0.0	0.0	0.0	0.005	0.0	0.042	1.852	0.0	0.018	0.0	0.119	0.0	0.0	0.15	0.019	0.0	0.054	0.0	0.208	0.0	0.133	0.026	0.0	0.0	0.04	0.023	0.012	0.106	0.0	0.012	0.37	0.0	0.016	0.243	0.197	0.092	0.0	0.008	0.0	0.0	0.0	0.0	0.925	0.0	3.167	0.057	0.0	0.295	0.033	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.173	0.613	3.016	0.024	1.564	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.008	0.203	0.0	0.276	0.0	0.01	0.606	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.054	0.017	0.0	0.0	0.0	0.0	0.0	0.036	0.013	0.008	0.0	0.0	0.107	0.0	0.017	0.814	0.0	0.018	0.0	0.041	0.0	0.147	0.342	0.0	0.0	0.0	0.0	0.0	1.157	0.0	0.069	0.0	0.016	0.108	0.0	0.0	0.129	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.079	0.022	0.117	0.057	0.0	0.189
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;segnis	species	762	2931		0.113	0.297	0.041	0.0	0.0	0.011	0.02	0.0	0.153	0.0	0.0	0.194	0.032	0.014	0.0	0.0	0.018	0.0	0.119	0.0	0.074	0.0	0.0	0.0	0.123	0.0	0.006	0.0	0.04	0.256	0.0	0.0	0.212	0.064	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.022	0.031	0.033	0.033	0.079	0.024	0.028	0.0	0.006	0.011	0.02	0.0	0.0	0.0	0.037	0.075	0.0	0.0	0.0	0.0	0.148	0.0	0.811	0.191	0.0	0.0	0.0	0.0	0.367	0.0	0.21	0.13	0.847	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.052	0.0	0.003	0.0	0.0	0.0	0.012	0.0	0.008	0.009	0.0	0.077	0.0	0.0	0.0	0.0	0.127	0.0	0.476	0.0	0.0	0.0	0.045	0.033	0.0	0.0	0.043	0.021	0.025	0.109	0.0	0.0	0.0	0.096	0.132	0.072	0.07	0.175	0.0	0.0	0.0	0.168	0.0	0.213	0.0	0.01	0.166	0.0	0.013	0.009	0.102	0.135
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;haemolyticus	species	851	2999		0.0	0.251	0.01	0.02	0.0	0.0	0.02	0.0	0.0	0.487	0.766	0.045	0.0	0.028	0.02	0.0	0.0	0.0	0.102	0.052	0.0	0.021	0.0	0.0	0.0	0.0	1.114	0.614	0.0	0.0	0.0	0.0	0.079	0.105	0.0	0.0	0.0	0.0	0.0	0.026	0.064	0.0	0.0	0.023	0.08	0.023	0.0	0.011	0.0	0.0	0.104	0.0	0.012	0.011	0.0	0.0	0.017	0.058	0.0	0.018	0.0	0.0	0.0	0.0	0.025	0.025	0.0	0.024	0.025	0.314	0.0	0.0	0.0	0.025	0.171	0.0	0.011	0.076	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.007	0.0	0.0	0.0	0.009	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.092	0.084	0.0	0.526	0.574	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.014	0.0	0.0	0.242	0.057	0.056	0.03	0.012	0.061	0.114	0.0	0.0	0.0	0.013	0.038	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718	2898		0.02	1.051	0.204	0.0	0.034	0.011	0.148	0.422	0.281	0.234	0.186	1.475	1.472	0.084	1.357	0.156	0.0	0.245	1.483	0.349	0.118	0.451	0.622	0.0	0.095	0.884	0.937	0.932	0.0	0.922	0.061	0.17	0.411	0.279	0.477	0.405	0.023	0.096	0.247	2.081	0.511	0.065	0.197	0.023	9.307	0.038	1.391	0.076	0.178	0.191	0.783	0.024	1.282	0.103	0.0	0.712	0.502	1.026	0.0	0.084	0.108	0.166	0.029	0.97	1.726	4.692	4.689	9.916	1.315	1.727	0.049	1.853	0.092	0.0	0.656	0.039	1.537	0.228	0.066	0.359	0.448	0.0	0.455	0.066	0.015	0.127	0.055	0.087	0.175	0.018	0.0	0.073	0.0	0.022	0.0	0.0	0.029	0.0	1.973	0.07	0.144	0.01	0.329	0.0	0.0	0.096	0.46	0.083	0.047	0.434	0.169	7.977	1.835	0.73	0.0	1.779	1.721	0.122	0.0	1.078	0.0	0.195	0.0	0.006	0.0	0.194	0.818	0.075	0.217	0.018	3.44	0.057	0.064	0.305	0.014	8.757	0.015	6.169	0.186	0.131	0.724	0.134	3.905	1.78	0.01	0.65	0.088	0.272	0.294	0.051	0.04
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paraphrohaemolyticus	species	035	2326		0.0	0.034	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.065	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.19	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.012	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.023	1.346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.092	0.025	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.011	0.0	0.0	0.012	0.013	0.0	0.0	0.0	0.0	0.0	0.15	0.042	0.0	0.163	0.0	0.02	0.0	0.0	0.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-346	species	346	2626		1.963	0.023	0.774	0.141	0.084	0.834	0.858	0.422	1.713	0.0	0.0	0.962	0.113	1.951	0.005	0.0	1.833	3.098	0.017	0.013	0.853	0.473	1.113	0.103	0.0	0.0	0.0	0.0	0.04	0.0	0.184	0.0	0.079	0.285	1.753	0.0	0.102	0.0	0.727	0.04	0.0	0.0	0.0	0.138	0.255	2.213	0.381	0.044	0.574	0.0	0.0	0.024	0.023	0.034	0.041	0.0	0.0	0.087	0.221	5.502	0.0	0.0	0.0	4.114	0.37	0.441	0.33	2.174	0.149	0.0	0.198	10.161	0.0	1.407	0.315	1.261	0.228	0.0	0.077	0.0	0.0	1.247	0.022	0.281	2.289	0.0	1.313	1.793	0.0	0.0	0.062	0.063	0.116	0.635	1.243	0.0	2.095	0.0	0.0	0.192	0.0	0.439	0.0	0.0	0.0	0.361	0.524	1.52	0.829	0.0	0.0	0.061	0.0	0.028	0.0	0.363	0.0	0.365	0.0	0.0	1.315	0.0	1.043	1.025	0.643	0.076	0.0	0.85	1.048	0.144	0.032	0.165	0.916	0.041	0.502	0.061	3.578	0.0	0.405	1.027	0.069	1.13	0.106	0.246	0.118	2.37	0.206	1.012	1.091	1.182	1.161
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-347	species	347	2627		0.007	0.0	0.112	0.0	1.819	0.042	0.059	0.058	0.0	0.018	0.0	0.02	0.712	0.0	0.005	0.0	0.752	2.474	0.443	2.612	0.147	0.451	4.942	0.0	0.0	0.0	0.08	0.0	0.0	0.115	0.0	0.418	0.04	0.058	0.608	0.0	2.851	0.0	0.398	0.013	0.0	0.519	0.0	0.0	0.0	0.023	7.748	0.535	0.0	0.0	0.019	0.412	0.36	0.264	2.769	0.093	0.0	0.766	0.074	0.0	0.714	0.041	28.286	0.0	0.173	0.086	0.025	0.096	0.621	0.0	1.409	0.101	10.159	0.025	0.0	0.0	0.203	0.051	1.704	0.0	0.86	0.341	0.812	0.124	0.008	0.0	0.0	0.779	0.0	0.0	0.05	0.0	0.0	0.746	0.919	0.0	0.0	0.0	0.064	0.0	1.643	0.194	0.0	0.0	0.0	0.0	0.0	2.973	0.961	0.013	0.398	0.0	0.033	0.0	0.0	0.0	0.0	0.405	0.309	0.012	0.421	0.571	0.0	0.035	0.303	0.896	4.518	0.425	0.079	0.414	0.0	0.05	0.129	0.0	0.229	0.0	0.015	0.0	0.0	0.0	0.03	0.0	0.015	0.303	0.413	0.058	1.364	0.934	0.142	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-348	species	348	2628		0.146	0.0	0.183	0.462	0.0	1.214	0.0	0.038	0.281	0.0	0.0	0.09	0.0	0.0	0.035	0.0	1.21	0.0	0.494	0.0	2.5	0.0	0.0	0.074	1.634	0.0	0.0	0.0	0.093	0.013	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.398	0.0	0.0	0.0	0.0	0.092	0.0	0.635	0.017	0.754	1.07	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.072	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.893	0.0	0.734	0.0	0.0	0.221	0.256	0.025	0.033	0.0	0.024	1.208	0.0	0.05	0.0	0.0	0.0	2.208	0.0	0.0	0.037	0.0	0.566	0.0	0.17	0.0	0.058	0.878	0.0	0.731	0.0	0.0	0.0	0.0	0.0	0.434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.01	0.0	0.0	0.394	0.255	1.559	0.0	0.0	1.241	0.0	0.025	0.929	0.054	0.0	0.0	2.138	0.0	0.057	0.0	0.073	0.0	0.0	0.289	0.274	0.182	0.122	0.0	0.089	0.332	0.0	1.57	0.0	2.327	1.161
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-349	species	349	2629		2.735	0.0	0.0	0.08	0.0	1.415	0.207	0.556	3.374	0.0	0.0	0.0	0.0	0.014	0.005	0.0	0.11	0.049	0.0	0.0	0.323	0.129	0.49	0.0	1.457	0.0	0.031	0.0	0.0	0.0	0.012	0.0	0.0	0.157	0.334	0.0	0.0	0.0	0.082	0.04	0.0	0.0	0.0	0.368	0.0	0.39	0.05	0.0	0.337	0.0	0.915	0.0	0.0	0.356	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.145	0.0	0.535	0.0	0.074	0.989	0.0	2.234	0.0	0.025	5.268	0.0	0.0	0.0	2.34	0.003	0.101	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	3.559	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.237	0.0	0.0	0.011	0.0	0.0	0.0	0.013	0.226	0.0	0.0	0.031	0.092	0.0	0.056	0.0	0.508	0.0	0.081	0.0	0.0	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.252	0.0	0.0	3.536	0.0	0.158	0.0	0.131	0.0	0.0	0.149	0.175	0.0	0.0	0.038	0.059	3.772	0.0	0.506	0.0	0.802	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-352	species	352	2632		0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.02	0.0	0.024	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.011	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.041	0.0	0.058	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.032	0.0	0.0	0.0	0.0	3.138	0.0	0.0	0.013	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.212	0.0	0.0	0.015	0.037	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-488	species	488	2724	Because HMT-957 is not present individually, all equidistant reads were assigned to HMT-488 at this body site (SUBP).	0.126	0.331	0.295	0.301	0.101	0.359	0.138	0.48	0.026	0.162	0.0	0.319	0.0	0.348	0.506	0.0	0.174	0.282	0.562	0.0	0.618	0.387	0.509	0.443	0.15	0.0	0.031	0.0	1.946	0.0	0.504	0.183	0.225	0.023	1.013	0.0	0.294	0.0	0.219	1.923	0.016	0.016	0.7	0.598	0.429	0.291	0.033	0.0	0.178	0.036	0.17	0.073	0.406	0.493	0.041	0.108	0.0	0.275	0.0	0.111	0.0	0.601	0.0	1.338	1.578	0.11	0.279	0.215	0.472	0.209	0.643	1.187	0.581	0.05	0.0	0.104	1.59	1.166	0.465	0.028	0.109	1.023	0.0	0.364	0.389	0.0	0.29	0.719	0.058	0.036	0.0	0.094	2.457	0.0	1.941	0.0	0.0	0.305	0.032	7.384	1.377	0.121	0.021	0.0	0.041	0.06	0.128	3.131	0.254	0.0	0.046	0.0	0.0	0.66	0.0	0.145	0.0	0.709	0.062	0.0	0.552	0.345	0.242	0.029	0.386	0.043	0.062	0.5	0.633	0.36	0.0	0.144	0.273	0.28	0.029	0.017	0.044	0.0	0.162	0.065	1.257	0.134	0.152	0.303	0.01	0.506	0.037	0.169	0.028	1.116	0.31
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-869	species	869	3015		0.053	0.114	0.57	0.0	0.0	0.032	0.01	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.11	0.061	0.0	0.0	0.088	0.0	0.396	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.066	0.012	0.036	0.0	0.079	0.0	0.0	0.105	0.0	0.0	0.0	0.023	0.0	0.046	0.033	0.0	0.02	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.035	0.0	4.269	0.0	0.0	1.356	0.0	0.0	0.0	0.323	0.0	0.074	0.0	0.398	0.0	0.0	0.026	0.097	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.111	0.883	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.064	0.429	0.0	0.0	0.0	0.0	0.0	0.0	1.086	0.0	0.178	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.04	0.0	1.278	0.0	0.016	0.0	0.172	0.0	0.015	0.0	0.008	0.159	0.0	0.0	0.0	0.019	0.0	0.014	0.0	0.052	0.228	0.117	0.081
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-350	species	350	2630		0.293	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.066	0.0	0.0	0.0	0.066	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.0	0.0	0.0	1.607	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-351	species	351	2631		0.0	0.0	0.0	0.0	0.034	0.032	0.02	0.038	1.304	0.0	0.021	0.005	0.0	0.223	0.005	0.0	0.66	0.0	0.0	0.0	0.147	0.0	0.057	0.015	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.421	0.05	0.011	0.099	0.0	0.0	0.0	0.006	0.08	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.021	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.124	2.301	0.0	0.025	0.0	0.065	0.618	0.0	0.0	0.0	0.0	0.175	0.011	0.041	0.015	0.015	0.041	0.009	0.0	0.027	0.037	0.021	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.202	0.0	0.0	0.841	0.205	0.013	0.286	0.0	0.0	0.0	0.0	0.008	0.0	0.0	1.688	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.928	0.0	0.0	0.059	0.054	0.0	0.007	0.048	0.041	0.0	0.0	1.256	0.0	0.0	0.0	0.0	0.122	0.076	0.0	0.0	0.116	0.0	0.13	0.019	0.0	0.04
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-355	species	355	2635		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221	0.0	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262	0.23	0.0	0.138	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.195	0.02	0.0	0.134	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.177	0.0	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
