Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	HMT-313	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; Reads equally close to P. veroralis and P. sp. HMT 313 were assigned half to each taxon.; 	1.859	0.307	0.022	0.686	0.463	97.973	1.348	0.178	2.986	1.177	100.0	0.07	0.0	0.155	0.188	58.784	1.28	0.104	3.002	1.23	98.649	0.0	0.0	0.0	0.002	1.399	0.161	0.0	0.297	0.596	65.541	0.055	0.0	0.161	0.116	62.162	1.635	0.416	3.355	1.254	100.0	1.756	0.218	3.676	1.447	100.0	1.859	0.312	4.329	1.521	97.973
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT-314	species	HMT-314	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; 	1.324	0.187	0.009	0.453	0.303	93.243	0.874	0.091	2.048	0.928	97.297	0.052	0.0	0.132	0.161	54.73	0.761	0.063	1.772	0.858	97.297	0.0	0.0	0.0	0.0	0.699	0.121	0.0	0.29	0.343	63.514	0.051	0.0	0.161	0.101	61.486	1.023	0.228	2.194	0.927	99.324	1.324	0.133	2.831	1.219	98.649	0.989	0.096	2.058	1.048	96.622
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	HMT-317		0.875	0.06	0.0	0.152	0.136	46.622	0.017	0.0	0.064	0.045	25.0	0.007	0.0	0.0	0.037	5.405	0.031	0.0	0.064	0.126	27.703	0.0	0.0	0.0	0.0	0.0	0.875	0.0	2.594	1.73	66.216	0.638	0.0	1.59	1.444	58.784	0.097	0.0	0.272	0.223	50.0	0.008	0.0	0.025	0.031	14.865	0.019	0.0	0.035	0.098	18.919
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp. HMT-322	species	HMT-322		0.621	0.176	0.0	0.436	0.192	89.189	0.104	0.0	0.246	0.12	77.703	0.252	0.0	0.583	0.356	72.973	0.145	0.0	0.332	0.236	75.0	0.0	0.0	0.0	0.0	0.0	0.435	0.006	1.098	0.469	89.865	0.621	0.059	1.247	0.615	94.595	0.196	0.0	0.429	0.184	87.162	0.111	0.0	0.298	0.232	61.486	0.102	0.0	0.277	0.163	69.595
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-323	species	HMT-323	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; 	0.108	0.01	0.0	0.018	0.033	31.757	0.004	0.0	0.009	0.016	16.892	0.002	0.0	0.0	0.013	4.73	0.003	0.0	0.006	0.009	13.514	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.325	0.205	64.865	0.104	0.0	0.312	0.174	60.811	0.019	0.0	0.057	0.04	50.0	0.001	0.0	0.0	0.003	8.784	0.001	0.0	0.005	0.003	12.162
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-324	species	HMT-324	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; 	0.108	0.01	0.0	0.018	0.033	31.757	0.004	0.0	0.009	0.016	16.892	0.002	0.0	0.0	0.013	4.73	0.003	0.0	0.006	0.009	13.514	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.325	0.205	64.865	0.104	0.0	0.312	0.174	60.811	0.019	0.0	0.057	0.04	50.0	0.001	0.0	0.0	0.003	8.784	0.001	0.0	0.005	0.003	12.162
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	HMT-325		1.568	0.13	0.0	0.262	0.38	66.892	0.049	0.0	0.103	0.172	45.27	0.003	0.0	0.0	0.015	8.108	0.243	0.0	0.493	1.005	47.297	0.0	0.0	0.0	0.001	0.699	0.9	0.0	3.096	1.397	78.378	1.568	0.0	4.408	2.349	82.432	0.264	0.0	0.786	0.419	72.297	0.045	0.0	0.073	0.172	31.757	0.128	0.0	0.231	0.394	43.919
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	HMT-326		0.518	0.036	0.0	0.105	0.112	27.027	0.006	0.0	0.015	0.02	13.514	0.004	0.0	0.0	0.029	3.378	0.008	0.0	0.026	0.028	14.865	0.0	0.0	0.0	0.0	0.0	0.518	0.0	1.546	1.023	59.459	0.5	0.0	1.683	0.928	61.486	0.054	0.0	0.126	0.122	47.297	0.001	0.0	0.0	0.007	4.73	0.004	0.0	0.015	0.013	11.486
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	HMT-329		0.303	0.041	0.0	0.086	0.127	31.081	0.014	0.0	0.04	0.036	29.054	0.072	0.0	0.082	0.516	25.676	0.075	0.0	0.168	0.251	37.838	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.494	0.373	68.243	0.303	0.0	0.763	0.437	79.054	0.083	0.0	0.215	0.153	56.757	0.016	0.0	0.04	0.051	20.27	0.035	0.0	0.087	0.101	31.081
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;bilenii	species	HMT-332		0.607	0.088	0.0	0.145	0.312	43.919	0.021	0.0	0.057	0.067	25.0	0.033	0.0	0.042	0.178	15.541	0.103	0.0	0.273	0.339	38.514	0.0	0.0	0.0	0.0	0.0	0.513	0.0	1.492	1.122	69.595	0.607	0.0	1.631	0.928	75.0	0.151	0.0	0.385	0.29	62.838	0.039	0.0	0.05	0.193	25.0	0.107	0.0	0.081	0.573	27.027
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-335	species	HMT-335	Reads equally close to C. sp. HMT 335 and 902 were assigned half to each taxon.; 	0.081	0.003	0.0	0.0	0.02	5.405	0.001	0.0	0.0	0.004	4.73	0.003	0.0	0.0	0.027	2.703	0.003	0.0	0.0	0.034	4.054	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.191	0.236	23.649	0.081	0.0	0.161	0.253	25.676	0.007	0.0	0.015	0.029	13.514	0.0	0.0	0.0	0.003	1.351	0.0	0.0	0.0	0.002	1.351
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-336	species	HMT-336	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; Reads equally close to C. sp. HMT 336 and 380 were assigned half to each taxon.; 	0.279	0.026	0.0	0.055	0.095	39.865	0.005	0.0	0.014	0.017	20.946	0.01	0.0	0.0	0.067	8.108	0.008	0.0	0.017	0.032	20.27	0.0	0.0	0.0	0.0	0.0	0.279	0.0	0.705	0.569	79.054	0.268	0.0	0.74	0.561	74.324	0.037	0.0	0.094	0.081	61.486	0.002	0.0	0.004	0.008	12.162	0.004	0.0	0.009	0.017	15.541
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	HMT-337		1.975	0.135	0.0	0.336	0.309	66.892	0.067	0.0	0.168	0.108	60.135	0.034	0.0	0.069	0.183	22.297	0.323	0.0	0.988	0.561	72.297	0.0	0.0	0.0	0.001	0.699	1.565	0.102	3.464	2.045	96.622	1.975	0.244	4.106	1.98	96.622	0.236	0.0	0.586	0.266	85.811	0.142	0.0	0.383	0.311	58.108	0.192	0.0	0.522	0.45	62.162
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-338	species	HMT-338		0.08	0.002	0.0	0.0	0.01	4.054	0.001	0.0	0.0	0.008	4.054	0.001	0.0	0.0	0.015	1.351	0.002	0.0	0.0	0.016	4.054	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.202	0.183	38.514	0.02	0.0	0.058	0.057	23.649	0.005	0.0	0.015	0.015	10.811	0.0	0.0	0.0	0.002	0.676	0.001	0.0	0.0	0.004	3.378
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-370	species	HMT-370	Reads equally close to F. hwasookii and F. sp. HMT 370 were assigned half to each taxon.; Reads equally close to F. hwasookii, F. periodonticum, and F. sp. HMT 370 were assigned one-third to each taxon.; 	0.278	0.041	0.0	0.09	0.118	50.0	0.009	0.0	0.026	0.022	26.351	0.054	0.0	0.047	0.322	33.784	0.079	0.0	0.142	0.283	50.676	0.0	0.0	0.0	0.0	0.0	0.233	0.0	0.727	0.425	62.162	0.278	0.0	0.897	0.553	63.514	0.06	0.0	0.164	0.111	56.081	0.016	0.0	0.028	0.057	37.838	0.032	0.0	0.074	0.102	46.622
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Peptoanaerobacter;yurii subsps. yurii	species	HMT-377	Reads equally close to HMT 106 and 377 were assigned half to each taxon.; Reads equally close to HMT 081, 106, and 377 were assigned one-third to each taxon.; 	0.142	0.012	0.0	0.031	0.044	31.757	0.028	0.0	0.083	0.054	47.973	0.003	0.0	0.013	0.011	12.162	0.03	0.0	0.082	0.066	45.27	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.368	0.163	76.351	0.108	0.0	0.297	0.157	68.243	0.073	0.0	0.174	0.138	62.838	0.02	0.0	0.066	0.042	37.162	0.027	0.0	0.077	0.062	41.216
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	HMT-378		0.07	0.012	0.0	0.005	0.087	10.135	0.004	0.0	0.0	0.022	5.405	0.001	0.0	0.0	0.006	2.027	0.007	0.0	0.017	0.034	12.838	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.225	0.238	33.784	0.045	0.0	0.1	0.162	24.324	0.019	0.0	0.065	0.045	23.649	0.001	0.0	0.0	0.005	3.378	0.002	0.0	0.0	0.014	4.054
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-380	species	HMT-380	Reads equally close to C. sp. HMT 336 and 380 were assigned half to each taxon.; 	0.039	0.001	0.0	0.0	0.005	4.054	0.0	0.0	0.0	0.001	0.676	0.002	0.0	0.0	0.023	0.676	0.002	0.0	0.0	0.018	3.378	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.093	0.096	15.541	0.039	0.0	0.098	0.137	15.541	0.002	0.0	0.0	0.007	8.784	0.0	0.0	0.0	0.002	2.027	0.001	0.0	0.0	0.01	1.351
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-388	species	HMT-388	Reads equally close to S. flueggei, S. noxia, and S. sp. HMT 388 were assigned one-third to each taxon.; 	0.251	0.015	0.0	0.042	0.035	41.892	0.005	0.0	0.014	0.017	25.676	0.004	0.0	0.001	0.025	10.135	0.01	0.0	0.025	0.032	34.459	0.0	0.0	0.0	0.001	0.699	0.23	0.0	0.619	0.315	84.459	0.251	0.0	0.674	0.312	80.405	0.097	0.0	0.195	0.171	81.757	0.002	0.0	0.007	0.006	15.541	0.011	0.0	0.028	0.031	33.108
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	HMT-389		0.312	0.232	0.0	0.662	0.46	64.189	0.084	0.0	0.205	0.19	48.649	0.058	0.0	0.071	0.258	25.676	0.023	0.0	0.057	0.06	30.405	0.0	0.0	0.0	0.001	0.699	0.188	0.0	0.339	0.448	57.432	0.312	0.0	0.795	0.618	69.595	0.109	0.0	0.32	0.181	58.108	0.01	0.0	0.031	0.037	19.595	0.041	0.0	0.083	0.115	35.811
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-392	species	HMT-392		0.363	0.041	0.0	0.139	0.103	35.135	0.014	0.0	0.044	0.038	25.0	0.007	0.0	0.023	0.026	12.838	0.026	0.0	0.059	0.082	29.054	0.0	0.0	0.0	0.0	0.0	0.296	0.0	0.685	0.67	62.838	0.363	0.0	1.002	0.636	69.595	0.046	0.0	0.124	0.099	41.892	0.009	0.0	0.029	0.024	22.297	0.012	0.0	0.037	0.038	22.973
Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Parvimonas;sp. HMT-393	species	HMT-393	Reads equally close to P. micra, P. sp. HMT 110, and P. sp. HMT 393 were assigned one-third to each taxon.; 	0.198	0.022	0.0	0.063	0.039	55.405	0.08	0.0	0.223	0.125	68.243	0.008	0.0	0.007	0.041	13.514	0.138	0.0	0.306	0.268	80.405	0.0	0.0	0.0	0.002	2.098	0.198	0.0	0.5	0.226	87.838	0.048	0.0	0.119	0.065	68.919	0.057	0.0	0.15	0.069	75.676	0.064	0.0	0.175	0.114	56.757	0.075	0.0	0.171	0.158	72.297
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT-396	species	HMT-396	Reads equally close to P. sp. HMT 305 and 396 were assigned half to each taxon.; 	0.244	0.017	0.0	0.061	0.036	31.757	0.052	0.0	0.155	0.081	54.73	0.004	0.0	0.001	0.015	10.135	0.082	0.0	0.206	0.141	62.838	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.027	8.108	0.004	0.0	0.0	0.027	6.081	0.244	0.0	0.598	0.411	74.324	0.083	0.0	0.236	0.128	59.459	0.111	0.0	0.281	0.195	64.865
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. dentisani	species	HMT-398	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis	species		combined from subspecies	1.699	0.325	0.03	0.833	0.406	99.324	0.991	0.189	2.1	0.889	100.0	0.063	0.0	0.197	0.141	56.081	0.838	0.155	1.872	0.768	97.973	0.002	0.0	0.006	0.009	16.084	0.098	0.0	0.239	0.177	79.054	0.147	0.0	0.317	0.224	86.486	0.623	0.115	1.334	0.652	100.0	1.699	0.369	3.492	1.475	100.0	0.952	0.215	2.033	0.791	99.324
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-412	species	HMT-412	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; Reads equally close to C. ochraceae, C. sp. HMT 412, and C. sp. HMT 903 were assigned one-third to each taxon.; 	0.214	0.013	0.0	0.031	0.035	36.486	0.005	0.0	0.013	0.016	23.649	0.003	0.0	0.0	0.017	6.757	0.006	0.0	0.01	0.034	18.919	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.483	0.304	81.757	0.214	0.0	0.562	0.294	80.405	0.03	0.0	0.087	0.047	63.514	0.001	0.0	0.005	0.003	12.162	0.002	0.0	0.008	0.006	17.568
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-417	species	HMT-417	Reads equally close to L. sp. HMT 417 and 463 were assigned half to each taxon.; 	2.774	0.199	0.0	0.671	0.386	61.486	0.625	0.0	2.24	1.232	77.027	0.066	0.0	0.105	0.203	29.054	2.076	0.011	6.408	2.803	89.865	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.349	0.651	39.189	0.23	0.0	0.332	1.114	46.622	0.439	0.0	1.446	0.701	81.081	1.542	0.0	5.606	2.614	85.811	2.774	0.028	7.737	4.301	92.568
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum;longum	species	HMT-419	Reads equally close to S. longum and S. sp. HMT 910 were assigned half to each taxon.; Reads equally close to S. longum, S. sp. HMT 097, and S. sp. HMT 910 were assigned one-third to each taxon.; 	0.307	0.047	0.0	0.117	0.08	64.189	0.134	0.0	0.317	0.216	85.811	0.007	0.0	0.018	0.023	22.297	0.251	0.0	0.624	0.399	85.811	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.048	0.062	35.135	0.02	0.0	0.045	0.07	31.081	0.106	0.0	0.251	0.144	89.189	0.271	0.0	0.628	0.436	87.838	0.307	0.016	0.828	0.463	91.216
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	HMT-420		3.717	0.298	0.0	0.572	0.984	81.757	0.08	0.0	0.119	0.324	56.757	0.033	0.0	0.089	0.168	22.973	0.616	0.0	0.677	2.171	77.027	0.0	0.0	0.0	0.003	1.399	3.717	0.085	10.561	4.992	95.27	1.123	0.0	3.151	1.817	88.514	0.424	0.025	0.992	0.601	91.892	0.046	0.0	0.121	0.08	54.73	0.091	0.0	0.218	0.211	56.757
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT-423	species	HMT-423	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade-431	species	HMT-431	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-442	species	HMT-442	Reads equally close to S. sputigena and S. sp. HMT 442 were assigned half to each taxon.; 	0.131	0.008	0.0	0.026	0.022	25.0	0.008	0.0	0.026	0.018	30.405	0.014	0.0	0.02	0.061	13.514	0.037	0.0	0.111	0.09	41.892	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.356	0.237	66.892	0.072	0.0	0.175	0.178	47.297	0.131	0.0	0.34	0.303	68.243	0.009	0.0	0.029	0.018	33.108	0.036	0.0	0.097	0.076	53.378
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;sp. HMT-443	species	HMT-443		0.059	0.004	0.0	0.0	0.023	5.405	0.012	0.0	0.0	0.054	8.784	0.001	0.0	0.0	0.004	2.703	0.021	0.0	0.045	0.091	12.838	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.353	7.432	0.038	0.0	0.0	0.224	6.081	0.042	0.0	0.127	0.174	16.892	0.005	0.0	0.0	0.02	8.108	0.023	0.0	0.043	0.078	11.486
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-448	species	HMT-448		0.19	0.005	0.0	0.0	0.029	8.108	0.001	0.0	0.0	0.004	2.027	0.001	0.0	0.0	0.008	1.351	0.0	0.0	0.0	0.003	2.027	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.382	0.875	28.378	0.106	0.0	0.289	0.423	29.054	0.003	0.0	0.0	0.014	6.757	0.0	0.0	0.0	0.004	2.027	0.0	0.0	0.0	0.002	2.027
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;sp. HMT-455	species	HMT-455		0.037	0.004	0.0	0.0	0.018	8.784	0.008	0.0	0.031	0.023	19.595	0.0	0.0	0.0	0.003	0.676	0.021	0.0	0.054	0.058	29.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.676	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.053	0.069	22.973	0.02	0.0	0.051	0.058	27.027	0.037	0.0	0.096	0.104	37.162
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;sinus	species	HMT-457	Reads equally close to O. parvum and O. sinus were assigned half to each taxon.; 	1.231	0.12	0.0	0.309	0.194	83.108	0.392	0.08	0.711	0.375	97.973	0.017	0.0	0.037	0.06	32.432	0.498	0.099	0.96	0.394	96.622	0.0	0.0	0.0	0.001	1.399	0.01	0.0	0.013	0.071	16.216	0.008	0.0	0.019	0.044	22.297	1.231	0.273	2.636	1.435	100.0	0.612	0.197	1.167	0.444	97.973	0.558	0.107	1.228	0.497	97.973
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp. HMT-458	species	HMT-458	Reads equally close to A. sp. HMT 458 and A. sp. HMT 898 were assigned half to each taxon.; 	0.53	0.401	0.0	0.772	0.873	89.189	0.074	0.0	0.188	0.158	64.189	0.53	0.0	1.239	1.387	78.378	0.185	0.0	0.39	0.543	66.892	0.0	0.0	0.0	0.001	0.699	0.293	0.0	0.984	0.426	68.243	0.401	0.0	1.133	0.54	84.459	0.294	0.01	0.702	0.462	89.865	0.019	0.0	0.046	0.041	48.649	0.06	0.0	0.126	0.12	66.216
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-459	species	HMT-459	Reads equally close to S. muelleri and Kingella sp. HMT 459 were assigned half to each taxon.; 	0.271	0.021	0.0	0.061	0.049	35.811	0.196	0.0	0.111	1.461	37.162	0.08	0.0	0.159	0.277	24.324	0.021	0.0	0.026	0.171	20.27	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.439	0.369	56.081	0.271	0.0	0.703	0.693	66.216	0.03	0.0	0.079	0.069	38.514	0.01	0.0	0.021	0.043	15.541	0.012	0.0	0.031	0.033	22.973
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-463	species	HMT-463	Reads equally close to L. sp. HMT 417 and 463 were assigned half to each taxon.; 	0.035	0.0	0.0	0.0	0.003	3.378	0.004	0.0	0.0	0.021	7.432	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.078	0.1	27.703	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.011	4.73	0.002	0.0	0.0	0.021	2.703	0.005	0.0	0.007	0.019	10.811	0.021	0.0	0.077	0.054	26.351	0.035	0.0	0.112	0.123	25.676
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;tannerae	species	HMT-466		0.683	0.066	0.0	0.165	0.164	43.243	0.067	0.0	0.232	0.155	43.243	0.01	0.0	0.014	0.049	10.811	0.481	0.0	0.675	1.993	47.297	0.0	0.0	0.0	0.0	0.0	0.683	0.0	1.58	2.003	43.243	0.213	0.0	0.484	0.699	36.486	0.247	0.0	0.772	0.372	67.568	0.039	0.0	0.097	0.121	27.027	0.15	0.0	0.446	0.345	52.703
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anaerovoracaceae [G1];sulci	species	HMT-467		0.144	0.019	0.0	0.063	0.054	30.405	0.144	0.0	0.415	0.203	71.622	0.003	0.0	0.0	0.024	3.378	0.095	0.0	0.263	0.13	64.189	0.0	0.0	0.0	0.002	0.699	0.016	0.0	0.066	0.033	25.676	0.005	0.0	0.022	0.017	12.162	0.099	0.0	0.287	0.167	58.108	0.096	0.0	0.25	0.119	67.568	0.136	0.0	0.385	0.161	72.297
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	HMT-469	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; 	1.324	0.187	0.009	0.453	0.303	93.243	0.874	0.091	2.048	0.928	97.297	0.052	0.0	0.132	0.161	54.73	0.761	0.063	1.772	0.858	97.297	0.0	0.0	0.0	0.0	0.699	0.121	0.0	0.29	0.343	63.514	0.051	0.0	0.161	0.101	61.486	1.023	0.228	2.194	0.927	99.324	1.324	0.133	2.831	1.219	98.649	0.989	0.096	2.058	1.048	96.622
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-472	species	HMT-472	Reads equally close to P. loescheii and P. sp. HMT 472 were assigned half to each taxon.; 	0.821	0.029	0.0	0.086	0.086	30.405	0.015	0.0	0.044	0.051	20.946	0.064	0.0	0.032	0.567	13.514	0.029	0.0	0.032	0.148	18.243	0.0	0.0	0.0	0.003	0.699	0.821	0.0	2.602	1.776	64.865	0.51	0.0	1.415	1.34	59.459	0.076	0.0	0.26	0.136	47.297	0.005	0.0	0.011	0.021	13.514	0.014	0.0	0.021	0.092	11.486
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-473	species	HMT-473		7.779	0.707	0.0	1.264	2.748	73.649	0.404	0.0	1.353	0.697	67.568	7.779	0.0	24.541	11.082	73.649	0.839	0.0	2.147	2.467	70.946	0.0	0.0	0.0	0.004	2.098	0.434	0.0	1.35	0.881	58.108	0.341	0.0	1.132	0.668	59.459	1.044	0.0	2.877	1.802	79.73	0.254	0.0	0.678	0.63	53.378	0.603	0.0	1.671	1.252	64.865
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	HMT-476	Reads equally close to N. flavescens, N. perflava, and N. subflava were assigned one-third to each taxon.; 	3.409	0.571	0.019	1.396	0.736	94.595	1.492	0.06	3.537	1.818	95.946	0.087	0.0	0.28	0.189	58.108	1.594	0.023	5.078	2.048	94.595	0.0	0.0	0.0	0.0	0.699	0.223	0.0	0.738	0.472	64.865	0.332	0.0	1.1	0.591	77.027	1.409	0.092	3.692	1.647	97.297	3.409	0.06	8.972	3.784	95.946	1.712	0.026	4.48	2.376	95.946
