Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014991-SUPP	S700015283-SUPP	S700015659-SUPP	S700016075-SUPP	S700016166-SUPP	S700016331-SUPP	S700016372-SUPP	S700016588-SUPP	S700016646-SUPP	S700016946-SUPP	S700021856-SUPP	S700021910-SUPP	S700023019-SUPP	S700023076-SUPP	S700023206-SUPP	S700023257-SUPP	S700023329-SUPP	S700023416-SUPP	S700023473-SUPP	S700023527-SUPP	S700023574-SUPP	S700023688-SUPP	S700023784-SUPP	S700023841-SUPP	S700023898-SUPP	S700023964-SUPP	S700024021-SUPP	S700024062-SUPP	S700024125-SUPP	S700024183-SUPP	S700024229-SUPP	S700024288-SUPP	S700024336-SUPP	S700024375-SUPP	S700024441-SUPP	S700024488-SUPP	S700024537-SUPP	S700024584-SUPP	S700024633-SUPP	S700024669-SUPP	S700024729-SUPP	S700024786-SUPP	S700024823-SUPP	S700024900-SUPP	S700024944-SUPP	S700024994-SUPP	S700033017-SUPP	S700033176-SUPP	S700033473-SUPP	S700033773-SUPP	S700037070-SUPP	S700037218-SUPP	S700037466-SUPP	S700037578-SUPP	S700038049-SUPP	S700038245-SUPP	S700038382-SUPP	S700038468-SUPP	S700038516-SUPP	S700038564-SUPP	S700038612-SUPP	S700038720-SUPP	S700038779-SUPP	S700095396-SUPP	S700097277-SUPP	S700097337-SUPP	S700097674-SUPP	S700098313-SUPP	S700098978-SUPP	S700099045-SUPP	S700099105-SUPP	S700099633-SUPP	S700099789-SUPP	S700100273-SUPP	S700101681-SUPP	S700102285-SUPP	S700102631-SUPP	S700102948-SUPP	S700103259-SUPP	S700103323-SUPP	S700103464-SUPP	S700103533-SUPP	S700103603-SUPP	S700103690-SUPP	S700105083-SUPP	S700105142-SUPP	S700105199-SUPP	S700105256-SUPP	S700105302-SUPP	S700105390-SUPP	S700105435-SUPP	S700105510-SUPP	S700105608-SUPP	S700105664-SUPP	S700105703-SUPP	S700105826-SUPP	S700105874-SUPP	S700105922-SUPP	S700105954-SUPP	S700106036-SUPP	S700106111-SUPP	S700106378-SUPP	S700106538-SUPP	S700106597-SUPP	S700106633-SUPP	S700106681-SUPP	S700106741-SUPP	S700106855-SUPP	S700106894-SUPP	S700106918-SUPP	S700106964-SUPP	S700106997-SUPP	S700108328-SUPP	S700113005-SUPP	S700113053-SUPP	S700113089-SUPP	S700113136-SUPP	S700113521-SUPP	S700113596-SUPP	S700113634-SUPP	S700113692-SUPP	S700113836-SUPP	S700113950-SUPP	S700114035-SUPP	S700114086-SUPP	S700114143-SUPP	S700114207-SUPP	S700114264-SUPP	S700114405-SUPP	S700114476-SUPP	S700114535-SUPP	S700114576-SUPP	S700114633-SUPP	S700114697-SUPP	S700114745-SUPP	S700114795-SUPP	S700114852-SUPP	S700114900-SUPP	S700114957-SUPP	S700116235-SUPP	S700116322-SUPP	S700116376-SUPP	S700116586-SUPP	S700116637-SUPP	S700116796-SUPP	S700116856-SUPP	S700117018-SUPP	S700117678-SUPP	S700117735-SUPP	S700117846-SUPP	S700117972-SUPP
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	013	2304		0.039	0.0	0.0	0.0	0.311	0.0	0.309	0.0	0.0	0.0	1.131	0.0	0.0	0.0	0.244	0.0	0.0	0.033	0.129	0.0	0.0	0.0	0.126	0.025	0.0	0.459	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.264	0.022	0.0	0.0	0.0	0.103	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.504	0.0	0.22	0.0	0.033	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499	0.0	0.0	0.0	0.91	0.0	0.537	0.148	0.0	0.0	0.096	0.0	0.0	0.408	0.0	0.0	0.0	0.066	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.128	0.016	0.0	0.0	0.0	0.394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202	0.0	0.21	0.466	0.0	0.0	0.124	0.0	0.0	0.167	0.0	2.418	0.0	0.0	0.205	0.0	0.0	0.316	0.643	0.432	0.068
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598	2809		0.898	16.469	1.208	0.0	0.219	0.236	0.371	1.353	6.478	2.25	4.072	1.995	3.326	0.0	1.394	1.31	3.474	0.572	0.83	0.54	0.931	2.191	0.307	1.816	0.0	0.0	2.119	1.563	0.535	0.353	0.398	10.911	0.218	1.873	6.918	2.882	0.686	4.636	0.148	11.316	1.56	1.295	0.595	0.312	1.877	3.139	0.989	2.576	1.593	0.201	4.488	1.275	1.942	0.791	6.493	4.356	2.489	0.083	0.429	0.461	1.158	0.093	0.17	1.139	3.133	0.559	0.22	0.448	2.532	0.393	1.575	0.0	0.634	0.112	1.376	2.338	0.319	2.326	1.802	1.176	0.389	0.091	2.683	2.892	6.24	2.628	0.0	2.197	1.414	0.0	0.0	0.033	1.832	0.722	3.551	1.204	7.183	2.838	8.898	1.32	0.068	3.549	7.25	0.392	0.357	5.079	9.66	0.008	0.978	0.314	0.243	1.204	0.543	0.699	0.695	0.0	0.337	1.019	5.327	0.662	2.858	1.139	0.331	0.247	0.266	5.647	1.334	0.03	4.291	1.469	0.202	1.003	0.582	2.212	5.852	0.0	0.386	1.906	0.0	0.025	5.021	0.428	1.278	2.591	0.176	7.162	1.379	0.919	1.66	3.93	0.888
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	2872	Reads equidistant to HMT-682 and HMT-764 were assigned to each taxon in proportion to the abundance of HMT-682 and HMT-764 individually at this body site (SUPP).	0.0	1.404	0.0	0.165	0.0	0.054	0.271	0.202	0.578	0.047	0.339	0.357	4.547	7.662	15.16	0.176	11.448	0.131	2.089	0.013	0.193	10.355	6.894	0.917	0.11	0.0	1.335	2.291	7.886	0.142	0.011	0.0	7.253	0.488	3.07	1.695	0.081	5.497	1.57	0.0	1.454	11.043	0.0	0.198	4.033	0.502	1.765	0.695	0.012	0.507	1.2	0.167	0.165	0.872	0.395	0.266	0.116	11.527	41.289	3.92	0.874	6.866	0.042	0.141	0.135	0.164	0.0	0.396	0.022	0.94	0.608	1.149	0.263	0.0	0.012	0.122	1.159	0.739	0.036	0.607	0.205	0.092	0.192	0.41	2.101	0.031	0.186	0.151	0.181	0.0	0.0	1.415	1.78	1.919	0.0	0.112	1.651	2.165	8.739	1.335	0.015	5.512	0.221	2.868	0.0	14.252	2.517	1.38	1.029	28.624	0.182	0.258	0.229	4.217	1.145	0.0	0.221	0.049	0.065	2.71	16.155	5.608	0.0	0.004	0.027	0.845	0.644	32.333	0.067	0.086	0.011	0.822	1.49	9.783	0.284	1.174	0.461	1.704	0.0	0.701	0.06	0.0	0.043	0.089	0.372	0.0	0.0	1.265	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	014	2305		0.0	0.0	0.016	0.0	0.0	0.0	0.012	0.0	0.011	0.088	2.489	0.0	0.847	0.0	0.0	0.014	0.107	0.016	0.2	0.99	1.88	0.217	1.368	0.0	0.0	0.0	0.0	0.0	1.975	0.0	0.0	0.198	0.078	0.0	7.168	0.007	1.13	0.453	0.0	0.0	0.158	0.0	0.0	0.131	0.0	0.025	0.0	0.242	1.326	0.057	0.24	0.0	2.623	3.715	0.237	0.0	0.0	18.777	0.0	0.327	1.95	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.928	0.0	0.02	0.381	0.0	0.0	0.0	0.266	0.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	0.872	0.0	0.189	0.0	0.0	0.0	0.008	0.0	0.033	0.0	0.0	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.486	0.0	0.0	0.0	0.0	0.0	0.978	0.079	0.027	0.861	6.668	0.588	0.841	0.618	0.0	0.0	2.557	0.035	0.0	6.232	1.397	0.0	0.358	0.086	0.0	0.0	0.015	0.0	0.068	0.0	1.074	0.0	0.0	0.0	0.0	0.617	0.0	0.023	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	2933	Reads equidistant to HMT-682 and HMT-764 were assigned to each taxon in proportion to the abundance of HMT-682 and HMT-764 individually at this body site (SUPP).	0.059	24.482	0.016	2.719	0.092	0.0	0.942	0.434	0.109	0.149	0.0	1.217	0.255	2.422	0.388	0.054	0.877	4.004	0.114	3.148	1.617	1.372	0.377	9.779	0.0	0.0	0.167	0.067	2.55	2.13	0.466	0.319	0.249	2.374	0.06	14.119	7.781	0.239	0.457	0.166	0.468	12.353	0.0	1.41	14.555	0.301	13.741	2.583	0.324	0.086	16.895	5.493	0.011	13.396	2.594	3.19	0.0	4.541	1.329	9.887	6.258	0.867	0.0	1.858	0.012	5.935	0.0	0.106	0.266	0.022	11.537	4.207	1.827	0.009	0.049	0.058	2.436	0.0	13.59	2.82	0.44	1.276	0.069	1.492	0.306	0.404	1.516	1.098	0.033	0.0	0.0	4.227	0.528	0.124	0.0	0.028	0.074	0.153	1.902	0.445	4.895	7.221	3.884	0.303	0.0	0.47	22.857	0.122	31.982	1.601	7.808	0.344	4.287	0.735	0.204	0.0	0.209	1.779	1.597	2.127	1.07	1.048	0.075	15.78	3.02	0.052	0.202	1.664	2.54	0.017	0.169	0.045	0.629	1.416	0.313	0.029	0.112	0.07	0.239	0.209	0.06	0.0	13.605	0.045	2.401	0.0	0.0	0.271	0.011	0.064	0.034
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-018	species	018	2309		0.007	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.029	0.0	0.0	1.618	0.0	0.0	0.035	0.0	0.014	0.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.211	0.0	0.0	0.0	0.0	0.0	0.053	0.011	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.013	0.0	0.0	0.0	0.093	0.02	0.0	0.0	0.0	0.041	0.0	0.008	0.008	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-020	species	020	2311		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-499	species	499	2731		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	476	2714	Because HMT-610 is not present individually, all equidistant reads were assigned to HMT-476 at this body site (SUPP).	0.026	0.148	0.912	0.0	0.0	0.054	0.037	0.147	0.033	0.46	0.452	0.016	0.018	0.0	0.115	0.0	0.294	0.147	1.474	0.032	0.088	0.017	1.158	0.076	0.0	0.0	0.013	0.027	0.244	0.395	0.705	0.066	0.093	0.053	0.406	0.439	1.122	0.041	0.025	0.154	0.268	0.038	0.048	0.115	0.079	0.126	0.032	0.083	0.127	4.567	0.456	12.033	0.044	0.124	1.742	0.059	0.0	0.013	0.03	0.134	0.02	0.025	0.0	0.0	0.037	0.51	0.0	0.0	0.022	0.262	0.197	0.0	0.003	0.026	6.361	0.0	0.041	0.018	0.217	0.506	1.166	0.051	0.004	0.131	0.061	0.031	0.051	0.394	0.0	0.0	0.012	0.416	0.031	0.021	0.17	0.084	0.0	0.043	0.581	0.86	7.995	1.959	0.166	0.0	0.034	0.455	0.162	0.008	0.817	0.021	0.0	0.014	0.0	0.233	0.109	0.041	0.0	0.032	0.049	0.41	0.02	1.197	0.0	0.024	0.0	0.01	0.846	0.089	6.974	0.346	0.629	0.036	0.908	0.198	0.06	0.252	0.05	0.152	0.12	0.0	0.098	0.035	0.041	0.015	0.869	0.625	0.0	1.114	0.0	5.005	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;concisus	species	575	3122		2.148	0.0	0.551	0.227	0.042	1.557	2.587	0.587	0.742	4.207	0.028	0.049	0.009	0.219	0.029	0.149	0.0	0.0	0.143	0.006	0.018	0.0	1.075	0.076	0.364	0.163	0.154	0.013	0.112	0.085	0.068	0.671	0.0	0.29	0.084	0.007	0.008	0.111	0.0	0.214	0.252	0.019	0.024	0.016	0.066	0.025	0.049	0.198	0.22	0.517	0.192	1.188	0.143	0.0	0.042	0.03	0.212	0.006	0.0	0.394	0.061	0.05	0.0	0.093	0.393	0.016	1.807	0.079	2.065	0.153	0.333	0.026	1.907	0.095	4.63	0.659	0.35	0.685	0.761	0.278	1.443	0.01	1.397	3.89	0.112	1.431	0.026	0.573	0.345	1.176	0.656	0.0	0.673	0.537	0.553	0.406	0.084	0.153	5.738	1.364	6.616	0.192	0.055	0.41	0.374	0.007	0.0	2.865	0.104	0.0	0.008	0.086	0.0	0.078	0.0	0.014	0.198	0.0	0.033	0.0	0.0	0.044	0.331	0.012	0.034	0.309	0.334	0.03	0.089	0.138	0.0	0.677	0.373	0.446	0.03	0.007	0.585	0.335	0.18	0.451	0.09	0.162	0.136	0.715	2.754	0.281	0.015	0.376	1.596	0.006	0.017
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;curvus	species	580	3123		0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185	0.0	0.852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.02	1.69	0.101	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	623	3124		2.044	0.184	1.702	0.021	0.028	0.913	0.829	0.424	0.862	0.744	0.509	0.0	0.046	0.292	0.029	0.135	0.0	0.016	0.544	0.051	0.035	0.502	0.391	0.05	3.155	1.912	0.0	0.0	0.0	0.042	3.172	0.495	0.078	1.147	0.251	0.027	0.186	1.013	0.062	0.142	0.835	0.0	0.0	0.197	0.317	0.779	0.941	0.402	0.359	0.335	0.24	0.13	0.077	0.0	0.0	0.591	0.039	0.006	0.369	0.352	0.122	0.08	0.0	0.663	0.725	0.016	0.705	1.055	2.698	1.486	0.197	0.051	3.737	4.21	0.291	1.379	0.103	0.234	0.091	0.152	3.131	0.0	0.358	3.426	0.051	0.187	0.017	0.047	0.814	0.92	1.622	0.0	0.786	0.402	0.84	0.756	0.011	0.136	1.025	0.0	0.712	0.089	0.022	0.819	1.753	0.164	0.0	1.347	0.285	0.01	0.03	0.301	0.0	0.335	0.082	0.64	1.778	0.0	0.147	0.0	0.135	0.409	0.03	0.282	0.523	1.772	0.226	0.0	0.025	0.19	0.0	0.704	0.186	0.069	0.134	0.007	0.896	0.264	0.329	0.576	0.279	1.84	0.109	0.164	2.685	0.497	0.361	0.557	0.707	0.28	0.41
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	748	3125		0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	763	3126		1.973	0.148	2.787	3.545	0.078	1.288	0.644	1.059	1.396	2.231	0.028	0.081	0.009	1.943	0.172	1.148	0.01	0.0	0.687	0.835	0.211	0.0	0.949	0.101	0.651	0.222	0.95	0.013	0.066	0.226	1.353	1.749	0.42	0.171	0.251	1.465	2.066	0.245	0.025	0.083	0.504	0.0	0.131	0.0	0.529	3.214	0.081	1.269	0.695	0.306	0.36	1.167	0.296	0.01	0.158	0.413	0.174	0.07	0.0	0.109	0.183	3.158	0.042	0.159	0.295	0.427	0.11	0.633	0.2	0.809	0.197	0.663	0.801	0.309	1.732	4.776	0.814	0.036	0.435	0.126	1.248	0.689	1.374	1.655	0.071	0.062	0.034	2.61	0.904	9.029	0.111	0.316	0.0	0.083	1.01	0.952	2.419	0.315	2.716	2.58	0.417	0.495	0.552	0.641	1.072	0.694	0.128	1.932	0.275	0.031	0.015	0.057	0.143	0.113	0.218	0.435	0.395	0.016	7.983	0.0	0.041	0.54	0.421	0.071	2.386	3.555	0.048	0.015	0.658	1.002	0.0	0.307	4.611	0.397	0.045	0.058	0.274	0.061	0.03	0.05	0.587	0.093	0.462	1.832	0.303	1.818	0.162	1.566	0.086	1.127	0.154
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	633	2836		0.059	0.03	0.082	0.138	0.007	0.097	0.186	0.049	0.207	0.078	0.057	0.016	0.091	0.0	0.101	0.675	0.025	0.0	0.129	0.206	0.158	0.017	0.056	0.53	0.121	0.193	0.526	0.162	0.013	0.0	0.148	0.33	0.016	0.106	0.191	0.452	0.242	0.525	0.012	0.166	0.709	0.0	0.095	0.0	0.093	0.075	0.0	0.3	0.191	0.086	0.072	0.0	0.176	0.133	0.621	0.0	0.193	0.07	0.044	0.084	0.102	0.037	0.0	0.056	1.155	0.049	0.198	0.607	0.044	0.306	0.273	0.357	0.452	0.352	0.034	0.4	0.35	0.18	0.027	0.038	0.02	0.122	0.019	0.015	0.02	0.016	0.366	0.019	0.066	0.0	0.0	0.0	0.01	0.01	0.021	0.378	0.179	0.017	0.053	0.044	0.0	0.015	0.265	0.018	0.0	0.0	0.0	0.016	0.0	0.01	0.015	0.014	0.057	0.119	0.068	0.245	0.105	0.291	0.635	0.0	0.427	1.139	0.662	0.094	0.009	0.0	0.584	0.0	0.367	0.397	0.0	0.099	0.07	0.02	0.373	0.007	0.174	0.02	0.0	0.058	0.211	0.428	0.68	0.149	0.166	1.716	0.892	0.482	0.193	0.456	0.188
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;valvarum	species	540	2762		0.026	0.012	0.066	0.014	0.0	0.0	0.037	0.098	0.0	0.01	0.0	0.0	0.0	0.261	0.0	0.23	0.0	0.0	0.0	0.006	0.035	0.0	0.014	0.025	0.0	0.015	0.0	0.0	0.0	0.0	0.023	0.022	0.0	0.04	0.0	0.027	0.0	0.014	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.201	0.0	0.013	0.017	0.048	0.072	0.0	0.044	0.01	0.016	0.015	0.0	0.006	0.0	0.008	0.0	0.062	0.0	0.0	0.27	0.0	0.0	0.053	0.0	0.459	0.0	0.0	0.113	0.0	0.281	0.04	0.113	0.0	0.0	0.0	0.0	0.061	0.0	0.008	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.01	0.021	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.011	0.107	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.006	0.041	0.0	0.128	0.0	0.0	0.0	0.0	0.015	0.256	0.0	0.0	0.0	0.0	0.0	0.038	0.017	0.0	0.0	0.023	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.015	0.023	0.122	0.179	0.059	0.057	0.0	0.136	0.043	0.029	0.017
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;aphrophilus	species	545	2767	Because HMT-720 is not present individually, all equidistant reads were assigned to HMT-545 at this body site (SUPP).	0.0	0.196	0.033	0.0	0.0	0.0	0.012	0.587	0.011	0.068	0.028	0.0	0.0	0.005	0.0	0.108	1.755	0.0	0.029	0.019	0.439	0.0	0.0	0.05	0.033	0.0	0.0	0.0	0.211	1.044	0.0	0.055	0.0	0.0	0.012	0.013	0.008	0.411	0.0	0.024	0.016	0.0	0.06	0.0	0.013	0.025	0.0	0.013	0.006	0.0	0.12	0.0	0.055	4.143	2.252	0.177	0.0	0.051	0.074	0.0	0.0	0.0	0.0	0.0	1.474	0.674	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.082	0.0	0.109	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.015	0.0	0.0	0.0	0.071	0.0	0.0	0.012	0.0	0.0	0.0	0.144	0.0	0.057	0.018	0.586	0.0	0.058	0.0	0.081	0.0	0.108	0.905	0.0	0.047	0.0	0.0	0.0	5.483	0.051	0.0	0.0	0.045	0.0	0.0	0.194	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.051	0.118	0.361	0.011	0.0	0.137
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;segnis	species	762	2931		0.299	0.166	0.041	0.0	0.0	0.0	0.099	0.163	0.0	0.098	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.0	0.034	0.044	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.024	0.0	0.033	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.111	0.296	0.0	0.211	0.0	0.0	0.0	0.408	0.017	0.533	0.105	0.899	0.103	0.0	0.0	0.013	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.4	0.006	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.027	0.21	0.069	0.0	0.0	0.0	0.051	0.0	0.0	0.286	0.0	0.014	0.074	0.02	0.0	0.0	0.0	0.0	0.088	0.0
